	predicate		predicand					
be	canine	can	hiss					
be	cat	has-part	fur					
								
be	wolf	can	eat-big-game-animal					
be	wolf	be	canine					
be	coyote	can	eat-small-game-animal					
be	coyote	be	canine					
be	fox	can	eat-small-game-animal					
be	fox	be	canine					
be	jackal	be	carrion-eater					
be	jackal	be	canine					
be	dog	be	pet					
be	dog	be	guard-animal					
be	dog	can	eat-small-game-animal					
be	dog	be	canine					
								
be	wild-cat	be	cat					
be	wild-cat	can	roar					
								
be	lion	can	eat-humans					
be	lion	can	eat-big-game-animal					
be	lion	be	wild-cat					
be	tiger	can	eat-humans					
be	tiger	can	eat-big-game-animal					
be	tiger	be	wild-cat					
be	cheetah	be	wild-cat					
be	cheetah	can	eat-big-game-animal					
be	leopard	be	wild-cat					
be	leopard	can	eat-humans					
be	leopard	can	eat-big-game-animal					
be	puma	be	wild-cat					
be	puma	can	eat-big-game-animal					
be	lynx	be	wild-cat					
be	lynx	can	eat-small-game-animal					
be	bobcat	be	wild-cat					
be	bobcat	can	eat-small-game-animal					
be	house-cat	be	pet					
be	house-cat	can	eat-small-game-animal					
be	house-cat	be	cat					
be	house-cat	can	meow					
								
be	rhinoceros	can	affiliate-with-savanna					
be	rhinoceros	has-part	horn					
be	rhinoceros	can	run					
be	rhinoceros	be	ungulate					
be	giraffe	be	ungulate					
be	deer	can	affiliate-with-forest					
be	deer	can	run					
be	deer	has-part	antlers					
be	deer	can	eat-grass					
be	deer	be	big-game-animal					
be	deer	be	ungulate					
be	antelope	can	affiliate-with-savanna					
be	antelope	can	run					
be	antelope	has-part	antlers					
be	antelope	can	jump					
be	antelope	can	eat-grass					
be	antelope	be	big-game-animal					
be	antelope	be	ungulate					
be	hippo	can	affiliate-with-fresh-water					
be	hippo	be	amphibious					
be	hippo	can	swim					
be	hippo	be	ungulate					
be	camel	can	affiliate-with-desert					
be	camel	can	spit					
be	camel	be	draft-animal					
be	camel	be	ungulate					
be	llama	be	ungulate					
be	llama	be	draft-animal					
be	llama	be	wool-producer					
be	sheep	be	ungulate					
be	sheep	be	wool-producer					
be	goat	be	ungulate					
be	goat	be	dairy-producer					
be	goat	be	meat-producer					
be	porcine	be	ungulate					
be	equine	be	ungulate					
be	equine	can	eat-carrots					
be	equine	can	eat-grass					
be	bovine	be	ungulate					
be	bovine	can	eat-grass					
								
be	horse	can	run					
be	horse	be	equine					
be	horse	be	draft-animal					
be	horse	can	neigh					
be	donkey	be	equine					
be	donkey	be	draft-animal					
be	donkey	can	be-heard					
be	mule	be	equine					
be	mule	be	draft-animal					
be	zebra	be	equine					
be	zebra	can	run					
be	zebra	be	big-game-animal					
								
be	pig	be	porcine					
be	pig	be	meat-producer					
be	pig	can	oink					
be	boar	be	porcine					
be	boar	be	big-game-animal					
								
be	cow	be	bovine					
be	cow	can	moo					
be	cow	be	dairy-producer					
be	cow	be	meat-producer					
								
be	livestock	can	be-domesticated					
be	cattle	be	cow					
								
be	stallion	be	horse					
be	stallion	be	male					
be	mare	be	horse					
be	mare	be	female					
be	bull	be	cow					
be	bull	be	male					
be	bull	be	horns					
be	ox	be	cow					
be	ox	be	male					
be	ox	be	horns					
be	heifer	be	cow					
be	heifer	be	female					
be	boar	be	porcine					
be	boar	be	male					
be	sow	be	porcine					
be	sow	be	female					
be	rooster	be	chicken					
be	rooster	be	male					
be	buck	be	deer					
be	buck	be	male					
be	doe	be	deer					
be	doe	be	female					
								
be	foal	be	horse					
be	foal	be	juvenile					
be	pony	be	horse					
be	pony	be	juvenile					
be	calf	be	cow					
be	calf	be	juvenile					
be	piglet	be	pig					
be	piglet	be	juvenile					
be	lamb	be	sheep					
be	lamb	be	juvenile					
be	chick	be	chicken					
be	chick	be	juvenile					
be	fawn	be	deer					
be	fawn	be	juvenile					
be	bunny	be	rabbit					
be	bunny	be	juvenile					
								
be	monkey	can	affiliate-with-jungle					
be	monkey	can	scurry					
be	monkey	can	walk					
be	monkey	can	climb					
be	monkey	can	climb					
be	monkey	has-part	tail					
be	monkey	has-part	fur					
be	monkey	can	eat-fruit					
be	monkey	can	use-tools					
be	monkey	be	anthropomorphizable					
be	monkey	be	primate					
be	ape	can	affiliate-with-jungle					
be	ape	be	strong					
be	ape	be	primate					
be	chimp	can	affiliate-with-jungle					
be	chimp	can	"climb	"					
be	chimp	can	eat-fruit					
be	chimp	can	eat-meat					
be	chimp	be	"omnivore	"					
be	chimp	be	self-aware					
be	chimp	be	anthropomorphizable					
be	chimp	be	primate					
								
				# see human.tsv for definition of humans				
