Buck_ID	English			Latin	Ancient Greek	Proto Indo European
3-770	elephant	noun		elephantus|elephās	e'lepʰas	
3-780	camel	noun		camēlus	kamēlos	
3-810	insect	noun		insectum	entomon	
3-811	louse	noun		pedīculus	pʰtʰeir	
3-812	nit	noun		lēns	ko'nis	
3-813	flea	noun		pūlex	psulla|'psullos	
3-814	centipede	noun		centipeda	kʰili'opūs	
3-815	scorpion	noun		scorpiō	skor'pios	
3-816	cockroach	noun		blatta	kantʰa'ris	
3-817	ant	noun		formīca	murmēks	
3-818	spider	noun		arānea	a'rakʰnēs|a'rakʰnē	
3-819	spider web	noun		arānea	a'rakʰnion	
3-820	bee	noun		apis	melissa	
3-821	beeswax	noun		cēra	kē'ros	
3-822	beehive	noun		alveus|alveārium	simblos|ku'pselē|ku'pselion	
3-823	wasp	noun		vespa	spʰēks	
3-830	fly	noun		musca	muia	
3-831	sandfly|midge|gnat	noun		culex	sknīps	
3-832	mosquito	noun		culex	kōnōps	
3-840	worm	noun		vermis	skōlēks	
3-850	snake	noun		anguis|serpēns|colubra	opʰis	
3-910	firefly	noun		pyralis|pyrausta	pūgolam'pis|lampu'ris	
3-920	butterfly	noun		pāpiliō	psū'kʰē	
3-930	grasshopper	noun		gryllus	a'kris	
3-940	snail	noun		cochlea	ko'kʰlias|'kokʰlos	
3-950	frog	noun		rāna	batrakʰos	
3-960	lizard	noun		lacerta	saurā|'sauros|kro'kodeilos	
3-970	crocodile|alligator	noun		crocodīlus	kro'kodeilos	
3-980	turtle	noun		turtur	kʰe'lōnē|'kʰelus	
4-110	body	noun		corpus	sōma	
4-120	skin|hide	noun		cutis|pellis|corium	derma|kʰrōs|hrī'nos|'skūtos	
4-130	flesh	noun		carō	sarks|'kreas	
4-140	hair	noun		capillus|crīnis|coma	komē	
4-142	beard	noun		barba	pōgōn|genei'as|'geneion	
4-144	body hair	noun		pilus	tʰriks|'trikʰes	
4-145	pubic hair	noun		pūbēs	hēbē	
4-146	dandruff	noun		porrīgō|furfur	pitūron	
4-150	blood	noun		sanguis|cruor	haima	
4-151	vein|artery	noun		vēna	pʰleps|artē'riā	
4-160	bone	noun		os	o'steon	
4-162	rib	noun		costa	pleu'ron|pleu'rā	
4-170	horn	noun		cornū	keras	
4-180	tail	noun		cauda	ū'rā	
4-190	back	noun		dorsum|tergum	nōton|'nōta	
4-191	spine	noun		spīna	hrakʰis	
4-200	head	noun		caput	kepʰa'lē|'karā	
4-201	side of head|temple	noun		tempus	krotapʰos|'korsē	
4-202	skull	noun		calva|calvāria	kra'nion	
4-203	brain	noun		cerebrum	eŋ'kepʰalos	
4-204	face	noun		faciēs	prosōpon	
4-205	forehead	noun		frōns	metōpon	
4-207	jaw	noun		maxilla|māla	siā'gōn|'gnatʰos|'genus	
4-208	cheek	noun		gena|bucca	parei'ā|'genus|siā'gōn	
4-209	chin	noun		mentum	geneion	
4-210	eye	noun		oculus	opʰtʰal'mos	
4-212	eyebrow	noun		supercilium	o'pʰrus	
4-213	eyelid	noun		palpebra	blepʰaron|blepʰa'ris	
4-214	eyelash	noun		cilium|palpebrae	blepʰa'ris	
4-215	blink	verb		cōnīvere|nictāre	skarda'mussō|skardamu'kteō	
4-220	ear	noun		auris	ūs	
4-221	earlobe	noun		auricula	lo'bos	
4-222	earwax	noun		aurium sordēs	kupse'lis|ku'pselē	
4-230	nose	noun		nāsus	hrīs	
4-231	nostril	noun		nārēs	mu'ktēr|'hrōtʰōn|'muksa	
4-232	mucus	noun		mūcus	muksa|'koruza	
4-240	mouth	noun		ōs	stoma	
4-241	beak	noun		rōstrum	hrampʰos|'hruŋkʰos	
4-250	lip	noun		labrum	kʰeilos	
4-260	tongue	noun		lingua	glōssa	
4-270	tooth	noun		dēns	o'dūs	
4-271	gums	noun		gingīva	ūla	
4-272	molartooth	noun		dēns genuīnus	gom'pʰios|'mulos	
4-280	neck	noun		collum	au'kʰēn|'trakʰēlos|'derē|dei'rē	
4-281	nape of neck	noun		cervix	ī'nion|au'kʰēn	
4-290	throat	noun		faucēs|iugulum|gula	lai'mos|spʰa'gē	
4-300	shoulder	noun		umerus	ōmos	
4-301	shoulderblade	noun		scapulae	ōmo'platē	
4-302	collarbone	noun		iugulum	kleis	
4-310	arm	noun		bracchium	bra'kʰiōn|'pēkʰūs|'kʰeir	
4-312	armpit	noun		āla	ma'skʰalē	
4-320	elbow	noun		cubitus	aŋ'kōn|ō'lekranon	
4-321	wrist	noun		pugnus	kar'pos	
4-330	hand	noun		manus	kʰeir	
4-331	palm of hand	noun		palma	pa'lamē|'tʰenar	
4-340	finger	noun		digitus	daktulos	
4-342	thumb	noun		pollex	megas 'daktulos|an'tikʰeir	
4-344	fingernail	noun		unguis	onuks	
4-345	claw	noun		unguis	onuks	
4-350	leg	noun		crūs	skelos	
4-351	thigh	noun		femur	mē'ros|mē'ria	
4-352	calf of leg	noun		sūra	knēmē	
4-360	knee	noun		genū	gonu	
4-370	foot	noun		pēs	pūs	
4-371	ankle	noun		tālus	a'stragalos|spʰu'ron	
4-372	heel	noun		calx	pterna	
4-374	footprint	noun		vestīgium	ikʰnos|'ikʰnion	
4-380	toe	noun		digitus	daktulos	
4-392	wing	noun		āla|penna	pteruks	
4-393	feather	noun		penna	pte'ron	
4-400	chest	noun		pectus	stētʰos|'sternon	
4-410	breast	noun		mamma|mamilla	ma'stos	
4-412	nipple|teat	noun		papilla	tʰē'lē	
4-420	udder	noun		ūber	ūtʰar	
4-430	navel	noun		umbilīcus	ompʰa'los	
4-440	heart	noun		cor	kar'diā|kēr|'kear	
4-441	lung	noun		pulmō	pneumōn|'pleumōn	
4-450	liver	noun		iecur	hēpar	
4-451	kidney	noun		rēnēs	ne'pʰros	
4-452	spleen	noun		liēn	splēn	
4-460	stomach	noun		venter|stomachus	ga'stēr|koi'liā|'stomakʰos	
4-461	intestines|guts	noun		intestīnum	entera|'splaŋkʰna	
4-462	waist	noun		cingulum	o'spʰūs|i'ksūs	
4-463	hip	noun		coxa	i'skʰion|i'ksūs	
4-464	buttocks	noun		clūnēs|natēs	pū'gē|glū'toi|prō'ktos	
4-470	womb	noun		uterus|vulva	hu'sterā|ga'stēr|koi'liā	
4-490	testicle	noun		testiculus|testis|culleus	orkʰis	
4-492	penis	noun		cauda	peos	
4-510	breathe|breath	verb		spīrāre|anima|spīritus	pneō|'pneuma|pno'ē	
4-520	yawn|gape	verb		hiāre	kʰaskō|kʰa'smaomai	
4-521	hiccough	verb		singultāre	luzō	
4-530	cough	verb		tussīre	bēssō	
4-540	sneeze	verb		sternuere	ptarnumai	
4-550	perspire	verb		sūdor|sūdāre	hī'droō|apʰi'droō	
4-560	spit	verb		spuere	ptūō	
4-570	vomit	verb		vomere	e'meō	
4-580	bite	verb		mordēre	daknō	
4-590	lick	verb		lingere	leikʰō	
4-591	dribble	verb		stillāre	sia'lizō|sialokʰo'eō	
4-610	sleep	verb		dormīre|somnus	ka'tʰeudō|koi'maomai	*swep- 
4-612	snore	verb		stertere	hreŋkō|'hreŋkʰō	
4-620	dream	verb		somnium|insomnium|somniāre	onei'rōssō|oneiropo'leō|enupni'azō	
4-630	wake up	verb		excitāre|expergiscī	e'geiromai	
4-640	break wind	verb		pēdere|vissīre	perdomai|'bdeo	
4-650	urinate	verb		mingere|meiere|ūrīna	ū'reō|o'meikʰō	
4-660	defecate	verb		cacāre|stercus|merda	kak'kaō|'kʰezō	
4-670	have sexual intercourse	verb		coīre|futuere	homī'leō|bi'neō|'oipʰō|o'kʰeuō	
4-680	shiver	verb		tremere	hrī'geō|hrī'goō|'pʰrissō	
4-690	bathe	verb		balneum	lūomai	
4-710	beget	verb		gignere|generāre	tiktō|gen'naō	
4-720	born	verb		parere|nascī	gignomai|gen'naomai	
4-730	pregnant	adjective		praegnāns|gravida|inciēns	eŋkuos	
4-732	conceive	verb		concipere	ku'eō|'kuō|sullam'banō	
4-740	live|living|life	verb		vīvere|vīvus|vīta	zō|zōn|zō'os|zō'ē|'bios	
4-750	die|dead	verb		morī|mortuus|mors|nex	tʰnēiskō|apo'tʰnēiskō|tetʰnē'kōs	
4-751	drowned	adjective		dēmersus	pepnig'menos	
4-760	kill	verb		interficere|occīdere|necāre	kteinō|apo'kteinō	
4-770	corpse	noun		cadāver|corpus	ne'kros|'ptōma	
4-780	bury	verb		sepelīre|humāre	tʰaptō	
4-790	grave|tomb	noun		sepulcrum	tapʰos|'sēma	
4-810	strong|mighty|powerful	adjective		validus|valēns|fortis|potēns	iskʰū'ros|karte'ros|kratai'os|krate'ros|duna'tos	
4-820	weak	adjective		dēbilis|invalidus|infirmus	astʰe'nēs|'arrōstos	
4-830	well|health	adjective|noun		sānus|sānitās	hugi'ēs|hu'gieia	
4-840	sick|sickness	adjective|noun		aeger|morbus	astʰe'nēs|'nosos|a'stʰeneia	
4-841	fever	noun		febris	pure'tos	
4-842	goiter	noun		tumidum guttur	goŋ'grōnē|broŋkʰo'kēlē	
4-843	cold	noun		gravēdō	ka'tarroos|ka'tarrūs|'hreuma	
4-850	wound|sore	noun		vulnus	trauma|'helkos|ōtei'lē	
4-852	bruise	noun		sūgillātiō	mōlōps	
4-853	swelling	noun		inflātiō|tumor	oidēma|'eparma|'eksarma	
4-854	itch	noun		prūrīgō|scabiēs	kni'smos|knē'smos|'knēsis	
4-855	blister	noun		pustula	pʰluktaina	
4-856	boil	noun		furunculus	dotʰi'ēn	
4-857	pus	noun		pūs	puon|'puos	
4-858	scar	noun		cicātrix	ū'lē|ōtei'lē	
4-860	cure|heal	verb		sānāre|cūrāre|medērī	ī'aomai|tʰera'peuō|īa'treuō	
4-870	physician	noun		medicus	īa'tros	
4-880	medicine|drug	noun		medicāmen|remedium	pʰarmakon	
4-890	poison	noun		venēnum|vīrus	pʰarmakon|ī'os	
4-910	tired|weary	adjective		fatīgātus|fessus|lassus	ka'mōn|apoka'mōn|kekmē'kōs	
4-912	rest	verb		quiescere	pauomai|ana'pauomai|skʰo'lazō	
4-920	lazy	adjective		piger|ignāvus	ar'gos|'aponos|nō'tʰros|oknē'ros	
4-930	bald	adjective		calvus	pʰala'kros	
4-940	lame	adjective		claudus	kʰō'los	
4-950	deaf	adjective		surdus	kō'pʰos	
4-960	mute	adjective		mūtus	kō'pʰos|'apʰōnos	
4-970	blind	adjective		caecus	tu'pʰlos	
4-980	intoxicated	adjective		ēbrius	me'tʰuōn	
4-990	naked|bare	adjective		nūdus	gu'mnos	
5-110	eat	verb		esse|edere	e'stʰiō|'edō	
5-120	food	noun		cibus|ēsca|penus	tro'pʰē|'brōma|edō'dē	
5-121	cooked	adjective		coctum	o'ptos|opta'leos|e'pʰtʰos	
5-122	raw	adjective		crūdus	ō'mos|'apeptos	
5-123	ripe	adjective		mātūrus	pepōn|hō'raios|ha'dros	
5-124	green|unripe	adjective		immātūrus	aōros|ō'mos	
5-125	rotten	adjective		puter|putridus	sa'pros|sesē'pōs|aposesē'pōs	
5-130	drink	verb		bibere	pīnō	
5-140	hunger	noun		famēs	peina|lī'mos	
5-141	famine	noun		famēs	lī'mos|sīto'deia	
5-150	thirst	noun		sitis	dipsa|'dipsos	
5-160	suck	verb		sūgere|fēlāre	tʰē'lazō|'muzō	
5-180	chew	verb		mandere|mandūcāre	ma'saomai	
5-181	swallow	verb		sorbere	kate'stʰiō|bro'kʰtʰizō	
5-190	choke	verb		suffōcāre	pnīgō|apo'pnīgō|kata'pnīgō	
5-210	cook	verb		coquere	pessō|'peptō	
5-220	boil	verb		coquere|bullīre	hepsō	
5-230	roast|fry	verb		torrēre|frīgere|assāre	o'ptaō|'pʰrūgō|'pʰōgō	
5-240	bake	verb		coquere|torrēre	o'ptaō|'pessō	
5-250	oven	verb		furnus|fornāx	i'pnos|'klībanos	
5-260	pot|cooking vessel	noun		aulla	kʰutrā	
5-270	kettle	noun		lebēs|caldāria	lebēs|kʰal'kion	
5-280	pan	noun		patina|patella|sartāgō	tēganon|'tagēnon	
5-310	dish	noun		catīnus|lanx	lekos|le'kanē	
5-320	plate	noun		lanx|scutella	pinaks	
5-330	bowl	noun		crāter|catīnus	krā'tēr|pʰi'alē	
5-340	pitcher|jug	noun		urceus	kʰūs|ampʰo'reus	
5-350	cup|drinking vessel	noun		pōculum|calix	po'tērion|'kuliks|'kupellon	
5-360	saucer	noun		scutula		
5-370	spoon	noun		cochleāre|ligula	mu'stillē|mustron|li'strion|kokʰli'arion	
5-380	knife	noun		culter	makʰairā	
5-390	fork	noun		furca	kre'agrā	
5-391	tongs	noun		forceps	la'bides	
5-410	meal	noun		epulum|daps|cibus	dais|'deipnon|'trapeza	
5-420	breakfast	noun		ientāculum	a'krātisma|'āriston	
5-430	lunch	noun		prandium	āriston	
5-440	dinner	noun		cēna	deipnon	
5-450	supper	noun		cēna	deipnon	
5-460	peel	verb		dēcorticāre	lepō|peri'lepō	
5-470	sieve|strain	noun		cōlāre	diē'tʰeō|dia'sētʰō|koski'neuō	
5-480	scrape	verb		rādere|scabere|scalpere	hrī'naō|apo'kseō|apo'ksūō	
5-490	stir|mix	verb		miscēre	meignūmi|ke'rannūmi	
5-510	bread	noun		pānis	artos	
5-530	dough	noun		massa	pʰurāma	
5-540	knead	verb		subigere|depsere	massō	
5-550	meal|flour	noun		farīna	aleuron	
5-560	crush|grind	verb		molere	a'leō	
5-570	mill	noun		molīna|molae	mulē|'mulos	
5-580	mortar	noun		harēnātum	holmos|tʰu'eiā	
5-590	pestle	noun		pistillum	doiduks|'huperos	
5-610	meat	noun		carō	kreas	
5-630	sausage	noun		farcīmen|lūcānica|botulus	al'las	
5-640	soup|broth	noun		zuppa|minestra|brodo	zō'mos	
5-650	vegetables	noun		olus	lakʰana	
5-660	bean	noun		faba|phasēlus	kuamos|'pʰasēlos	
5-700	potato	noun				
5-710	fruit	noun		pōmum|mālum	mēlon|o'pōrā	
5-712	bunch	noun		fasciculus		
5-750	fig	noun		fīcus	sūkon	
5-760	grape	noun		ūva	botrus|stapʰu'lē|rāks	
5-770	nut	noun		nux	karuon	
5-780	olive	noun		olīva|olea	e'laiā	
5-790	oil	noun		oleum|olīvum	elaion	
5-791	grease|fat	noun		adeps	stear|pīme'lē|'lipos|'pīar	
5-810	salt	noun		sāl	halas	
5-820	pepper	noun		piper	peperi	
5-821	chili pepper	noun				
5-840	honey	noun		mel	meli	
5-850	sugar	noun		saccharum		
5-860	milk	noun		lac	gala	
5-870	milk	noun		mulgēre	a'melgō	
5-880	cheese	noun		cāseus	tū'ros	
5-890	butter	noun		būtyrum	būtūron	
5-900	beverage|drink	noun		pōtus	pōma|'poma	
5-910	mead	noun		hydromeli	me'liteion	
5-920	wine	noun		vīnum	oinos	
5-930	beer	noun		zythum|cervesia	brūtos|'zūtʰos	
5-940	fermented drink	noun		fermentum		
5-970	egg	noun		ōvum	ō'on	
5-971	egg yolk	noun		vitellus	lekitʰos|'krokos	
6-110	put on clothes	noun		vestīre|induere	hennumai|en'duō|en'duomai	
6-120	clothing|clothes	noun		vestis|vestītus|vestīmentum	e'stʰēs|'enduma|'heimata|hī'matia	
6-130	tailor	noun		vestītor|sartor	īmatiour'gos	
6-210	cloth	noun		textum|textīle|pannus	hupʰasma|'hrakos	
6-220	wool	noun		lāna	erion	
6-230	linen|flax	noun		līnum|linteum	linon	
6-240	cotton	noun		xylinum	bambaks	
6-250	silk	noun		sēricum	sēri'kon	
6-270	felt	noun		coācta	pīlos	
6-280	fur	noun		pellis	derma|do'rā	
6-290	leather	noun		corium	skūtos	
6-310	spin	verb		nēre	neō|'nētʰō|'klōtʰō	
6-320	spindle	noun		fūsus	atraktos	
6-330	weave	verb		texere	hu'pʰainō	
6-340	loom	noun		tēla	hi'stos	
6-350	sew	verb		suere	hraptō	*syuh₁- 
6-360	needle	noun		acus	hra'pʰis|be'lonē	
6-370	awl	noun		sūbula	opeas	
6-380	thread	noun		fīlum	nēma|klō'stēr	
6-390	dye	noun		tingere|inficere	baptō	
6-410	cloak	noun		toga|pallium|paenula	hī'mation|'kʰlaina|'pʰāros	
6-411	poncho	noun		pallium		
6-420	woman's dress	noun		vestītus muliebris	peplos	
6-430	coat	noun		tunica	kʰi'tōn	
6-440	shirt	noun		tunica		
6-450	collar	noun		collāre		
6-460	skirt	noun		stōla		
6-461	grass-skirt	noun				
6-480	trousers	noun		brācae	anaksu'rides|'tʰūlakoi	
6-490	stocking|sock	noun		tībiāle		
6-510	shoe	noun		calceus|soccus	hu'podēma|'pedīlon|krē'pis	
6-520	boot	noun		cothurnus|pērō|caliga	kotʰornos|ar'bulē|em'batēs	
6-540	shoemaker|cobbler	noun		sūtor|calceolārius	hupodēmatopoi'os|skūto'tomos|neuror'rapʰos	
6-550	hat|cap	noun		pilleus|petasus	petasos|'pīlos|ku'neē|ku'nē	
6-570	belt|girdle	noun		cinctus|cingulum|balteus	zōnē|zō'stēr	
6-580	glove	noun		manicae	kʰei'ris	
6-590	veil	noun		vēlum	kalumma	
6-610	pocket	noun		loculus		
6-620	button	noun				
6-630	pin	noun		acus|fībula	pe'ronē|'porpē|ene'tē	
6-710	ornament|adornment	noun		mundus|ōrnātus|ōrnāmentum	kosmos	
6-720	jewel	noun		gemma	litʰos	
6-730	ring	noun		ānulus	da'ktulios	
6-740	bracelet	noun		brachiāle|armillae	pselion|'heliks	
6-750	necklace	noun		monīle|torquēs	hormos|stre'ptos|peri'deraion	
6-760	bead	noun		sphaerula		
6-770	earring	noun		inaurēs	e'nōtion|el'lobion|'plastra	
6-780	headband|headdress	noun		fascia|diadēma	tai'niā|'mitrā|ste'pʰanē	
6-790	tattoo	noun		stigma		
6-810	handkerchief|rag	noun		mantēle|panniculus	hrakos|kro'kus	
6-820	towel	noun		mantēle	kʰei'romaktron|'maktron	
6-910	comb	noun		pecten	kteis	
6-920	brush	noun		pēniculus	korēma|'psēktrā	
6-921	braid	verb		cincinnus	plekō	
6-930	razor	noun		novācula	ksu'ron	
6-940	ointment	noun		unguentum|unguen	aleimma|aloi'pʰē	
6-950	soap	noun		sāpō	smēgma|'smēma|'sāpōn	
6-960	mirror	noun		speculum	katoptron|'enoptron|'esoptron	
7-110	dwell|live	verb		habitāre|incolere|vīvere	oi'keō|katoi'keō	
7-120	house	noun		domus	oi'kiā|'oikos|'domos	
7-130	hut	noun		casa|tugurium	ka'lubē|kalī'ā|kli'siā	
7-131	garden-house	noun				
7-140	tent	noun		tabernāculum|tentōrium	skē'nē	
7-150	yard|court	noun		cohors|aula	au'lē	
7-160	men's house	noun		andrōn		
7-170	cookhouse	noun		popīna	magei'reion|o'ptanion	
7-180	meeting house	noun		conventiculum		
7-210	room	noun		conclāve|cubiculum	oikos|'dōma|dō'mation	
7-220	door|gate	noun		forēs|ōstium|iānua|porta	tʰurā|'pulē	
7-221	doorpost|jamb	noun		antae	para'stades|statʰ'mos	
7-230	lock	noun		claustrum|pessulus|sera	kleitʰron|mo'kʰlos|o'kʰeus	
7-231	latch|door-bolt	noun		obex	balanos	
7-240	key	noun		clāvis	kleis	
7-250	window	noun		fenestra	tʰu'ris	
7-260	floor	noun		pavīmentum|solum	edapʰos|'dapedon|'ūdas	
7-270	wall	noun		mūrus|moenia|pariēs	toikʰos|'teikʰos|tei'kʰeion	
7-310	fireplace	noun		focus|camīnus	he'stiā|e'skʰarā	
7-320	stove	noun		furnus|fornāx|camīnus	i'pnos|tʰer'mastrā	
7-330	chimney	noun		camīnus	kapno'dokē|'kapnē	
7-370	ladder	noun		scalae	klīmaks	
7-420	bed	noun		lectus	klīnē|'koitē|'lekʰos|eu'nē	
7-421	pillow	noun		cervīcal|culcita	hupoke'pʰalaion	
7-422	blanket	noun		strāgulum|lōdix	hrēgos|'strōma|'kʰlaina	
7-430	chair	noun		sella|cathedra	ka'tʰedrā|'hedrā	
7-440	table	noun		mēnsa	trapeza	
7-450	lamp|torch	noun		lucerna|lampas	lukʰnos|lam'pas	
7-460	candle	noun		candēla	kē'rion	
7-470	shelf	noun		pluteus|abacus		
7-480	trough	noun		canāliculus|alveus	pistrā|po'tistrā	
7-510	roof	noun		tēctum	tegos|'stegē|'oropʰos|oro'pʰē	
7-520	thatch	noun		culmus|stipula	oropʰos	
7-530	ridgepole	noun			do'kos	
7-540	rafter	noun		canthērius	do'kos|strō'tēr	
7-550	beam	noun		trabs	do'kos	
7-560	post|pole	noun		postis	passalos|'passaks	
7-570	board	noun		tabula|assis	pinaks|sa'nis	
7-580	arch	noun		arcus|fornix	tokson|ha'psīs	
7-610	mason	noun		faber	tektōn|litʰūr'gos	
7-620	brick	noun		later	plintʰos	
7-630	mortar	noun		calx arēnātus|mortārium	ammoko'niā	
7-640	adobe	noun			plintʰos	
8-110	farmer	noun		agricola	geōr'gos	
8-120	field	noun		ager|arvum	a'gros|'arūrā	
8-130	garden	noun		hortus	kēpos	
8-150	cultivate|till	verb		colere	geōr'geō	
8-160	fence	noun		saeptum|saepīmentum|lōrīca	pʰrag'mos|'pʰragma	
8-170	ditch	noun		fossa|fovea|scrobs	orugma|'tapʰros	
8-210	plow	verb		arāre|arātrum	a'roō|'arotron	
8-212	furrow	noun		sulcus	aulaks	
8-220	dig	verb		fodere	skaptō|o'russō	
8-230	spade	noun		pāla	amē|'makella	
8-240	shovel	noun		pāla	ptuon|'amē	
8-250	hoe	noun		ligō|sarculum	ska'panē|smi'nuē|ska'lis	
8-260	fork	noun		furca	dikrānon	
8-270	rake	noun		rāstrum|rastellus	har'pagē	
8-310	sow	verb		serere|sēmināre	speirō	
8-311	seed	noun		sēmen	sperma	
8-320	mow|reap	verb		metere	tʰe'rizō|a'maō	
8-330	sickle|scythe	noun		falx	drepanon|'harpē	
8-340	thresh	verb		terere	alo'aō|'trībō	
8-350	threshing-floor	noun		ārea	alōs	
8-410	crop|harvest	noun		frūgēs|seges|messis	kar'pos|'tʰeros|suŋkomi'dē	
8-420	grain	noun		frūmentum	sītos	
8-430	wheat	noun		trīticum	pū'ros	
8-440	barley	noun		hordeum	krī'tʰē	
8-450	rye	noun		secale|centēnum	briza	
8-460	oats	noun		avēna	bromos	
8-470	maize|corn	noun				
8-480	rice	noun		orȳza	oruza	
8-510	grass	noun		herba|grāmen	poā|'kʰortos	
8-520	hay	noun		fēnum	kʰortos	
8-530	plant	noun		herba	pʰu'ton|bo'tanē	
8-531	plant	verb		plantāre|serere	pʰu'teuō	
8-540	root	noun		rādīx	hriza	
8-550	branch	noun		rāmus	klados|'ozos	
8-560	leaf	noun		folium	pʰullon	
8-570	flower	noun		flōs	antʰos	
8-600	tree	noun		arbor	dendron	
8-610	oak	noun		quercus|rōbur	drūs|pʰē'gos	
8-620	beech	noun		fāgus	o'ksuā	
8-630	birch	noun		betula		
8-640	pine	noun		pīnus	peukē	
8-650	fir	noun		abies	e'latē	
8-660	acorn	noun		glans	balanos	
8-670	vine	noun		vītis	ampelos	
8-680	tobacco	noun				
8-690	smoke	verb				
8-691	pipe	noun				
8-720	tree stump	noun		truncus|caudex|stipes	premnon|'stelekʰos	
8-730	tree trunk	noun		truncus|caudex|stipes	kor'mos|'premnon|'stelekʰos	
8-740	forked branch	noun		furca	klados|'diozos	
8-750	bark	noun		cortex	pʰloi'os|'lopos|lo'pos|'lepos	
8-760	sap	noun		sūcus	o'pos|kʰū'los|kʰū'mos	
8-810	palm tree	noun		palma		
8-820	coconut	noun				
8-830	citrus fruit	noun		citrea		
8-840	banana tree	noun				
8-850	banyan	noun				
8-910	sweet potato	noun				
8-912	yam	noun				
8-920	tapioca|manioc|cassava	noun				
8-930	gourd	noun		cucurbita	si'kuā	
8-931	pumpkin|squash	noun		colocynthis	kolo'kuntʰē|si'kuā	
8-940	bamboo	noun		harundō indica		
8-941	sugar cane	noun		saccharum		
8-960	fish poison	noun				
8-970	nettle	noun		urtīca	knīdē|aka'lēpʰē	
8-980	mushroom	noun		fungus	mukēs	
9-110	do|make	verb		facere|agere	prassō|poi'eō	
9-120	work	verb		opus|opera|labor	er'gazomai|'kamnō	
9-140	bend	verb		flectere|curvāre	kamptō|lu'gizō	
9-150	fold	verb		plicāre	ptussō	
9-160	tie|bind	verb		vincīre|ligāre|nectere	deō	
9-161	untie	verb		solvere	lūō|apo'lūō	
9-180	chain	noun		catēna	halusis	
9-190	rope|cord	noun		fūnis|restis	kalōs|'skʰoinos|'sparton|'speira	
9-192	knot	noun		nōdus	hamma	
9-210	strike|hit|beat	verb		ferīre|percutere	tuptō|'krūō|'koptō|'tʰeinō|'paiō	
9-211	pound with fist	verb		pugnīs contundere	pukta'lizō|pu'kteuō	
9-220	cut	verb		secāre|caedere	temnō|'koptō	
9-221	cut down	verb		caedere	kata'koptō	
9-222	chop|hew	verb		dolāre	temnō	
9-223	stab	verb		confodere	eŋkʰeiri'diōi 'plēttō	
9-230	knife	noun		culter	makʰairā|eŋkʰei'ridion	
9-240	scissors|shears	noun		forficēs	psa'lis|'makʰairai	
9-250	ax	noun		secūris|bipennis|ascia	pelekus|a'ksīnē	
9-251	adze	noun				
9-260	break	verb		frangere|rumpere	hrēgnūmi|'agnūmi	
9-261	broken	adjective		frāctum|ruptum	errō'gōs|kekla'smenos|tetʰrau'smenos	
9-270	split	verb		findere	skʰizō	
9-280	tear	verb		scindere	spa'rassō	
9-290	flay|skin	verb		dēglūbere	derō	
9-310	rub|wipe	verb		fricāre|terere	trībō	
9-320	stretch	verb		tendere	teinō	
9-330	pull	verb		trahere|dūcere	helkō|'spaō|e'ruō	
9-340	spread out	verb		sternere|spargere	stornūmi|'strōnnūmi	
9-341	hang up	verb		pendere	anar'taō|aiō'reō	
9-342	press	verb		premere	pi'ezō|'tʰlībō	
9-343	squeeze|wring	verb		premere|stringere	tʰlībō	
9-350	pour	verb		fundere	kʰeō	
9-360	wash	verb		lavāre	lūō|'nizō|'plūnō	
9-370	sweep	verb		verrere	ko'reō|'sairō	
9-380	broom	noun		scōpae	korēma	
9-422	tool	noun		instrūmentum	erga'leion|'organon	
9-430	carpenter	noun		faber	tektōn	
9-440	build	verb		aedificāre	oikodo'meō	
9-460	bore	verb		perforāre|terebrāre	te'trainō|trū'paō	
9-461	hollow out	verb		cavāre	koi'lainō	
9-480	saw	noun		serra	priōn	
9-490	hammer	noun		malleus	spʰūrā	
9-500	nail	noun		clāvus	hēlos	
9-560	glue	noun		glūten|glūtinum	kolla	
9-600	smith|blacksmith	noun		faber|ferrārius	kʰal'keus	
9-610	forge	noun		fabricāre|cūdere	kʰal'keuō	
9-620	anvil	noun		incūs	akmōn	
9-630	cast metals	verb		fundere	kʰoa'neuō	
9-640	gold	noun		aurum	kʰrū'sos	
9-650	silver	noun		argentum	arguros	
9-660	copper|bronze	noun		aes	kʰal'kos	
9-670	iron	noun		ferrum	sidēros	
9-680	lead	noun		plumbum	molubdos	
9-690	tin|tinplate	noun		plumbum album	kas'siteros	
9-710	potter	noun		figulus	kera'meus	
9-720	mold	verb		fingere	plassō	
9-730	clay	noun		argilla|crēta	pē'los|'argīlos	
9-740	glass	noun		vitrum	hualos	
9-750	weave|plait	verb		plectere	plekō	
9-760	basket	noun		corbis|calathus	kopʰinos|'kalatʰos|'kaneon|'kistē	
9-770	mat	noun		matta|storea|teges	hrīps|'hrīpos|'psiatʰos	
9-771	rug	noun		strāgulum	tapēs|'strōma	
9-780	netbag	noun		rēticulum		
9-790	fan	noun		flābellum	hrī'pis|hrī'pidion	
9-791	fan	verb		ventilāre		
9-810	carve	verb		scalpere|sculpere	glupʰō	
9-820	sculptor	noun		scalptor|sculptor	agalmatopoi'os	
9-830	statue	noun		statua|signum	agalma|andri'as	
9-840	chisel	noun		scalprum	smīlē	
9-880	paint	noun		pigmentum|color	kʰrōma	
9-890	paint	verb		pingere|dēpingere|fūcāre	kʰrōma'tizō	
