fly	indicative	future	future	uçacak mıyım?	uçacak mısın?	uçacak mı?	uçacak mıyız?	uçacak mısınız?	uçacaklar mı?
fly	inferential	perfective	perfective	uçmuş muyum?	uçmuş musun?	uçmuş mu?	uçmuş muyuz?	uçmuş musunuz?	uçmuşlar mı?
fly	inferential	aorist	aorist	uçar mıymuşım?	uçar mıymuşsın?	uçar mıymuş?	uçar mıymuşız?	uçar mıymuşsınız?	uçarlar mıymış?
fly	inferential	imperfective	imperfective	uçuyor muymuşum?	uçuyor muymuşsun?	uçuyor muymuş?	uçuyor muymuşuz?	uçuyor muymuşsunuz?	uçuyorlar mıymış?
fly	conditional	simple	simple	uçsam mı?	uçsan mı?	uçsa mı?	uçsak mı?	uçsanız mı?	uçsalar mı?
fly	conditional	perfective	perfective	uçsa mıydım?	uçsa mıydın?	uçsa mıydı?	uçsa mıydık?	uçsa mıydınız?	uçsalar mıydı?
fly	progressive	progressive	progressive	uçmakta mıyım?	uçmakta mısın?	uçmakta mı?	uçmakta mıyız?	uçmakta mısınız?	uçmaktalar mı?
fly	necessitative	necessitative	necessitative	uçmalı mıyım?	uçmalı mısın?	uçmalı mı?	uçmalı mıyız?	uçmalı mısınız?	uçmalılar mı?
fly									
fly	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
fly									
fly	infinitive	infinitive	infinitive	uçmamak	uçmamak	uçmamak	uçmamak	uçmamak	uçmamak
fly	impersonal participle	imperfective	imperfective	uçmayan	uçmayan	uçmayan	uçmayan	uçmayan	uçmayan
fly	impersonal participle	perfective	perfective	uçmamış	uçmamış	uçmamış	uçmamış	uçmamış	uçmamış
fly	impersonal participle	prospective	prospective	uçmayacak	uçmayacak	uçmayacak	uçmayacak	uçmayacak	uçmayacak
fly	personal participle	non-prospective	non-prospective	uçmadığım	uçmadığın	uçmadığı	uçmadığımız	uçmadığınız	uçmadıkları
fly	personal participle	prospective	prospective	uçmayacağım	uçmayacağın	uçmayacağı	uçmayacağımız	uçmayacağınız	uçmayacakları
fly	verbal noun	verbal noun	verbal noun	uçmama	uçmama	uçmama	uçmama	uçmama	uçmama
fly	way of doing	way of doing	way of doing	uçmayuş	uçmayuş	uçmayuş	uçmayuş	uçmayuş	uçmayuş
fly				singular	singular	singular	plural	plural	plural
fly				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fly				ben	sen	o	biz	siz	onlar
fly	indicative	present	aorist	uçmam	uçmazsın	uçmaz	uçmayız	uçmazsınız	uçmazlar
fly	indicative	present	imperfective	uçmuyorum	uçmuyorsun	uçmuyor	uçmuyoruz	uçmuyorsunuz	uçmuyorlar
fly	indicative	past	perfective	uçmadım	uçmadın	uçmadı	uçmadık	uçmadınız	uçmadılar
fly	indicative	past	imperfective	uçmuyordum	uçmuyordun	uçmuyordu	uçmuyorduk	uçmuyordunuz	uçmuyorlardı
fly	indicative	future	future	uçmayacağım	uçmayacaksın	uçmayacak	uçmayacağız	uçmayacaksınız	uçmayacaklar
fly	inferential	perfective	perfective	uçmamışım	uçmamışsın	uçmamış	uçmamışız	uçmamışsınız	uçmamışlar
fly	inferential	aorist	aorist	uçmazmışım	uçmazmışsın	uçmazmış	uçmazmışız	uçmazmışsınız	uçmazlarmış
fly	inferential	imperfective	imperfective	uçmuyormuşum	uçmuyormuşsun	uçmuyormuş	uçmuyormuşuz	uçmuyormuşsunuz	uçmuyorlarmış
fly	conditional	simple	simple	uçmasam	uçmasan	uçmasa	uçmasak	uçmasanız	uçmasalar
fly	conditional	perfective	perfective	uçmasaydım	uçmasaydın	uçmasaydı	uçmasaydık	uçmasaydınız	uçmasaydılar
fly	optative	optative	optative	uçmayayım	uçmayasın	uçmaya	uçmayalım	uçmayasınız	uçmayalar
fly	progressive	progressive	progressive	uçmamaktayım	uçmamaktasın	uçmamakta	uçmamaktayız	uçmamaktasınız	uçmamaktalar
fly	necessitative	necessitative	necessitative	uçmamalıyım	uçmamalısın	uçmamalı	uçmamalıyız	uçmamalısınız	uçmamalılar
fly	imperative	imperative	imperative		uçma	uçmasın		uçmayın	uçmasınlar
fly									
fly	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
fly									
fly				singular	singular	singular	plural	plural	plural
fly				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fly				ben	sen	o	biz	siz	onlar
fly	indicative	present	aorist	uçmaz mıyım?	uçmaz mısın?	uçmaz mı?	uçmaz mıyız?	uçmaz mısınız?	uçmazlar mı?
fly	indicative	present	imperfective	uçmuyor muyum?	uçmuyor musun?	uçmuyor mu?	uçmuyor muyuz?	uçmuyor musunuz?	uçmuyorlar mı?
fly	indicative	past	perfective	uçmadım mı?	uçmadın mı?	uçmadı mı?	uçmadık mı?	uçmadınız mı?	uçmadılar mı?
fly	indicative	past	imperfective	uçmuyor muydum?	uçmuyor muydun?	uçmuyor muydu?	uçmuyor muyduk?	uçmuyor muydunuz?	uçmuyorlar mıydı?
fly	indicative	future	future	uçmayacak mıyım?	uçmayacak mısın?	uçmayacak mı?	uçmayacak mıyız?	uçmayacak mısınız?	uçmayacaklar mı?
fly	inferential	perfective	perfective	uçmamış mıyım?	uçmamış mısın?	uçmamış mı?	uçmamış mıyız?	uçmamış mısınız?	uçmamışlar mı?
fly	inferential	aorist	aorist	uçmaz mıymışım?	uçmaz mıymışsın?	uçmaz mıymış?	uçmaz mıymışız?	uçmaz mıymışsınız?	uçmazlar mıymış?
fly	inferential	imperfective	imperfective	uçmuyor muymuşum?	uçmuyor muymuşsun?	uçmuyor muymuş?	uçmuyor muymuşuz?	uçmuyor muymuşsunuz?	uçmuyorlar mıymış?
fly	conditional	simple	simple	uçmasam mı?	uçmasan mı?	uçmasa mı?	uçmasak mı?	uçmasanız mı?	uçmasalar mı?
fly	conditional	perfective	perfective	uçmasa mıydım?	uçmasa mıydın?	uçmasa mıydı?	uçmasa mıydık?	uçmasa mıydınız?	uçmasalar mıydı?
fly	progressive	progressive	progressive	uçmamakta mıyım?	uçmamakta mısın?	uçmamakta mı?	uçmamakta mıyız?	uçmamakta mısınız?	uçmamaktalar mı?
fly	necessitative	necessitative	necessitative	uçmamalı mıyım?	uçmamalı mısın?	uçmamalı mı?	uçmamalı mıyız?	uçmamalı mısınız?	uçmamalılar mı?
hear	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
hear									
hear	infinitive	infinitive	infinitive	işitmek	işitmek	işitmek	işitmek	işitmek	işitmek
hear	impersonal participle	imperfective	imperfective	işiten	işiten	işiten	işiten	işiten	işiten
hear	impersonal participle	perfective	perfective	işitmiş	işitmiş	işitmiş	işitmiş	işitmiş	işitmiş
hear	impersonal participle	prospective	prospective	işitecek	işitecek	işitecek	işitecek	işitecek	işitecek
hear	personal participle	non-prospective	non-prospective	işittiğim	işittiğin	işittiği	işittiğimiz	işittiğiniz	işittikleri
hear	personal participle	prospective	prospective	işiteceğim	işiteceğin	işiteceği	işiteceğimiz	işiteceğiniz	işitecekleri
hear	verbal noun	verbal noun	verbal noun	işitme	işitme	işitme	işitme	işitme	işitme
hear	way of doing	way of doing	way of doing	işitiş	işitiş	işitiş	işitiş	işitiş	işitiş
hear				singular	singular	singular	plural	plural	plural
hear				1st person	2nd person	3rd person	1st person	2nd person	3rd person
hear				ben	sen	o	biz	siz	onlar
hear	indicative	present	aorist	işitirim	işitirsin	işitir	işitiriz	işitirsiniz	işitirler
hear	indicative	present	imperfective	işitiyorum	işitiyorsun	işitiyor	işitiyoruz	işitiyorsunuz	işitiyorlar
hear	indicative	past	perfective	işittim	işittin	işitti	işittik	işittiniz	işittiler
hear	indicative	past	imperfective	işitiyordum	işitiyordun	işitiyordu	işitiyorduk	işitiyordunuz	işitiyorlardı (or işitiyordular)
hear	indicative	future	future	işiteceğim	işiteceksin	işitecek	işiteceğiz	işiteceksiniz	işitecekler
hear	inferential	perfective	perfective	işitmişim	işitmişsin	işitmiş	işitmişiz	işitmişsiniz	işitmişler
hear	inferential	aorist	aorist	işitirmişim	işitirmişsin	işitirmiş	işitirmişiz	işitirmişsiniz	işitirlermiş (or işitirmişlar)
hear	inferential	imperfective	imperfective	işitiyormuşum	işitiyormuşsun	işitiyormuş	işitiyormuşuz	işitiyormuşsunuz	işitiyorlarmış
hear	conditional	simple	simple	işitsem	işitsen	işitse	işitsek	işitseniz	işitseler
hear	conditional	perfective	perfective	işitseydim	işitseydin	işitseydi	işitseydik	işitseydiniz	işitseydiler
hear	optative	optative	optative	işiteyim	işitesin	işite	işitelim	işitesiniz	işiteler
hear	progressive	progressive	progressive	işitmekteyim	işitmektesin	işitmekte	işitmekteyiz	işitmektesiniz	işitmekteler
hear	necessitative	necessitative	necessitative	işitmeliyim	işitmelisin	işitmeli	işitmeliyiz	işitmelisiniz	işitmeliler
hear	imperative	imperative	imperative		işit	işitsin		işitin	işitsinler
hear									
hear	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
hear									
hear				singular	singular	singular	plural	plural	plural
hear				1st person	2nd person	3rd person	1st person	2nd person	3rd person
hear				ben	sen	o	biz	siz	onlar
hear	indicative	present	aorist	işitir miyim?	işitir misin?	işitir mi?	işitir miyiz?	işitir misiniz?	işitirler mi?
hear	indicative	present	imperfective	işitiyor muyum?	işitiyor musun?	işitiyor mu?	işitiyor muyuz?	işitiyor musunuz?	işitiyorlar mı?
hear	indicative	past	perfective	işittim mi?	işittin mi?	işitti mi?	işittik mi?	işittiniz mi?	işittiler mi?
hear	indicative	past	imperfective	işitiyor muydum?	işitiyor muydun?	işitiyor muydu?	işitiyor muyduk?	işitiyor muydunuz?	işitiyorlar mıydı?
hear	indicative	future	future	işitecek miyim?	işitecek misin?	işitecek mi?	işitecek miyiz?	işitecek misiniz?	işitecekler mi?
hear	inferential	perfective	perfective	işitmiş miyim?	işitmiş misin?	işitmiş mi?	işitmiş miyiz?	işitmiş misiniz?	işitmişler mi?
hear	inferential	aorist	aorist	işitir miymişim?	işitir miymişsin?	işitir miymiş?	işitir miymişiz?	işitir miymişsiniz?	işitirler miymiş?
hear	inferential	imperfective	imperfective	işitiyor muymuşum?	işitiyor muymuşsun?	işitiyor muymuş?	işitiyor muymuşuz?	işitiyor muymuşsunuz?	işitiyorlar mıymış?
hear	conditional	simple	simple	işitsem mi?	işitsen mi?	işitse mi?	işitsek mi?	işitseniz mi?	işitseler mi?
hear	conditional	perfective	perfective	işitse miydim?	işitse miydin?	işitse miydi?	işitse miydik?	işitse miydiniz?	işitseler miydi?
hear	progressive	progressive	progressive	işitmekte miyim?	işitmekte misin?	işitmekte mi?	işitmekte miyiz?	işitmekte misiniz?	işitmekteler mi?
hear	necessitative	necessitative	necessitative	işitmeli miyim?	işitmeli misin?	işitmeli mi?	işitmeli miyiz?	işitmeli misiniz?	işitmeliler mi?
hear									
hear	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
hear									
hear	infinitive	infinitive	infinitive	işitmemek	işitmemek	işitmemek	işitmemek	işitmemek	işitmemek
hear	impersonal participle	imperfective	imperfective	işitmeyen	işitmeyen	işitmeyen	işitmeyen	işitmeyen	işitmeyen
hear	impersonal participle	perfective	perfective	işitmemiş	işitmemiş	işitmemiş	işitmemiş	işitmemiş	işitmemiş
hear	impersonal participle	prospective	prospective	işitmeyecek	işitmeyecek	işitmeyecek	işitmeyecek	işitmeyecek	işitmeyecek
hear	personal participle	non-prospective	non-prospective	işitmediğim	işitmediğin	işitmediği	işitmediğimiz	işitmediğiniz	işitmedikleri
hear	personal participle	prospective	prospective	işitmeyeceğim	işitmeyeceğin	işitmeyeceği	işitmeyeceğimiz	işitmeyeceğiniz	işitmeyecekleri
hear	verbal noun	verbal noun	verbal noun	işitmeme	işitmeme	işitmeme	işitmeme	işitmeme	işitmeme
hear	way of doing	way of doing	way of doing	işitmeyiş	işitmeyiş	işitmeyiş	işitmeyiş	işitmeyiş	işitmeyiş
hear				singular	singular	singular	plural	plural	plural
hear				1st person	2nd person	3rd person	1st person	2nd person	3rd person
hear				ben	sen	o	biz	siz	onlar
hear	indicative	present	aorist	işitmem	işitmezsin	işitmez	işitmeyiz	işitmezsiniz	işitmezler
hear	indicative	present	imperfective	işitmiyorum	işitmiyorsun	işitmiyor	işitmiyoruz	işitmiyorsunuz	işitmiyorlar
hear	indicative	past	perfective	işitmedim	işitmedin	işitmedi	işitmedik	işitmediniz	işitmediler
hear	indicative	past	imperfective	işitmiyordum	işitmiyordun	işitmiyordu	işitmiyorduk	işitmiyordunuz	işitmiyorlardı
hear	indicative	future	future	işitmeyeceğim	işitmeyeceksin	işitmeyecek	işitmeyeceğiz	işitmeyeceksiniz	işitmeyecekler
hear	inferential	perfective	perfective	işitmemişim	işitmemişsin	işitmemiş	işitmemişiz	işitmemişsiniz	işitmemişler
hear	inferential	aorist	aorist	işitmezmişim	işitmezmişsin	işitmezmiş	işitmezmişiz	işitmezmişsiniz	işitmezlermiş
hear	inferential	imperfective	imperfective	işitmiyormuşum	işitmiyormuşsun	işitmiyormuş	işitmiyormuşuz	işitmiyormuşsunuz	işitmiyorlarmış
hear	conditional	simple	simple	işitmesem	işitmesen	işitmese	işitmesek	işitmeseniz	işitmeseler
hear	conditional	perfective	perfective	işitmeseydim	işitmeseydin	işitmeseydi	işitmeseydik	işitmeseydiniz	işitmeseydiler
hear	optative	optative	optative	işitmeyeyim	işitmeyesin	işitmeye	işitmeyelim	işitmeyesiniz	işitmeyeler
hear	progressive	progressive	progressive	işitmemekteyim	işitmemektesin	işitmemekte	işitmemekteyiz	işitmemektesiniz	işitmemekteler
hear	necessitative	necessitative	necessitative	işitmemeliyim	işitmemelisin	işitmemeli	işitmemeliyiz	işitmemelisiniz	işitmemeliler
hear	imperative	imperative	imperative		işitme	işitmesin		işitmeyin	işitmesinler
hear									
hear	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
hear									
hear				singular	singular	singular	plural	plural	plural
hear				1st person	2nd person	3rd person	1st person	2nd person	3rd person
hear				ben	sen	o	biz	siz	onlar
hear	indicative	present	aorist	işitmez miyim?	işitmez misin?	işitmez mi?	işitmez miyiz?	işitmez misiniz?	işitmezler mi?
hear	indicative	present	imperfective	işitmiyor muyum?	işitmiyor musun?	işitmiyor mu?	işitmiyor muyuz?	işitmiyor musunuz?	işitmiyorlar mı?
hear	indicative	past	perfective	işitmedim mi?	işitmedin mi?	işitmedi mi?	işitmedik mi?	işitmediniz mi?	işitmediler mi?
hear	indicative	past	imperfective	işitmiyor muydum?	işitmiyor muydun?	işitmiyor muydu?	işitmiyor muyduk?	işitmiyor muydunuz?	işitmiyorlar mıydı?
hear	indicative	future	future	işitmeyecek miyim?	işitmeyecek misin?	işitmeyecek mi?	işitmeyecek miyiz?	işitmeyecek misiniz?	işitmeyecekler mi?
hear	inferential	perfective	perfective	işitmemiş miyim?	işitmemiş misin?	işitmemiş mi?	işitmemiş miyiz?	işitmemiş misiniz?	işitmemişler mi?
hear	inferential	aorist	aorist	işitmez miymişim?	işitmez miymişsin?	işitmez miymiş?	işitmez miymişiz?	işitmez miymişsiniz?	işitmezler miymiş?
hear	inferential	imperfective	imperfective	işitmiyor muymuşum?	işitmiyor muymuşsun?	işitmiyor muymuş?	işitmiyor muymuşuz?	işitmiyor muymuşsunuz?	işitmiyorlar mıymış?
hear	conditional	simple	simple	işitmesem mi?	işitmesen mi?	işitmese mi?	işitmesek mi?	işitmeseniz mi?	işitmeseler mi?
hear	conditional	perfective	perfective	işitmese miydim?	işitmese miydin?	işitmese miydi?	işitmese miydik?	işitmese miydiniz?	işitmeseler miydi?
hear	progressive	progressive	progressive	işitmemekte miyim?	işitmemekte misin?	işitmemekte mi?	işitmemekte miyiz?	işitmemekte misiniz?	işitmemekteler mi?
hear	necessitative	necessitative	necessitative	işitmemeli miyim?	işitmemeli misin?	işitmemeli mi?	işitmemeli miyiz?	işitmemeli misiniz?	işitmemeliler mi?
resemble	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
resemble									
resemble	infinitive	infinitive	infinitive	benzemek	benzemek	benzemek	benzemek	benzemek	benzemek
resemble	impersonal participle	imperfective	imperfective	benzeyen	benzeyen	benzeyen	benzeyen	benzeyen	benzeyen
resemble	impersonal participle	perfective	perfective	benzemiş	benzemiş	benzemiş	benzemiş	benzemiş	benzemiş
resemble	impersonal participle	prospective	prospective	benzeyecek	benzeyecek	benzeyecek	benzeyecek	benzeyecek	benzeyecek
resemble	personal participle	non-prospective	non-prospective	benzediğim	benzediğin	benzediği	benzediğimiz	benzediğiniz	benzedikleri
resemble	personal participle	prospective	prospective	benzeyeceğim	benzeyeceğin	benzeyeceği	benzeyeceğimiz	benzeyeceğiniz	benzeyecekleri
resemble	verbal noun	verbal noun	verbal noun	benzeme	benzeme	benzeme	benzeme	benzeme	benzeme
resemble	way of doing	way of doing	way of doing	benzeyiş	benzeyiş	benzeyiş	benzeyiş	benzeyiş	benzeyiş
resemble				singular	singular	singular	plural	plural	plural
resemble				1st person	2nd person	3rd person	1st person	2nd person	3rd person
resemble				ben	sen	o	biz	siz	onlar
resemble	indicative	present	aorist	benzerim	benzersin	benzer	benzeriz	benzersiniz	benzerler
resemble	indicative	present	imperfective	benziyorum	benziyorsun	benziyor	benziyoruz	benziyorsunuz	benziyorlar
resemble	indicative	past	perfective	benzedim	benzedin	benzedi	benzedik	benzediniz	benzediler
resemble	indicative	past	imperfective	benziyordum	benziyordun	benziyordu	benziyorduk	benziyordunuz	benziyorlardı
resemble	indicative	future	future	benzeyeceğim	benzeyeceksin	benzeyecek	benzeyeceğiz	benzeyeceksiniz	benzeyecekler
resemble	inferential	perfective	perfective	benzemişim	benzemişsin	benzemiş	benzemişiz	benzemişsiniz	benzemişler
resemble	inferential	aorist	aorist	benzermişim	benzermişsin	benzermiş	benzermişiz	benzermişsiniz	benzermişler
resemble	inferential	imperfective	imperfective	benziyormuşum	benziyormuşsun	benziyormuş	benziyormuşuz	benziyormuşsunuz	benziyormuşlar
resemble	conditional	simple	simple	benzesem	benzesen	benzese	benzesek	benzeseniz	benzeseler
resemble	conditional	perfective	perfective	benzeseydim	benzeseydin	benzeseydi	benzeseydik	benzeseydiniz	benzeseydiler
resemble	optative	optative	optative	benzeyeyim	benzeyesin	benzeye	benzeyelim	benzeyesiniz	benzeyeler
resemble	progressive	progressive	progressive	benzemekteyim	benzemektesin	benzemekte	benzemekteyiz	benzemektesiniz	benzemekteler
resemble	necessitative	necessitative	necessitative	benzemeliyim	benzemelisin	benzemeli	benzemeliyiz	benzemelisiniz	benzemeliler
resemble	imperative	imperative	imperative		benze	benzesin		benzeyin	benzesinler
resemble									
resemble	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
resemble									
resemble				singular	singular	singular	plural	plural	plural
resemble				1st person	2nd person	3rd person	1st person	2nd person	3rd person
resemble				ben	sen	o	biz	siz	onlar
resemble	indicative	present	aorist	benzer miyim?	benzer misin?	benzer mi?	benzer miyiz?	benzer misiniz?	benzerler mi?
resemble	indicative	present	imperfective	benziyor muyum?	benziyor musun?	benziyor mu?	benziyor muyuz?	benziyor musunuz?	benziyorlar mı?
resemble	indicative	past	perfective	benzedim mi?	benzedin mi?	benzedi mi?	benzedik mi?	benzediniz mi?	benzediler mi?
resemble	indicative	past	imperfective	benziyor muydum?	benziyor muydun?	benziyor muydu?	benziyor muyduk?	benziyor muydunuz?	benziyorlar mıydı?
resemble	indicative	future	future	benzeyecek miyim?	benzeyecek misin?	benzeyecek mi?	benzeyecek miyiz?	benzeyecek misiniz?	benzeyecekler mi?
resemble	inferential	perfective	perfective	benzemiş miyim?	benzemiş misin?	benzemiş mi?	benzemiş miyiz?	benzemiş misiniz?	benzemişler mi?
resemble	inferential	aorist	aorist	benzer miymişim?	benzer miymişsin?	benzer miymiş?	benzer miymişiz?	benzer miymişsiniz?	benzerler miymiş?
resemble	inferential	imperfective	imperfective	benziyor muymuşum?	benziyor muymuşsun?	benziyor muymuş?	benziyor muymuşuz?	benziyor muymuşsunuz?	benziyorlar mıymış?
resemble	conditional	simple	simple	benzesem mi?	benzesen mi?	benzese mi?	benzesek mi?	benzeseniz mi?	benzeseler mi?
resemble	conditional	perfective	perfective	benzese miydim?	benzese miydin?	benzese miydi?	benzese miydik?	benzese miydiniz?	benzeseler miydi?
resemble	progressive	progressive	progressive	benzemekte miyim?	benzemekte misin?	benzemekte mi?	benzemekte miyiz?	benzemekte misiniz?	benzemekteler mi?
resemble	necessitative	necessitative	necessitative	benzemeli miyim?	benzemeli misin?	benzemeli mi?	benzemeli miyiz?	benzemeli misiniz?	benzemeliler mi?
resemble									
resemble	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
resemble									
resemble	infinitive	infinitive	infinitive	benzememek	benzememek	benzememek	benzememek	benzememek	benzememek
resemble	impersonal participle	imperfective	imperfective	benzemeyen	benzemeyen	benzemeyen	benzemeyen	benzemeyen	benzemeyen
resemble	impersonal participle	perfective	perfective	benzememiş	benzememiş	benzememiş	benzememiş	benzememiş	benzememiş
resemble	impersonal participle	prospective	prospective	benzemeyecek	benzemeyecek	benzemeyecek	benzemeyecek	benzemeyecek	benzemeyecek
resemble	personal participle	non-prospective	non-prospective	benzemediğim	benzemediğin	benzemediği	benzemediğimiz	benzemediğiniz	benzemedikleri
resemble	personal participle	prospective	prospective	benzemeyeceğim	benzemeyeceğin	benzemeyeceği	benzemeyeceğimiz	benzemeyeceğiniz	benzemeyecekleri
resemble	verbal noun	verbal noun	verbal noun	benzememe	benzememe	benzememe	benzememe	benzememe	benzememe
resemble	way of doing	way of doing	way of doing	benzemeyiş	benzemeyiş	benzemeyiş	benzemeyiş	benzemeyiş	benzemeyiş
resemble				singular	singular	singular	plural	plural	plural
resemble				1st person	2nd person	3rd person	1st person	2nd person	3rd person
resemble				ben	sen	o	biz	siz	onlar
resemble	indicative	present	aorist	benzemem	benzemezsin	benzemez	benzemeyiz	benzemezsiniz	benzemezler
resemble	indicative	present	imperfective	benzemiyorum	benzemiyorsun	benzemiyor	benzemiyoruz	benzemiyorsunuz	benzemiyorlar
resemble	indicative	past	perfective	benzemedim	benzemedin	benzemedi	benzemedik	benzemediniz	benzemediler
resemble	indicative	past	imperfective	benzemiyordum	benzemiyordun	benzemiyordu	benzemiyorduk	benzemiyordunuz	benzemiyordular
resemble	indicative	future	future	benzemeyeceğim	benzemeyeceksin	benzemeyecek	benzemeyeceğiz	benzemeyeceksiniz	benzemeyecekler
resemble	inferential	perfective	perfective	benzememişim	benzememişsin	benzememiş	benzememişiz	benzememişsiniz	benzememişler
resemble	inferential	aorist	aorist	benzemezmişim	benzemezmişsin	benzemezmiş	benzemezmişiz	benzemezmişsiniz	benzemezmişler
resemble	inferential	imperfective	imperfective	benzemiyormuşum	benzemiyormuşsun	benzemiyormuş	benzemiyormuşuz	benzemiyormuşsunuz	benzemiyormuşlar
resemble	conditional	simple	simple	benzemesem	benzemesen	benzemese	benzemesek	benzemeseniz	benzemeseler
resemble	conditional	perfective	perfective	benzemeseydim	benzemeseydin	benzemeseydi	benzemeseydik	benzemeseydiniz	benzemeseydiler
resemble	optative	optative	optative	benzemeyeyim	benzemeyesin	benzemeye	benzemeyelim	benzemeyesiniz	benzemeyeler
resemble	progressive	progressive	progressive	benzememekteyim	benzememektesin	benzememekte	benzememekteyiz	benzememektesiniz	benzememekteler
resemble	necessitative	necessitative	necessitative	benzememeliyim	benzememelisin	benzememeli	benzememeliyiz	benzememelisiniz	benzememeliler
resemble	imperative	imperative	imperative		benzeme	benzemesin		benzemeyin	benzemesinler
resemble									
resemble	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
resemble									
resemble				singular	singular	singular	plural	plural	plural
resemble				1st person	2nd person	3rd person	1st person	2nd person	3rd person
resemble				ben	sen	o	biz	siz	onlar
resemble	indicative	present	aorist	benzemez miyim?	benzemez misin?	benzemez mi?	benzemez miyiz?	benzemez misiniz?	benzemezler mi?
resemble	indicative	present	imperfective	benzemiyor muyum?	benzemiyor musun?	benzemiyor mu?	benzemiyor muyuz?	benzemiyor musunuz?	benzemiyorlar mı?
resemble	indicative	past	perfective	benzemedim mi?	benzemedin mi?	benzemedi mi?	benzemedik mi?	benzemediniz mi?	benzemediler mi?
resemble	indicative	past	imperfective	benzemiyor muydum?	benzemiyor muydun?	benzemiyor muydu?	benzemiyor muyduk?	benzemiyor muydunuz?	benzemiyorlar mıydı?
resemble	indicative	future	future	benzemeyecek miyim?	benzemeyecek misin?	benzemeyecek mi?	benzemeyecek miyiz?	benzemeyecek misiniz?	benzemeyecekler mi?
resemble	inferential	perfective	perfective	benzememiş miyim?	benzememiş misin?	benzememiş mi?	benzememiş miyiz?	benzememiş misiniz?	benzememişler mi?
resemble	inferential	aorist	aorist	benzemez miymişim?	benzemez miymişsin?	benzemez miymiş?	benzemez miymişiz?	benzemez miymişsiniz?	benzemezler miymiş?
resemble	inferential	imperfective	imperfective	benzemiyor muymuşum?	benzemiyor muymuşsun?	benzemiyor muymuş?	benzemiyor muymuşuz?	benzemiyor muymuşsunuz?	benzemiyorlar mıymış?
resemble	conditional	simple	simple	benzemesem mi?	benzemesen mi?	benzemese mi?	benzemesek mi?	benzemeseniz mi?	benzemeseler mi?
resemble	conditional	perfective	perfective	benzemese miydim?	benzemese miydin?	benzemese miydi?	benzemese miydik?	benzemese miydiniz?	benzemeseler miydi?
resemble	progressive	progressive	progressive	benzememekte miyim?	benzememekte misin?	benzememekte mi?	benzememekte miyiz?	benzememekte misiniz?	benzememekteler mi?
resemble	necessitative	necessitative	necessitative	benzememeli miyim?	benzememeli misin?	benzememeli mi?	benzememeli miyiz?	benzememeli misiniz?	benzememeliler mi?
see	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
see									
see	infinitive	infinitive	infinitive	görmek	görmek	görmek	görmek	görmek	görmek
see	impersonal participle	imperfective	imperfective	gören	gören	gören	gören	gören	gören
see	impersonal participle	perfective	perfective	görmüş	görmüş	görmüş	görmüş	görmüş	görmüş
see	impersonal participle	prospective	prospective	görecek	görecek	görecek	görecek	görecek	görecek
see	personal participle	non-prospective	non-prospective	gördüğüm	gördüğün	gördüğü	gördüğümüz	gördüğünüz	gördükleri
see	personal participle	prospective	prospective	göreceğim	göreceğin	göreceği	göreceğimiz	göreceğiniz	görecekleri
see	verbal noun	verbal noun	verbal noun	görme	görme	görme	görme	görme	görme
see	way of doing	way of doing	way of doing	görüş	görüş	görüş	görüş	görüş	görüş
see				singular	singular	singular	plural	plural	plural
see				1st person	2nd person	3rd person	1st person	2nd person	3rd person
see				ben	sen	o	biz	siz	onlar
see	indicative	present	aorist	görürüm	görürsün	görür	görürüz	görürsünüz	görürler
see	indicative	present	imperfective	görüyorum	görüyorsun	görüyor	görüyoruz	görüyorsunuz	görüyorlar
see	indicative	past	perfective	gördüm	gördün	gördü	gördük	gördünüz	gördüler
see	indicative	past	imperfective	görüyordum	görüyordun	görüyordu	görüyorduk	görüyordunuz	görüyorlardı (or görüyordular)
see	indicative	future	future	göreceğim	göreceksin	görecek	göreceğiz	göreceksiniz	görecekler
see	inferential	perfective	perfective	görmüşüm	görmüşsün	görmüş	görmüşüz	görmüşsünüz	görmüşler
