change	inferential	aorist	aorist	değiştirir miymişim?	değiştirir miymişsin?	değiştirir miymiş?	değiştirir miymişiz?	değiştirir miymişsiniz?	değiştirirler miymiş?
change	inferential	imperfective	imperfective	değiştiriyor muymuşum?	değiştiriyor muymuşsun?	değiştiriyor muymuş?	değiştiriyor muymuşuz?	değiştiriyor muymuşsunuz?	değiştiriyorlar mıymış?
change	conditional	simple	simple	değiştirsem mi?	değiştirsen mi?	değiştirse mi?	değiştirsek mi?	değiştirseniz mi?	değiştirseler mi?
change	conditional	perfective	perfective	değiştirse miydim?	değiştirse miydin?	değiştirse miydi?	değiştirse miydik?	değiştirse miydiniz?	değiştirseler miydi?
change	progressive	progressive	progressive	değiştirmekte miyim?	değiştirmekte misin?	değiştirmekte mi?	değiştirmekte miyiz?	değiştirmekte misiniz?	değiştirmekteler mi?
change	necessitative	necessitative	necessitative	değiştirmeli miyim?	değiştirmeli misin?	değiştirmeli mi?	değiştirmeli miyiz?	değiştirmeli misiniz?	değiştirmeliler mi?
change									
change	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
change									
change	infinitive	infinitive	infinitive	değiştirmemek	değiştirmemek	değiştirmemek	değiştirmemek	değiştirmemek	değiştirmemek
change	impersonal participle	imperfective	imperfective	değiştirmeyen	değiştirmeyen	değiştirmeyen	değiştirmeyen	değiştirmeyen	değiştirmeyen
change	impersonal participle	perfective	perfective	değiştirmemiş	değiştirmemiş	değiştirmemiş	değiştirmemiş	değiştirmemiş	değiştirmemiş
change	impersonal participle	prospective	prospective	değiştirmeyecek	değiştirmeyecek	değiştirmeyecek	değiştirmeyecek	değiştirmeyecek	değiştirmeyecek
change	personal participle	non-prospective	non-prospective	değiştirmediğim	değiştirmediğin	değiştirmediği	değiştirmediğimiz	değiştirmediğiniz	değiştirmedikleri
change	personal participle	prospective	prospective	değiştirmeyeceğim	değiştirmeyeceğin	değiştirmeyeceği	değiştirmeyeceğimiz	değiştirmeyeceğiniz	değiştirmeyecekleri
change	verbal noun	verbal noun	verbal noun	değiştirmeme	değiştirmeme	değiştirmeme	değiştirmeme	değiştirmeme	değiştirmeme
change	way of doing	way of doing	way of doing	değiştirmeyiş	değiştirmeyiş	değiştirmeyiş	değiştirmeyiş	değiştirmeyiş	değiştirmeyiş
change				singular	singular	singular	plural	plural	plural
change				1st person	2nd person	3rd person	1st person	2nd person	3rd person
change				ben	sen	o	biz	siz	onlar
change	indicative	present	aorist	değiştirmem	değiştirmezsin	değiştirmez	değiştirmeyiz	değiştirmezsiniz	değiştirmezler
change	indicative	present	imperfective	değiştirmiyorum	değiştirmiyorsun	değiştirmiyor	değiştirmiyoruz	değiştirmiyorsunuz	değiştirmiyorlar
change	indicative	past	perfective	değiştirmedim	değiştirmedin	değiştirmedi	değiştirmedik	değiştirmediniz	değiştirmediler
change	indicative	past	imperfective	değiştirmiyordum	değiştirmiyordun	değiştirmiyordu	değiştirmiyorduk	değiştirmiyordunuz	değiştirmiyorlardı
change	indicative	future	future	değiştirmeyeceğim	değiştirmeyeceksin	değiştirmeyecek	değiştirmeyeceğiz	değiştirmeyeceksiniz	değiştirmeyecekler
change	inferential	perfective	perfective	değiştirmemişim	değiştirmemişsin	değiştirmemiş	değiştirmemişiz	değiştirmemişsiniz	değiştirmemişler
change	inferential	aorist	aorist	değiştirmezmişim	değiştirmezmişsin	değiştirmezmiş	değiştirmezmişiz	değiştirmezmişsiniz	değiştirmezlermiş
change	inferential	imperfective	imperfective	değiştirmiyormuşum	değiştirmiyormuşsun	değiştirmiyormuş	değiştirmiyormuşuz	değiştirmiyormuşsunuz	değiştirmiyorlarmış
change	conditional	simple	simple	değiştirmesem	değiştirmesen	değiştirmese	değiştirmesek	değiştirmeseniz	değiştirmeseler
change	conditional	perfective	perfective	değiştirmeseydim	değiştirmeseydin	değiştirmeseydi	değiştirmeseydik	değiştirmeseydiniz	değiştirmeseydiler
change	optative	optative	optative	değiştirmeyeyim	değiştirmeyesin	değiştirmeye	değiştirmeyelim	değiştirmeyesiniz	değiştirmeyeler
change	progressive	progressive	progressive	değiştirmemekteyim	değiştirmemektesin	değiştirmemekte	değiştirmemekteyiz	değiştirmemektesiniz	değiştirmemekteler
change	necessitative	necessitative	necessitative	değiştirmemeliyim	değiştirmemelisin	değiştirmemeli	değiştirmemeliyiz	değiştirmemelisiniz	değiştirmemeliler
change	imperative	imperative	imperative		değiştirme	değiştirmesin		değiştirmeyin	değiştirmesinler
change									
change	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
change									
change				singular	singular	singular	plural	plural	plural
change				1st person	2nd person	3rd person	1st person	2nd person	3rd person
change				ben	sen	o	biz	siz	onlar
change	indicative	present	aorist	değiştirmez miyim?	değiştirmez misin?	değiştirmez mi?	değiştirmez miyiz?	değiştirmez misiniz?	değiştirmezler mi?
change	indicative	present	imperfective	değiştirmiyor muyum?	değiştirmiyor musun?	değiştirmiyor mu?	değiştirmiyor muyuz?	değiştirmiyor musunuz?	değiştirmiyorlar mı?
change	indicative	past	perfective	değiştirmedim mi?	değiştirmedin mi?	değiştirmedi mi?	değiştirmedik mi?	değiştirmediniz mi?	değiştirmediler mi?
change	indicative	past	imperfective	değiştirmiyor muydum?	değiştirmiyor muydun?	değiştirmiyor muydu?	değiştirmiyor muyduk?	değiştirmiyor muydunuz?	değiştirmiyorlar mıydı?
change	indicative	future	future	değiştirmeyecek miyim?	değiştirmeyecek misin?	değiştirmeyecek mi?	değiştirmeyecek miyiz?	değiştirmeyecek misiniz?	değiştirmeyecekler mi?
change	inferential	perfective	perfective	değiştirmemiş miyim?	değiştirmemiş misin?	değiştirmemiş mi?	değiştirmemiş miyiz?	değiştirmemiş misiniz?	değiştirmemişler mi?
change	inferential	aorist	aorist	değiştirmez miymişim?	değiştirmez miymişsin?	değiştirmez miymiş?	değiştirmez miymişiz?	değiştirmez miymişsiniz?	değiştirmezler miymiş?
change	inferential	imperfective	imperfective	değiştirmiyor muymuşum?	değiştirmiyor muymuşsun?	değiştirmiyor muymuş?	değiştirmiyor muymuşuz?	değiştirmiyor muymuşsunuz?	değiştirmiyorlar mıymış?
change	conditional	simple	simple	değiştirmesem mi?	değiştirmesen mi?	değiştirmese mi?	değiştirmesek mi?	değiştirmeseniz mi?	değiştirmeseler mi?
change	conditional	perfective	perfective	değiştirmese miydim?	değiştirmese miydin?	değiştirmese miydi?	değiştirmese miydik?	değiştirmese miydiniz?	değiştirmeseler miydi?
change	progressive	progressive	progressive	değiştirmemekte miyim?	değiştirmemekte misin?	değiştirmemekte mi?	değiştirmemekte miyiz?	değiştirmemekte misiniz?	değiştirmemekteler mi?
change	necessitative	necessitative	necessitative	değiştirmemeli miyim?	değiştirmemeli misin?	değiştirmemeli mi?	değiştirmemeli miyiz?	değiştirmemeli misiniz?	değiştirmemeliler mi?
climb	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
climb									
climb	infinitive	infinitive	infinitive	tırmanmak	tırmanmak	tırmanmak	tırmanmak	tırmanmak	tırmanmak
climb	impersonal participle	imperfective	imperfective	tırmanan	tırmanan	tırmanan	tırmanan	tırmanan	tırmanan
climb	impersonal participle	perfective	perfective	tırmanmış	tırmanmış	tırmanmış	tırmanmış	tırmanmış	tırmanmış
climb	impersonal participle	prospective	prospective	tırmanacak	tırmanacak	tırmanacak	tırmanacak	tırmanacak	tırmanacak
climb	personal participle	non-prospective	non-prospective	tırmandığım	tırmandığın	tırmandığı	tırmandığımız	tırmandığınız	tırmandıkları
climb	personal participle	prospective	prospective	tırmanacağım	tırmanacağın	tırmanacağı	tırmanacağımız	tırmanacağınız	tırmanacakları
climb	verbal noun	verbal noun	verbal noun	tırmanma	tırmanma	tırmanma	tırmanma	tırmanma	tırmanma
climb	way of doing	way of doing	way of doing	tırmanış	tırmanış	tırmanış	tırmanış	tırmanış	tırmanış
climb				singular	singular	singular	plural	plural	plural
climb				1st person	2nd person	3rd person	1st person	2nd person	3rd person
climb				ben	sen	o	biz	siz	onlar
climb	indicative	present	aorist	tırmanırım	tırmanırsın	tırmanır	tırmanırız	tırmanırsınız	tırmanırlar
climb	indicative	present	imperfective	tırmanıyorum	tırmanıyorsun	tırmanıyor	tırmanıyoruz	tırmanıyorsunuz	tırmanıyorlar
climb	indicative	past	perfective	tırmandım	tırmandın	tırmandı	tırmandık	tırmandınız	tırmandılar
climb	indicative	past	imperfective	tırmanıyordum	tırmanıyordun	tırmanıyordu	tırmanıyorduk	tırmanıyordunuz	tırmanıyorlardı (or tırmanıyordular)
climb	indicative	future	future	tırmanacağım	tırmanacaksın	tırmanacak	tırmanacağız	tırmanacaksınız	tırmanacaklar
climb	inferential	perfective	perfective	tırmanmışım	tırmanmışsın	tırmanmış	tırmanmışız	tırmanmışsınız	tırmanmışlar
climb	inferential	aorist	aorist	tırmanırmışım	tırmanırmışsın	tırmanırmış	tırmanırmışız	tırmanırmışsınız	tırmanırlarmış (or tırmanırmışlar)
climb	inferential	imperfective	imperfective	tırmanıyormuşum	tırmanıyormuşsun	tırmanıyormuş	tırmanıyormuşuz	tırmanıyormuşsunuz	tırmanıyorlarmış
climb	conditional	simple	simple	tırmansam	tırmansan	tırmansa	tırmansak	tırmansanız	tırmansalar
climb	conditional	perfective	perfective	tırmansaydım	tırmansaydın	tırmansaydı	tırmansaydık	tırmansaydınız	tırmansaydılar
climb	optative	optative	optative	tırmanayım	tırmanasın	tırmana	tırmanalım	tırmanasınız	tırmanalar
climb	progressive	progressive	progressive	tırmanmaktayım	tırmanmaktasın	tırmanmakta	tırmanmaktayız	tırmanmaktasınız	tırmanmaktalar
climb	necessitative	necessitative	necessitative	tırmanmalıyım	tırmanmalısın	tırmanmalı	tırmanmalıyız	tırmanmalısınız	tırmanmalılar
climb	imperative	imperative	imperative		tırman	tırmansın		tırmanın	tırmansınlar
climb									
climb	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
climb									
climb				singular	singular	singular	plural	plural	plural
climb				1st person	2nd person	3rd person	1st person	2nd person	3rd person
climb				ben	sen	o	biz	siz	onlar
climb	indicative	present	aorist	tırmanır mıyım?	tırmanır mısın?	tırmanır mı?	tırmanır mıyız?	tırmanır mısınız?	tırmanırlar mı?
climb	indicative	present	imperfective	tırmanıyor muyum?	tırmanıyor musun?	tırmanıyor mu?	tırmanıyor muyuz?	tırmanıyor musunuz?	tırmanıyorlar mı?
climb	indicative	past	perfective	tırmandım mı?	tırmandın mı?	tırmandı mı?	tırmandık mı?	tırmandınız mı?	tırmandılar mı?
climb	indicative	past	imperfective	tırmanıyor muydum?	tırmanıyor muydun?	tırmanıyor muydu?	tırmanıyor muyduk?	tırmanıyor muydunuz?	tırmanıyorlar mıydı?
climb	indicative	future	future	tırmanacak mıyım?	tırmanacak mısın?	tırmanacak mı?	tırmanacak mıyız?	tırmanacak mısınız?	tırmanacaklar mı?
climb	inferential	perfective	perfective	tırmanmış mıyım?	tırmanmış mısın?	tırmanmış mı?	tırmanmış mıyız?	tırmanmış mısınız?	tırmanmışlar mı?
climb	inferential	aorist	aorist	tırmanır mıymışım?	tırmanır mıymışsın?	tırmanır mıymış?	tırmanır mıymışız?	tırmanır mıymışsınız?	tırmanırlar mıymış?
climb	inferential	imperfective	imperfective	tırmanıyor muymuşum?	tırmanıyor muymuşsun?	tırmanıyor muymuş?	tırmanıyor muymuşuz?	tırmanıyor muymuşsunuz?	tırmanıyorlar mıymış?
climb	conditional	simple	simple	tırmansam mı?	tırmansan mı?	tırmansa mı?	tırmansak mı?	tırmansanız mı?	tırmansalar mı?
climb	conditional	perfective	perfective	tırmansa mıydım?	tırmansa mıydın?	tırmansa mıydı?	tırmansa mıydık?	tırmansa mıydınız?	tırmansalar mıydı?
climb	progressive	progressive	progressive	tırmanmakta mıyım?	tırmanmakta mısın?	tırmanmakta mı?	tırmanmakta mıyız?	tırmanmakta mısınız?	tırmanmaktalar mı?
climb	necessitative	necessitative	necessitative	tırmanmalı mıyım?	tırmanmalı mısın?	tırmanmalı mı?	tırmanmalı mıyız?	tırmanmalı mısınız?	tırmanmalılar mı?
climb									
climb	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
climb									
climb	infinitive	infinitive	infinitive	tırmanmamak	tırmanmamak	tırmanmamak	tırmanmamak	tırmanmamak	tırmanmamak
climb	impersonal participle	imperfective	imperfective	tırmanmayan	tırmanmayan	tırmanmayan	tırmanmayan	tırmanmayan	tırmanmayan
climb	impersonal participle	perfective	perfective	tırmanmamış	tırmanmamış	tırmanmamış	tırmanmamış	tırmanmamış	tırmanmamış
climb	impersonal participle	prospective	prospective	tırmanmayacak	tırmanmayacak	tırmanmayacak	tırmanmayacak	tırmanmayacak	tırmanmayacak
climb	personal participle	non-prospective	non-prospective	tırmanmadığım	tırmanmadığın	tırmanmadığı	tırmanmadığımız	tırmanmadığınız	tırmanmadıkları
climb	personal participle	prospective	prospective	tırmanmayacağım	tırmanmayacağın	tırmanmayacağı	tırmanmayacağımız	tırmanmayacağınız	tırmanmayacakları
climb	verbal noun	verbal noun	verbal noun	tırmanmama	tırmanmama	tırmanmama	tırmanmama	tırmanmama	tırmanmama
climb	way of doing	way of doing	way of doing	tırmanmayış	tırmanmayış	tırmanmayış	tırmanmayış	tırmanmayış	tırmanmayış
climb				singular	singular	singular	plural	plural	plural
climb				1st person	2nd person	3rd person	1st person	2nd person	3rd person
climb				ben	sen	o	biz	siz	onlar
climb	indicative	present	aorist	tırmanmam	tırmanmazsın	tırmanmaz	tırmanmayız	tırmanmazsınız	tırmanmazlar
climb	indicative	present	imperfective	tırmanmıyorum	tırmanmıyorsun	tırmanmıyor	tırmanmıyoruz	tırmanmıyorsunuz	tırmanmıyorlar
climb	indicative	past	perfective	tırmanmadım	tırmanmadın	tırmanmadı	tırmanmadık	tırmanmadınız	tırmanmadılar
climb	indicative	past	imperfective	tırmanmıyordum	tırmanmıyordun	tırmanmıyordu	tırmanmıyorduk	tırmanmıyordunuz	tırmanmıyorlardı
climb	indicative	future	future	tırmanmayacağım	tırmanmayacaksın	tırmanmayacak	tırmanmayacağız	tırmanmayacaksınız	tırmanmayacaklar
climb	inferential	perfective	perfective	tırmanmamışım	tırmanmamışsın	tırmanmamış	tırmanmamışız	tırmanmamışsınız	tırmanmamışlar
climb	inferential	aorist	aorist	tırmanmazmışım	tırmanmazmışsın	tırmanmazmış	tırmanmazmışız	tırmanmazmışsınız	tırmanmazlarmış
climb	inferential	imperfective	imperfective	tırmanmıyormuşum	tırmanmıyormuşsun	tırmanmıyormuş	tırmanmıyormuşuz	tırmanmıyormuşsunuz	tırmanmıyorlarmış
climb	conditional	simple	simple	tırmanmasam	tırmanmasan	tırmanmasa	tırmanmasak	tırmanmasanız	tırmanmasalar
climb	conditional	perfective	perfective	tırmanmasaydım	tırmanmasaydın	tırmanmasaydı	tırmanmasaydık	tırmanmasaydınız	tırmanmasaydılar
climb	optative	optative	optative	tırmanmayayım	tırmanmayasın	tırmanmaya	tırmanmayalım	tırmanmayasınız	tırmanmayalar
climb	progressive	progressive	progressive	tırmanmamaktayım	tırmanmamaktasın	tırmanmamakta	tırmanmamaktayız	tırmanmamaktasınız	tırmanmamaktalar
climb	necessitative	necessitative	necessitative	tırmanmamalıyım	tırmanmamalısın	tırmanmamalı	tırmanmamalıyız	tırmanmamalısınız	tırmanmamalılar
climb	imperative	imperative	imperative		tırmanma	tırmanmasın		tırmanmayın	tırmanmasınlar
climb									
climb	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
climb									
climb				singular	singular	singular	plural	plural	plural
climb				1st person	2nd person	3rd person	1st person	2nd person	3rd person
climb				ben	sen	o	biz	siz	onlar
climb	indicative	present	aorist	tırmanmaz mıyım?	tırmanmaz mısın?	tırmanmaz mı?	tırmanmaz mıyız?	tırmanmaz mısınız?	tırmanmazlar mı?
climb	indicative	present	imperfective	tırmanmıyor muyum?	tırmanmıyor musun?	tırmanmıyor mu?	tırmanmıyor muyuz?	tırmanmıyor musunuz?	tırmanmıyorlar mı?
climb	indicative	past	perfective	tırmanmadım mı?	tırmanmadın mı?	tırmanmadı mı?	tırmanmadık mı?	tırmanmadınız mı?	tırmanmadılar mı?
climb	indicative	past	imperfective	tırmanmıyor muydum?	tırmanmıyor muydun?	tırmanmıyor muydu?	tırmanmıyor muyduk?	tırmanmıyor muydunuz?	tırmanmıyorlar mıydı?
climb	indicative	future	future	tırmanmayacak mıyım?	tırmanmayacak mısın?	tırmanmayacak mı?	tırmanmayacak mıyız?	tırmanmayacak mısınız?	tırmanmayacaklar mı?
climb	inferential	perfective	perfective	tırmanmamış mıyım?	tırmanmamış mısın?	tırmanmamış mı?	tırmanmamış mıyız?	tırmanmamış mısınız?	tırmanmamışlar mı?
climb	inferential	aorist	aorist	tırmanmaz mıymışım?	tırmanmaz mıymışsın?	tırmanmaz mıymış?	tırmanmaz mıymışız?	tırmanmaz mıymışsınız?	tırmanmazlar mıymış?
climb	inferential	imperfective	imperfective	tırmanmıyor muymuşum?	tırmanmıyor muymuşsun?	tırmanmıyor muymuş?	tırmanmıyor muymuşuz?	tırmanmıyor muymuşsunuz?	tırmanmıyorlar mıymış?
climb	conditional	simple	simple	tırmanmasam mı?	tırmanmasan mı?	tırmanmasa mı?	tırmanmasak mı?	tırmanmasanız mı?	tırmanmasalar mı?
climb	conditional	perfective	perfective	tırmanmasa mıydım?	tırmanmasa mıydın?	tırmanmasa mıydı?	tırmanmasa mıydık?	tırmanmasa mıydınız?	tırmanmasalar mıydı?
climb	progressive	progressive	progressive	tırmanmamakta mıyım?	tırmanmamakta mısın?	tırmanmamakta mı?	tırmanmamakta mıyız?	tırmanmamakta mısınız?	tırmanmamaktalar mı?
climb	necessitative	necessitative	necessitative	tırmanmamalı mıyım?	tırmanmamalı mısın?	tırmanmamalı mı?	tırmanmamalı mıyız?	tırmanmamalı mısınız?	tırmanmamalılar mı?
cool	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
cool									
cool	infinitive	infinitive	infinitive	soğutmak	soğutmak	soğutmak	soğutmak	soğutmak	soğutmak
cool	impersonal participle	imperfective	imperfective	soğutan	soğutan	soğutan	soğutan	soğutan	soğutan
cool	impersonal participle	perfective	perfective	soğutmuş	soğutmuş	soğutmuş	soğutmuş	soğutmuş	soğutmuş
cool	impersonal participle	prospective	prospective	soğutacak	soğutacak	soğutacak	soğutacak	soğutacak	soğutacak
cool	personal participle	non-prospective	non-prospective	soğuttuğum	soğuttuğun	soğuttuğu	soğuttuğumuz	soğuttuğunuz	soğuttukları
cool	personal participle	prospective	prospective	soğutacağım	soğutacağın	soğutacağı	soğutacağımız	soğutacağınız	soğutacakları
cool	verbal noun	verbal noun	verbal noun	soğutma	soğutma	soğutma	soğutma	soğutma	soğutma
cool	way of doing	way of doing	way of doing	soğutuş	soğutuş	soğutuş	soğutuş	soğutuş	soğutuş
cool				singular	singular	singular	plural	plural	plural
cool				1st person	2nd person	3rd person	1st person	2nd person	3rd person
cool				ben	sen	o	biz	siz	onlar
cool	indicative	present	aorist	soğuturum	soğutursun	soğutur	soğuturuz	soğutursunuz	soğuturlar
cool	indicative	present	imperfective	soğutuyorum	soğutuyorsun	soğutuyor	soğutuyoruz	soğutuyorsunuz	soğutuyorlar
cool	indicative	past	perfective	soğuttum	soğuttun	soğuttu	soğuttuk	soğuttunuz	soğuttular
cool	indicative	past	imperfective	soğutuyordum	soğutuyordun	soğutuyordu	soğutuyorduk	soğutuyordunuz	soğutuyorlardı (or soğutuyordular)
cool	indicative	future	future	soğutacağım	soğutacaksın	soğutacak	soğutacağız	soğutacaksınız	soğutacaklar
cool	inferential	perfective	perfective	soğutmuşum	soğutmuşsun	soğutmuş	soğutmuşuz	soğutmuşsunuz	soğutmuşlar
cool	inferential	aorist	aorist	soğuturmuşum	soğuturmuşsun	soğuturmuş	soğuturmuşuz	soğuturmuşsunuz	soğuturlarmış (or soğuturmuşlar)
cool	inferential	imperfective	imperfective	soğutuyormuşum	soğutuyormuşsun	soğutuyormuş	soğutuyormuşuz	soğutuyormuşsunuz	soğutuyorlarmış
cool	conditional	simple	simple	soğutsam	soğutsan	soğutsa	soğutsak	soğutsanız	soğutsalar
cool	conditional	perfective	perfective	soğutsaydım	soğutsaydın	soğutsaydı	soğutsaydık	soğutsaydınız	soğutsaydılar
cool	optative	optative	optative	soğutayım	soğutasın	soğuta	soğutalım	soğutasınız	soğutalar
cool	progressive	progressive	progressive	soğutmaktayım	soğutmaktasın	soğutmakta	soğutmaktayız	soğutmaktasınız	soğutmaktalar
cool	necessitative	necessitative	necessitative	soğutmalıyım	soğutmalısın	soğutmalı	soğutmalıyız	soğutmalısınız	soğutmalılar
cool	imperative	imperative	imperative		soğut	soğutsun		soğutun	soğutsunlar
cool									
cool	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
cool									
cool				singular	singular	singular	plural	plural	plural
cool				1st person	2nd person	3rd person	1st person	2nd person	3rd person
cool				ben	sen	o	biz	siz	onlar
cool	indicative	present	aorist	soğutur muyum?	soğutur musun?	soğutur mu?	soğutur muyuz?	soğutur musunuz?	soğuturlar mı?
cool	indicative	present	imperfective	soğutuyor muyum?	soğutuyor musun?	soğutuyor mu?	soğutuyor muyuz?	soğutuyor musunuz?	soğutuyorlar mı?
cool	indicative	past	perfective	soğuttum mu?	soğuttun mu?	soğuttu mu?	soğuttuk mu?	soğuttunuz mu?	soğuttular mı?
cool	indicative	past	imperfective	soğutuyor muydum?	soğutuyor muydun?	soğutuyor muydu?	soğutuyor muyduk?	soğutuyor muydunuz?	soğutuyorlar mıydı?
cool	indicative	future	future	soğutacak mıyım?	soğutacak mısın?	soğutacak mı?	soğutacak mıyız?	soğutacak mısınız?	soğutacaklar mı?
cool	inferential	perfective	perfective	soğutmuş muyum?	soğutmuş musun?	soğutmuş mu?	soğutmuş muyuz?	soğutmuş musunuz?	soğutmuşlar mı?
cool	inferential	aorist	aorist	soğutur muymuşum?	soğutur muymuşsun?	soğutur muymuş?	soğutur muymuşuz?	soğutur muymuşsunuz?	soğuturlar mıymış?
cool	inferential	imperfective	imperfective	soğutuyor muymuşum?	soğutuyor muymuşsun?	soğutuyor muymuş?	soğutuyor muymuşuz?	soğutuyor muymuşsunuz?	soğutuyorlar mıymış?
cool	conditional	simple	simple	soğutsam mı?	soğutsan mı?	soğutsa mı?	soğutsak mı?	soğutsanız mı?	soğutsalar mı?
cool	conditional	perfective	perfective	soğutsa mıydım?	soğutsa mıydın?	soğutsa mıydı?	soğutsa mıydık?	soğutsa mıydınız?	soğutsalar mıydı?
cool	progressive	progressive	progressive	soğutmakta mıyım?	soğutmakta mısın?	soğutmakta mı?	soğutmakta mıyız?	soğutmakta mısınız?	soğutmaktalar mı?
cool	necessitative	necessitative	necessitative	soğutmalı mıyım?	soğutmalı mısın?	soğutmalı mı?	soğutmalı mıyız?	soğutmalı mısınız?	soğutmalılar mı?
cool									
cool	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
cool									
