appear	imperative			—		apparais	a.pa.ʁɛ	—		apparaissons	a.pa.ʁɛ.sɔ̃ | a.pa.ʁe.sɔ̃	apparaissez	a.pa.ʁɛ.se | a.pa.ʁe.se	—	
be-inherently	indicative	present	simple	suis	sɥi	es	ɛ	est	ɛ	sommes	sɔm	êtes	ɛt	sont	sɔ̃
be-inherently	indicative	past	imperfective	étais	e.tɛ	étais	e.tɛ	était	e.tɛ	étions	e.tjɔ̃	étiez	e.tje	étaient	e.tɛ
be-inherently	indicative	past	perfective	fus	fy	fus	fy	fut	fy	fûmes	fym	fûtes	fyt	furent	fyʁ
be-inherently	indicative	future	simple	serai	sə.ʁe	seras	sə.ʁa	sera	sə.ʁa	serons	sə.ʁɔ̃	serez	sə.ʁe	seront	sə.ʁɔ̃
be-inherently	conditional			serais	sə.ʁɛ	serais	sə.ʁɛ	serait	sə.ʁɛ	serions	sə.ʁjɔ̃	seriez	sə.ʁje	seraient	sə.ʁɛ
be-inherently	subjunctive	present	simple	sois	swa	sois	swa	soit	swa	soyons	swa.jɔ̃	soyez	swa.je	soient	swa
be-inherently	subjunctive	past	imperfective	fusse	fys	fusses	fys	fût	fy	fussions	fy.sjɔ̃	fussiez	fy.sje	fussent	fys
be-inherently	imperative			—		sois	swa	—		soyons	swa.jɔ̃	soyez	swa.je	—	
change	indicative	present	simple	change	ʃɑ̃ʒ	changes	ʃɑ̃ʒ	change	ʃɑ̃ʒ	changeons	ʃɑ̃.ʒɔ̃	changez	ʃɑ̃.ʒe	changent	ʃɑ̃ʒ
change	indicative	past	imperfective	changeais	ʃɑ̃.ʒɛ	changeais	ʃɑ̃.ʒɛ	changeait	ʃɑ̃.ʒɛ	changions	ʃɑ̃.ʒjɔ̃	changiez	ʃɑ̃.ʒje	changeaient	ʃɑ̃.ʒɛ
change	indicative	past	perfective	changeai	ʃɑ̃.ʒe	changeas	ʃɑ̃.ʒa	changea	ʃɑ̃.ʒa	changeâmes	ʃɑ̃.ʒam	changeâtes	ʃɑ̃.ʒat	changèrent	ʃɑ̃.ʒɛʁ
change	indicative	future	simple	changerai	ʃɑ̃ʒ.ʁe	changeras	ʃɑ̃ʒ.ʁa	changera	ʃɑ̃ʒ.ʁa	changerons	ʃɑ̃ʒ.ʁɔ̃	changerez	ʃɑ̃ʒ.ʁe	changeront	ʃɑ̃ʒ.ʁɔ̃
change	conditional			changerais	ʃɑ̃ʒ.ʁɛ	changerais	ʃɑ̃ʒ.ʁɛ	changerait	ʃɑ̃ʒ.ʁɛ	changerions	ʃɑ̃.ʒə.ʁjɔ̃	changeriez	ʃɑ̃.ʒə.ʁje	changeraient	ʃɑ̃ʒ.ʁɛ
change	subjunctive	present	simple	change	ʃɑ̃ʒ	changes	ʃɑ̃ʒ	change	ʃɑ̃ʒ	changions	ʃɑ̃.ʒjɔ̃	changiez	ʃɑ̃.ʒje	changent	ʃɑ̃ʒ
change	subjunctive	past	imperfective	changeasse	ʃɑ̃.ʒas	changeasses	ʃɑ̃.ʒas	changeât	ʃɑ̃.ʒa	changeassions	ʃɑ̃.ʒa.sjɔ̃	changeassiez	ʃɑ̃.ʒa.sje	changeassent	ʃɑ̃.ʒas
change	imperative			—		change	ʃɑ̃ʒ	—		changeons	ʃɑ̃.ʒɔ̃	changez	ʃɑ̃.ʒe	—	
climb	indicative	present	simple	escalade	ɛs.ka.lad	escalades	ɛs.ka.lad	escalade	ɛs.ka.lad	escaladons	ɛs.ka.la.dɔ̃	escaladez	ɛs.ka.la.de	escaladent	ɛs.ka.lad
climb	indicative	past	imperfective	escaladais	ɛs.ka.la.dɛ	escaladais	ɛs.ka.la.dɛ	escaladait	ɛs.ka.la.dɛ	escaladions	ɛs.ka.la.djɔ̃	escaladiez	ɛs.ka.la.dje	escaladaient	ɛs.ka.la.dɛ
climb	indicative	past	perfective	escaladai	ɛs.ka.la.de	escaladas	ɛs.ka.la.da	escalada	ɛs.ka.la.da	escaladâmes	ɛs.ka.la.dam	escaladâtes	ɛs.ka.la.dat	escaladèrent	ɛs.ka.la.dɛʁ
climb	indicative	future	simple	escaladerai	ɛs.ka.la.dʁe	escaladeras	ɛs.ka.la.dʁa	escaladera	ɛs.ka.la.dʁa	escaladerons	ɛs.ka.la.dʁɔ̃	escaladerez	ɛs.ka.la.dʁe	escaladeront	ɛs.ka.la.dʁɔ̃
climb	conditional			escaladerais	ɛs.ka.la.dʁɛ	escaladerais	ɛs.ka.la.dʁɛ	escaladerait	ɛs.ka.la.dʁɛ	escaladerions	ɛs.ka.la.də.ʁjɔ̃	escaladeriez	ɛs.ka.la.də.ʁje	escaladeraient	ɛs.ka.la.dʁɛ
climb	subjunctive	present	simple	escalade	ɛs.ka.lad	escalades	ɛs.ka.lad	escalade	ɛs.ka.lad	escaladions	ɛs.ka.la.djɔ̃	escaladiez	ɛs.ka.la.dje	escaladent	ɛs.ka.lad
climb	subjunctive	past	imperfective	escaladasse	ɛs.ka.la.das	escaladasses	ɛs.ka.la.das	escaladât	ɛs.ka.la.da	escaladassions	ɛs.ka.la.da.sjɔ̃	escaladassiez	ɛs.ka.la.da.sje	escaladassent	ɛs.ka.la.das
climb	imperative			—		escalade	ɛs.ka.lad	—		escaladons	ɛs.ka.la.dɔ̃	escaladez	ɛs.ka.la.de	—	
cool	indicative	present	simple	refroidis	ʁə.fʁwa.di	refroidis	ʁə.fʁwa.di	refroidit	ʁə.fʁwa.di	refroidissons	ʁə.fʁwa.di.sɔ̃	refroidissez	ʁə.fʁwa.di.se	refroidissent	ʁə.fʁwa.dis
cool	indicative	past	imperfective	refroidissais	ʁə.fʁwa.di.sɛ	refroidissais	ʁə.fʁwa.di.sɛ	refroidissait	ʁə.fʁwa.di.sɛ	refroidissions	ʁə.fʁwa.di.sjɔ̃	refroidissiez	ʁə.fʁwa.di.sje	refroidissaient	ʁə.fʁwa.di.sɛ
cool	indicative	past	perfective	refroidis	ʁə.fʁwa.di	refroidis	ʁə.fʁwa.di	refroidit	ʁə.fʁwa.di	refroidîmes	ʁə.fʁwa.dim	refroidîtes	ʁə.fʁwa.dit	refroidirent	ʁə.fʁwa.diʁ
cool	indicative	future	simple	refroidirai	ʁə.fʁwa.di.ʁe	refroidiras	ʁə.fʁwa.di.ʁa	refroidira	ʁə.fʁwa.di.ʁa	refroidirons	ʁə.fʁwa.di.ʁɔ̃	refroidirez	ʁə.fʁwa.di.ʁe	refroidiront	ʁə.fʁwa.di.ʁɔ̃
cool	conditional			refroidirais	ʁə.fʁwa.di.ʁɛ	refroidirais	ʁə.fʁwa.di.ʁɛ	refroidirait	ʁə.fʁwa.di.ʁɛ	refroidirions	ʁə.fʁwa.di.ʁjɔ̃	refroidiriez	ʁə.fʁwa.di.ʁje	refroidiraient	ʁə.fʁwa.di.ʁɛ
cool	subjunctive	present	simple	refroidisse	ʁə.fʁwa.dis	refroidisses	ʁə.fʁwa.dis	refroidisse	ʁə.fʁwa.dis	refroidissions	ʁə.fʁwa.di.sjɔ̃	refroidissiez	ʁə.fʁwa.di.sje	refroidissent	ʁə.fʁwa.dis
cool	subjunctive	past	imperfective	refroidisse	ʁə.fʁwa.dis	refroidisses	ʁə.fʁwa.dis	refroidît	ʁə.fʁwa.di	refroidissions	ʁə.fʁwa.di.sjɔ̃	refroidissiez	ʁə.fʁwa.di.sje	refroidissent	ʁə.fʁwa.dis
cool	imperative			—		refroidis	ʁə.fʁwa.di	—		refroidissons	ʁə.fʁwa.di.sɔ̃	refroidissez	ʁə.fʁwa.di.se	—	
direct	indicative	present	simple	conduis	kɔ̃.dɥi	conduis	kɔ̃.dɥi	conduit	kɔ̃.dɥi	conduisons	kɔ̃.dɥi.zɔ̃	conduisez	kɔ̃.dɥi.ze	conduisent	kɔ̃.dɥiz
direct	indicative	past	imperfective	conduisais	kɔ̃.dɥi.zɛ	conduisais	kɔ̃.dɥi.zɛ	conduisait	kɔ̃.dɥi.zɛ	conduisions	kɔ̃.dɥi.zjɔ̃	conduisiez	kɔ̃.dɥi.zje	conduisaient	kɔ̃.dɥi.zɛ
direct	indicative	past	perfective	conduisis	kɔ̃.dɥi.zi	conduisis	kɔ̃.dɥi.zi	conduisit	kɔ̃.dɥi.zi	conduisîmes	kɔ̃.dɥi.zim	conduisîtes	kɔ̃.dɥi.zit	conduisirent	kɔ̃.dɥi.ziʁ
direct	indicative	future	simple	conduirai	kɔ̃.dɥi.ʁe	conduiras	kɔ̃.dɥi.ʁa	conduira	kɔ̃.dɥi.ʁa	conduirons	kɔ̃.dɥi.ʁɔ̃	conduirez	kɔ̃.dɥi.ʁe	conduiront	kɔ̃.dɥi.ʁɔ̃
direct	conditional			conduirais	kɔ̃.dɥi.ʁɛ	conduirais	kɔ̃.dɥi.ʁɛ	conduirait	kɔ̃.dɥi.ʁɛ	conduirions	kɔ̃.dɥi.ʁjɔ̃	conduiriez	kɔ̃.dɥi.ʁje	conduiraient	kɔ̃.dɥi.ʁɛ
direct	subjunctive	present	simple	conduise	kɔ̃.dɥiz	conduises	kɔ̃.dɥiz	conduise	kɔ̃.dɥiz	conduisions	kɔ̃.dɥi.zjɔ̃	conduisiez	kɔ̃.dɥi.zje	conduisent	kɔ̃.dɥiz
direct	subjunctive	past	imperfective	conduisisse	kɔ̃.dɥi.zis	conduisisses	kɔ̃.dɥi.zis	conduisît	kɔ̃.dɥi.zi	conduisissions	kɔ̃.dɥi.zi.sjɔ̃	conduisissiez	kɔ̃.dɥi.zi.sje	conduisissent	kɔ̃.dɥi.zis
direct	imperative			—		conduis	kɔ̃.dɥi	—		conduisons	kɔ̃.dɥi.zɔ̃	conduisez	kɔ̃.dɥi.ze	—	
displease	indicative	present	simple	énerve	e.nɛʁv	énerves	e.nɛʁv	énerve	e.nɛʁv	énervons	e.nɛʁ.vɔ̃	énervez	e.nɛʁ.ve	énervent	e.nɛʁv
displease	indicative	past	imperfective	énervais	e.nɛʁ.vɛ	énervais	e.nɛʁ.vɛ	énervait	e.nɛʁ.vɛ	énervions	e.nɛʁ.vjɔ̃	énerviez	e.nɛʁ.vje	énervaient	e.nɛʁ.vɛ
displease	indicative	past	perfective	énervai	e.nɛʁ.ve	énervas	e.nɛʁ.va	énerva	e.nɛʁ.va	énervâmes	e.nɛʁ.vam	énervâtes	e.nɛʁ.vat	énervèrent	e.nɛʁ.vɛʁ
displease	indicative	future	simple	énerverai	e.nɛʁ.və.ʁe	énerveras	e.nɛʁ.və.ʁa	énervera	e.nɛʁ.və.ʁa	énerverons	e.nɛʁ.və.ʁɔ̃	énerverez	e.nɛʁ.və.ʁe	énerveront	e.nɛʁ.və.ʁɔ̃
displease	conditional			énerverais	e.nɛʁ.və.ʁɛ	énerverais	e.nɛʁ.və.ʁɛ	énerverait	e.nɛʁ.və.ʁɛ	énerverions	e.nɛʁ.və.ʁjɔ̃	énerveriez	e.nɛʁ.və.ʁje	énerveraient	e.nɛʁ.və.ʁɛ
displease	subjunctive	present	simple	énerve	e.nɛʁv	énerves	e.nɛʁv	énerve	e.nɛʁv	énervions	e.nɛʁ.vjɔ̃	énerviez	e.nɛʁ.vje	énervent	e.nɛʁv
displease	subjunctive	past	imperfective	énervasse	e.nɛʁ.vas	énervasses	e.nɛʁ.vas	énervât	e.nɛʁ.va	énervassions	e.nɛʁ.va.sjɔ̃	énervassiez	e.nɛʁ.va.sje	énervassent	e.nɛʁ.vas
displease	imperative			—		énerve	e.nɛʁv	—		énervons	e.nɛʁ.vɔ̃	énervez	e.nɛʁ.ve	—	
eat	indicative	present	simple	mange	mɑ̃ʒ	manges	mɑ̃ʒ	mange	mɑ̃ʒ	mangeons	mɑ̃.ʒɔ̃	mangez	mɑ̃.ʒe	mangent	mɑ̃ʒ
eat	indicative	past	imperfective	mangeais	mɑ̃.ʒɛ	mangeais	mɑ̃.ʒɛ	mangeait	mɑ̃.ʒɛ	mangions	mɑ̃.ʒjɔ̃	mangiez	mɑ̃.ʒje	mangeaient	mɑ̃.ʒɛ
eat	indicative	past	perfective	mangeai	mɑ̃.ʒe	mangeas	mɑ̃.ʒa	mangea	mɑ̃.ʒa	mangeâmes	mɑ̃.ʒam	mangeâtes	mɑ̃.ʒat	mangèrent	mɑ̃.ʒɛʁ
eat	indicative	future	simple	mangerai	mɑ̃ʒ.ʁe	mangeras	mɑ̃ʒ.ʁa	mangera	mɑ̃ʒ.ʁa	mangerons	mɑ̃ʒ.ʁɔ̃	mangerez	mɑ̃ʒ.ʁe	mangeront	mɑ̃ʒ.ʁɔ̃
eat	conditional			mangerais	mɑ̃ʒ.ʁɛ	mangerais	mɑ̃ʒ.ʁɛ	mangerait	mɑ̃ʒ.ʁɛ	mangerions	mɑ̃.ʒə.ʁjɔ̃	mangeriez	mɑ̃.ʒə.ʁje	mangeraient	mɑ̃ʒ.ʁɛ
eat	subjunctive	present	simple	mange	mɑ̃ʒ	manges	mɑ̃ʒ	mange	mɑ̃ʒ	mangions	mɑ̃.ʒjɔ̃	mangiez	mɑ̃.ʒje	mangent	mɑ̃ʒ
eat	subjunctive	past	imperfective	mangeasse	mɑ̃.ʒas	mangeasses	mɑ̃.ʒas	mangeât	mɑ̃.ʒa	mangeassions	mɑ̃.ʒa.sjɔ̃	mangeassiez	mɑ̃.ʒa.sje	mangeassent	mɑ̃.ʒas
eat	imperative			—		mange	mɑ̃ʒ	—		mangeons	mɑ̃.ʒɔ̃	mangez	mɑ̃.ʒe	—	
endure	indicative	present	simple	endure	ɑ̃.dyʁ	endures	ɑ̃.dyʁ	endure	ɑ̃.dyʁ	endurons	ɑ̃.dy.ʁɔ̃	endurez	ɑ̃.dy.ʁe	endurent	ɑ̃.dyʁ
endure	indicative	past	imperfective	endurais	ɑ̃.dy.ʁɛ	endurais	ɑ̃.dy.ʁɛ	endurait	ɑ̃.dy.ʁɛ	endurions	ɑ̃.dy.ʁjɔ̃	enduriez	ɑ̃.dy.ʁje	enduraient	ɑ̃.dy.ʁɛ
endure	indicative	past	perfective	endurai	ɑ̃.dy.ʁe	enduras	ɑ̃.dy.ʁa	endura	ɑ̃.dy.ʁa	endurâmes	ɑ̃.dy.ʁam	endurâtes	ɑ̃.dy.ʁat	endurèrent	ɑ̃.dy.ʁɛʁ
endure	indicative	future	simple	endurerai	ɑ̃.dy.ʁə.ʁe	endureras	ɑ̃.dy.ʁə.ʁa	endurera	ɑ̃.dy.ʁə.ʁa	endurerons	ɑ̃.dy.ʁə.ʁɔ̃	endurerez	ɑ̃.dy.ʁə.ʁe	endureront	ɑ̃.dy.ʁə.ʁɔ̃
endure	conditional			endurerais	ɑ̃.dy.ʁə.ʁɛ	endurerais	ɑ̃.dy.ʁə.ʁɛ	endurerait	ɑ̃.dy.ʁə.ʁɛ	endurerions	ɑ̃.dy.ʁə.ʁjɔ̃	endureriez	ɑ̃.dy.ʁə.ʁje	endureraient	ɑ̃.dy.ʁə.ʁɛ
endure	subjunctive	present	simple	endure	ɑ̃.dyʁ	endures	ɑ̃.dyʁ	endure	ɑ̃.dyʁ	endurions	ɑ̃.dy.ʁjɔ̃	enduriez	ɑ̃.dy.ʁje	endurent	ɑ̃.dyʁ
endure	subjunctive	past	imperfective	endurasse	ɑ̃.dy.ʁas	endurasses	ɑ̃.dy.ʁas	endurât	ɑ̃.dy.ʁa	endurassions	ɑ̃.dy.ʁa.sjɔ̃	endurassiez	ɑ̃.dy.ʁa.sje	endurassent	ɑ̃.dy.ʁas
endure	imperative			—		endure	ɑ̃.dyʁ	—		endurons	ɑ̃.dy.ʁɔ̃	endurez	ɑ̃.dy.ʁe	—	
fall	indicative	present	simple	tombe	tɔ̃b	tombes	tɔ̃b	tombe	tɔ̃b	tombons	tɔ̃.bɔ̃	tombez	tɔ̃.be	tombent	tɔ̃b
fall	indicative	past	imperfective	tombais	tɔ̃.bɛ	tombais	tɔ̃.bɛ	tombait	tɔ̃.bɛ	tombions	tɔ̃.bjɔ̃	tombiez	tɔ̃.bje	tombaient	tɔ̃.bɛ
fall	indicative	past	perfective	tombai	tɔ̃.be	tombas	tɔ̃.ba	tomba	tɔ̃.ba	tombâmes	tɔ̃.bam	tombâtes	tɔ̃.bat	tombèrent	tɔ̃.bɛʁ
fall	indicative	future	simple	tomberai	tɔ̃.bʁe	tomberas	tɔ̃.bʁa	tombera	tɔ̃.bʁa	tomberons	tɔ̃.bʁɔ̃	tomberez	tɔ̃.bʁe	tomberont	tɔ̃.bʁɔ̃
fall	conditional			tomberais	tɔ̃.bʁɛ	tomberais	tɔ̃.bʁɛ	tomberait	tɔ̃.bʁɛ	tomberions	tɔ̃.bə.ʁjɔ̃	tomberiez	tɔ̃.bə.ʁje	tomberaient	tɔ̃.bʁɛ
fall	subjunctive	present	simple	tombe	tɔ̃b	tombes	tɔ̃b	tombe	tɔ̃b	tombions	tɔ̃.bjɔ̃	tombiez	tɔ̃.bje	tombent	tɔ̃b
fall	subjunctive	past	imperfective	tombasse	tɔ̃.bas	tombasses	tɔ̃.bas	tombât	tɔ̃.ba	tombassions	tɔ̃.ba.sjɔ̃	tombassiez	tɔ̃.ba.sje	tombassent	tɔ̃.bas
fall	imperative			—		tombe	tɔ̃b	—		tombons	tɔ̃.bɔ̃	tombez	tɔ̃.be	—	
fly	indicative	present	simple	vole	vɔl	voles	vɔl	vole	vɔl	volons	vɔ.lɔ̃	volez	vɔ.le	volent	vɔl
fly	indicative	past	imperfective	volais	vɔ.lɛ	volais	vɔ.lɛ	volait	vɔ.lɛ	volions	vɔ.ljɔ̃	voliez	vɔ.lje	volaient	vɔ.lɛ
fly	indicative	past	perfective	volai	vɔ.le	volas	vɔ.la	vola	vɔ.la	volâmes	vɔ.lam	volâtes	vɔ.lat	volèrent	vɔ.lɛʁ
fly	indicative	future	simple	volerai	vɔl.ʁe	voleras	vɔl.ʁa	volera	vɔl.ʁa	volerons	vɔl.ʁɔ̃	volerez	vɔl.ʁe	voleront	vɔl.ʁɔ̃
fly	conditional			volerais	vɔl.ʁɛ	volerais	vɔl.ʁɛ	volerait	vɔl.ʁɛ	volerions	vɔ.lə.ʁjɔ̃	voleriez	vɔ.lə.ʁje	voleraient	vɔl.ʁɛ
fly	subjunctive	present	simple	vole	vɔl	voles	vɔl	vole	vɔl	volions	vɔ.ljɔ̃	voliez	vɔ.lje	volent	vɔl
fly	subjunctive	past	imperfective	volasse	vɔ.las	volasses	vɔ.las	volât	vɔ.la	volassions	vɔ.la.sjɔ̃	volassiez	vɔ.la.sje	volassent	vɔ.las
fly	imperative			—		vole	vɔl	—		volons	vɔ.lɔ̃	volez	vɔ.le	—	
hear	indicative	present	simple	entends	ɑ̃.tɑ̃	entends	ɑ̃.tɑ̃	entend	ɑ̃.tɑ̃	entendons	ɑ̃.tɑ̃.dɔ̃	entendez	ɑ̃.tɑ̃.de	entendent	ɑ̃.tɑ̃d
hear	indicative	past	imperfective	entendais	ɑ̃.tɑ̃.dɛ	entendais	ɑ̃.tɑ̃.dɛ	entendait	ɑ̃.tɑ̃.dɛ	entendions	ɑ̃.tɑ̃.djɔ̃	entendiez	ɑ̃.tɑ̃.dje	entendaient	ɑ̃.tɑ̃.dɛ
hear	indicative	past	perfective	entendis	ɑ̃.tɑ̃.di	entendis	ɑ̃.tɑ̃.di	entendit	ɑ̃.tɑ̃.di	entendîmes	ɑ̃.tɑ̃.dim	entendîtes	ɑ̃.tɑ̃.dit	entendirent	ɑ̃.tɑ̃.diʁ
hear	indicative	future	simple	entendrai	ɑ̃.tɑ̃.dʁe	entendras	ɑ̃.tɑ̃.dʁa	entendra	ɑ̃.tɑ̃.dʁa	entendrons	ɑ̃.tɑ̃.dʁɔ̃	entendrez	ɑ̃.tɑ̃.dʁe	entendront	ɑ̃.tɑ̃.dʁɔ̃
hear	conditional			entendrais	ɑ̃.tɑ̃.dʁɛ	entendrais	ɑ̃.tɑ̃.dʁɛ	entendrait	ɑ̃.tɑ̃.dʁɛ	entendrions	ɑ̃.tɑ̃.dʁi.jɔ̃	entendriez	ɑ̃.tɑ̃.dʁi.je	entendraient	ɑ̃.tɑ̃.dʁɛ
hear	subjunctive	present	simple	entende	ɑ̃.tɑ̃d	entendes	ɑ̃.tɑ̃d	entende	ɑ̃.tɑ̃d	entendions	ɑ̃.tɑ̃.djɔ̃	entendiez	ɑ̃.tɑ̃.dje	entendent	ɑ̃.tɑ̃d
hear	subjunctive	past	imperfective	entendisse	ɑ̃.tɑ̃.dis	entendisses	ɑ̃.tɑ̃.dis	entendît	ɑ̃.tɑ̃.di	entendissions	ɑ̃.tɑ̃.di.sjɔ̃	entendissiez	ɑ̃.tɑ̃.di.sje	entendissent	ɑ̃.tɑ̃.dis
hear	imperative			—		entends	ɑ̃.tɑ̃	—		entendons	ɑ̃.tɑ̃.dɔ̃	entendez	ɑ̃.tɑ̃.de	—	
occupy	indicative	present	simple	occupe	ɔ.kyp	occupes	ɔ.kyp	occupe	ɔ.kyp	occupons	ɔ.ky.pɔ̃	occupez	ɔ.ky.pe	occupent	ɔ.kyp
occupy	indicative	past	imperfective	occupais	ɔ.ky.pɛ	occupais	ɔ.ky.pɛ	occupait	ɔ.ky.pɛ	occupions	ɔ.ky.pjɔ̃	occupiez	ɔ.ky.pje	occupaient	ɔ.ky.pɛ
occupy	indicative	past	perfective	occupai	ɔ.ky.pe	occupas	ɔ.ky.pa	occupa	ɔ.ky.pa	occupâmes	ɔ.ky.pam	occupâtes	ɔ.ky.pat	occupèrent	ɔ.ky.pɛʁ
occupy	indicative	future	simple	occuperai	ɔ.ky.pʁe	occuperas	ɔ.ky.pʁa	occupera	ɔ.ky.pʁa	occuperons	ɔ.ky.pʁɔ̃	occuperez	ɔ.ky.pʁe	occuperont	ɔ.ky.pʁɔ̃
occupy	conditional			occuperais	ɔ.ky.pʁɛ	occuperais	ɔ.ky.pʁɛ	occuperait	ɔ.ky.pʁɛ	occuperions	ɔ.ky.pə.ʁjɔ̃	occuperiez	ɔ.ky.pə.ʁje	occuperaient	ɔ.ky.pʁɛ
occupy	subjunctive	present	simple	occupe	ɔ.kyp	occupes	ɔ.kyp	occupe	ɔ.kyp	occupions	ɔ.ky.pjɔ̃	occupiez	ɔ.ky.pje	occupent	ɔ.kyp
occupy	subjunctive	past	imperfective	occupasse	ɔ.ky.pas	occupasses	ɔ.ky.pas	occupât	ɔ.ky.pa	occupassions	ɔ.ky.pa.sjɔ̃	occupassiez	ɔ.ky.pa.sje	occupassent	ɔ.ky.pas
occupy	imperative			—		occupe	ɔ.kyp	—		occupons	ɔ.ky.pɔ̃	occupez	ɔ.ky.pe	—	
resemble	indicative	present	simple	ressemble	ʁə.sɑ̃bl	ressembles	ʁə.sɑ̃bl	ressemble	ʁə.sɑ̃bl	ressemblons	ʁə.sɑ̃.blɔ̃	ressemblez	ʁə.sɑ̃.ble	ressemblent	ʁə.sɑ̃bl
resemble	indicative	past	imperfective	ressemblais	ʁə.sɑ̃.blɛ	ressemblais	ʁə.sɑ̃.blɛ	ressemblait	ʁə.sɑ̃.blɛ	ressemblions	ʁə.sɑ̃.bli.jɔ̃	ressembliez	ʁə.sɑ̃.bli.je	ressemblaient	ʁə.sɑ̃.blɛ
resemble	indicative	past	perfective	ressemblai	ʁə.sɑ̃.ble	ressemblas	ʁə.sɑ̃.bla	ressembla	ʁə.sɑ̃.bla	ressemblâmes	ʁə.sɑ̃.blam	ressemblâtes	ʁə.sɑ̃.blat	ressemblèrent	ʁə.sɑ̃.blɛʁ
resemble	indicative	future	simple	ressemblerai	ʁə.sɑ̃.blə.ʁe	ressembleras	ʁə.sɑ̃.blə.ʁa	ressemblera	ʁə.sɑ̃.blə.ʁa	ressemblerons	ʁə.sɑ̃.blə.ʁɔ̃	ressemblerez	ʁə.sɑ̃.blə.ʁe	ressembleront	ʁə.sɑ̃.blə.ʁɔ̃
resemble	conditional			ressemblerais	ʁə.sɑ̃.blə.ʁɛ	ressemblerais	ʁə.sɑ̃.blə.ʁɛ	ressemblerait	ʁə.sɑ̃.blə.ʁɛ	ressemblerions	ʁə.sɑ̃.blə.ʁjɔ̃	ressembleriez	ʁə.sɑ̃.blə.ʁje	ressembleraient	ʁə.sɑ̃.blə.ʁɛ
resemble	subjunctive	present	simple	ressemble	ʁə.sɑ̃bl	ressembles	ʁə.sɑ̃bl	ressemble	ʁə.sɑ̃bl	ressemblions	ʁə.sɑ̃.bli.jɔ̃	ressembliez	ʁə.sɑ̃.bli.je	ressemblent	ʁə.sɑ̃bl
resemble	subjunctive	past	imperfective	ressemblasse	ʁə.sɑ̃.blas	ressemblasses	ʁə.sɑ̃.blas	ressemblât	ʁə.sɑ̃.bla	ressemblassions	ʁə.sɑ̃.bla.sjɔ̃	ressemblassiez	ʁə.sɑ̃.bla.sje	ressemblassent	ʁə.sɑ̃.blas
resemble	imperative			—		ressemble	ʁə.sɑ̃bl	—		ressemblons	ʁə.sɑ̃.blɔ̃	ressemblez	ʁə.sɑ̃.ble	—	
