chapter_id	entry_id	meaning	Proto Polynesian_Phonemic	comment
16	270	love	*fia; *finaŋalo; *hofi; *kolo; *manako; *ʔaloʔofa; *qaloqofa; *ʔalo; *pele	PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina; PPN; PNP *ofia; pole. PEP *mina
16	290	kiss	*soŋi	PPN; PCP *'uma. PPN *quma
16	300	embrace	*nani; *amo; *afi	PPN; PPN; PPN
16	310	pain	*suki; *mamae	PPN; PPN *kakaa'hurt'; *kai. PNP *mamae; *sa(ʔ)e 'intense suffering'.; PPN; PPN *kakaa'hurt'; *kai. PNP *mamae; *sa(ʔ)e 'intense suffering'.
16	330	anxiety, worry	*mamae; *peu	PPN; PPN
16	350	pity	*qaloqofa; *ʔaloʔofa	PPN; PPN
16	370	cry, weep	*taŋi; *taŋi-sia; *taṅi; *kuha	PPN; PEP *ku(f, s)a.; PPN; PEP *ku(f, s)a.; PPN; PEP *ku(f, s)a.; PPN; PEP *ku(f, s)a.
16	380	tear (noun)	*loqi-mata; *lo	PPN; PPN
16	390	groan	*ŋuu	PPN
16	410	hate	*fesia	PPN
16	420	anger	*kilia; *lili; *lilia; *ʔita; *sauaa; *nene; *poni	PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.; PPN; PNP *kaitaua; *ŋutu. PEP *tuma. PCP *nene.
16	440	envy, jealousy	*fuaʔa; *fuaqa; *fuu-a	PPN; PPN; PPN
16	450	shame (noun)	*maa; *luma	PPN; PPN
16	520	brave	*mata-toqa; *toqa; *toʔa; *manawa-nui	PPN; PPN; PPN; PPN
16	530	fear, fright	*mataku; *ma-taku; *lika; *ilifia	PPN; PPN; PPN; PPN
16	620	desire, want	*ʔaloʔofa; *kolo; *fia; *fiafia; *piapia; *hofi; *finaŋolo; *manako; *poze; *mina; *m-ina; *poLe; *ifo; *kuha	PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.; PPN; PTO *teiV. PCP *deiV; *viaV; *fiaV.
16	622	choose	*fili	PPN
16	660	true	*maqoi; *mʔoi; *pono	PPN; PPN; PPN
16	670	lie, tell lies	*losi; *loi	PPN; PNP *lasu. PCP *loi. PCP *lasu; PPN; PNP *lasu. PCP *loi. PCP *lasu
16	680	deceit	*lasu; *losi; *teke	PPN; PPN; PPN
16	720	bad	*lialia; *keza; *sa'a; *ha'a; *kino	PPN; PPN; PPN; PPN; PPN
16	730	right, correct	*tonu; *pono; *tika	PPN; PEP *tika.; PPN; PEP *tika.; PPN; PEP *tika.
16	740	wrong	*sala	PPN; PPN *pasu 'false, untrue'.
16	770	mistake, error	*sala; *see-see	PPN; PPN
16	780	blame	*nanu	PPN
16	790	praise	*teni; *sula	PPN; PPN
17	110	mind	*ma-nava	PPN
17	130	think (= reflect)	*masalo; *masal; *nanu	PPN; PPN; PPN
17	160	understand	*roŋo	PPN
17	170	know	*kite; *ʔilo; *qilo; *tahuŋa; *tafuŋa; *thuŋa	PPN; PPN; PPN; PPN; PPN; PPN
17	230	insane, crazy	*wale	PPN
17	240	learn	*ako	PPN
17	250	teach	*ako; *ako	PPN; PPN
17	310	remember	*manatu	PPN
17	320	forget	*ŋalo	PPN
17	340	clear, plain	*fola	PPN
17	360	secret	*nimo	PPN
17	410	intention, purpose	*ke; *kolo; *foa	PPN; PNP *ina.; PPN; PNP *ina.; PPN; PNP *ina.
17	420	cause	*faka; *faa; *fa; *taa-V	PPN; PPN; PPN; PPN; PPN
17	460	easy	*ŋose; *ma-a'a	PPN; PPN
17	470	difficult	ŋataʔa; *ŋataqa; *na-ta'a; *faiŋataʔa; *sao	PPN; PPN; PPN; PPN; PPN
17	480	try, attempt	*mili	PPN
17	510	and	*ma; *maa; *pe; po; *kaS; *ka; *kae; *kai	PPN; PPN; PPN; PPN; PPN; PPN; PPN; PPN
17	520	because	*faa-; *faka-	PPN; PPN
17	530	if	*ke; *me; *pe; *kana; *kanaS	PPN; PPN; PPN; PPN; PPN
17	540	or	*loa	PPN
17	560	no, negative	*ʔikai; *tikai; *ʔaaoʔe; *qaaaoqe; *ʔaua; *teʔe; *eʔe; *tee; *tE; *le; *kore; koLe	PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV; PPN; PPN *taqe; *taqekiV'not yet'; *(h)a(q)uV; *tikai. PEP *kore. PCP *(cy)a(')uV; *ta'ekiV
17	610	how?	*pehe-fea; *pefea; *pesee; *feefee; *kuha	PPN; PPN; PPN; PPN; PPN
17	620	how many?	*fiha	PPN
17	630	how much?	*fiha	PPN
17	640	what?	*hafa; *haa; *afa; *afa	PPN; PPN; PPN; PPN
17	650	when?	*fea	PPN
17	660	where?	*fea; *fee; *fEa	PPN; PPN; PPN
17	680	who?	*hai	PPN
17	690	why?	*haa	PPN
18	110	voice	*leʔo; *leqo	PPN; PPN
18	120	sing	*laŋi; *sua	PPN; PNP *umele; *oli; *pese 'song'. 'Chant' oli oli.; PPN; PNP *umele; *oli; *pese 'song'. 'Chant' oli oli.
18	130	shout, cry out	*taŋi; *kaa; *kalaŋa; *soo; *tapa	PPN; PNP *umele, 'shout in praise'. PCP *cō.; PPN; PNP *umele, 'shout in praise'. PCP *cō.; PPN; PNP *umele, 'shout in praise'. PCP *cō.; PPN; PNP *umele, 'shout in praise'. PCP *cō.; PPN; PNP *umele, 'shout in praise'. PCP *cō.
18	150	whisper	*fafana	PPN
18	160	mumble	*lea; *walo; *koohumu	PPN; PPN; PPN
18	170	whistle	*mapu; *ma-pu; *oki oki; *fio	PPN; PNP *(f, s)io; *oki.; PPN; PNP *(f, s)io; *oki.; PPN; PNP *(f, s)io; *oki.; PPN; PNP *(f, s)io; *oki.
18	180	shriek, screech	*kaa	PPN
18	190	howl	*au; *kaa	PPN; PPN
18	210	speak, talk	*nani; *lea; *walo; *lau; *palau; *koolelo; *kooLeLo	PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a; PPN; PNP *koolele; *ŋutu 'angry/ scolding talk'; *muna 'speak confidentially'. PEP *fu(ʔ)a
18	211	stutter, stammer	*kukuu; *kukuu	PPN; PPN
18	220	say	*muna; *fua	PPN; PCP *muna.; PPN; PCP *muna.
18	221	tell story	*tala	PPN
18	230	silent (be)	*loŋo; *liṅo	PPN; PPN
18	240	language	*leʔo; *ʔalelo	PPN; PPN
18	260	word	*kupu	PPN
18	280	name	*hiŋoa; *kaapiki	PPN; PPN
18	310	ask (question, inquire)	*fesu; *huhuu	PPN; 'Question marker' *pe; *fee; *ne(e); *haa; (aa)nei.; PPN; 'Question marker' *pe; *fee; *ne(e); *haa; (aa)nei.
18	330	admit, confess	*faaki; *fAki	PPN; PPN
18	340	deny	*hele	PPN
18	350	ask, request	*fesu; *kole; *pati	PPN; PCP *k(eo)re.; PPN; PCP *k(eo)re.; PPN; PCP *k(eo)re.
18	380	forbid	*tapu; *lafu; *Laahui	PPN; PPN; PPN
18	390	rebuke, scold	*ŋutu	PPN
18	410	call (=summon)	*kasi; *tapa; *kalaŋa	PPN; PCP *kaci.; PPN; PCP *kaci.; PPN; PCP *kaci.
18	420	call (=name)	*tapa	PPN
18	430	announce	*tapa	PPN
18	450	boast	*palau	PPN
18	710	flute	*fano	PPN
18	720	drum	*pasu; *lali	PPN; PPN
18	730	horn, trumpet	*puu	PPN; Means 'conch t.'. PNP *pu(ʔ)u
19	110	country	*fanua; *kaaiŋa	PPN; PPN
19	170	boundary	*lipa; *tusi; *lva	PPN; PPN; PPN
19	240	chief, chieftain	*sau; *ʔariki; *qariki; *t-upu	PPN; PPN; PPN; PPN
19	250	staff, walking stick	*toki; *toko; *toko	PPN; 'Stick, pole' au PCPPAW; PPN; 'Stick, pole' au PCPPAW; PPN; 'Stick, pole' au PCPPAW
19	310	rule, govern	*sau	PPN
19	410	master	*latu; ʔatu	PPN; PPN
19	420	slave	*lopa	PPN
19	430	servant	*fekau	PPN
19	450	command, order	*tono; *fekau; *sau	PPN; PPN; PPN
19	510	friend, companion	*feʔao; *feqao; *soa; *soa-na; *hoa-na	PPN; PPN; PPN; PPN; PPN
19	560	guest	*kau; *soko-; *sokosoko	PPN; PPN; PPN
19	590	hinder, prevent	*pae; *araqi	PPN; PPN
19	610	custom	*masni; *aŋa; *faqa; *tau-; *kano	PPN; PPN; PPN; PPN; PPN
19	620	strife, quarrel	*fekiki; *tamaki; *tAmaki	PPN; PPN; PPN
20	110	fight (vb)	*tamaki; *faʔi	PPN; PPN
20	140	peace	*malie	PPN
20	230	sling	*maka; *sele	PPN; PPN
20	240	bow	*ŋasau; *kaufana	PPN; 'Weapon' *fana; *pana.; PPN; 'Weapon' *fana; *pana.
20	250	arrow	*ŋasau	PPN; PCP *gwasau'reed'. Cf. 'needle'. 'Dart' *teka; *tika.
20	260	spear	*tao; *fuata	PPN; PCP *jao.; PPN; PCP *jao.
20	350	fortress	*kolo; *na'a	PPN; PPN
20	420	defeat	*ŋaki	PPN
20	440	defend	*feqao; *pale	PPN; PPN
20	471	guard, sentinel	*leʔo; *leqo; *tiaki	PPN; PEP *tiaki.; PPN; PEP *tiaki.; PPN; PEP *tiaki.
20	520	fishhook	*paa; *mataku; *mAtaʔu	PPN; PPN; PPN
20	530	fishing line	*afo	PPN
20	550	fish trap	*heqe; *fiinaki	PPN; PPN
20	560	bait	*maunu; *munu	PPN; PCP *poa'scatter b., fish odor, smell bad'. PPN *poa'fish odor'; PPN; PCP *poa'scatter b., fish odor, smell bad'. PPN *poa'fish odor'
20	620	shoot	*fana	PPN
20	640	trap (noun)	*sele	PPN
21	160	judge (vb)	*fifili	PPN
21	510	steal	*fanako; *fa-nako; *kaihaqa; *kaihaʔa	PPN; PPN; PPN; PPN
22	120	God	*qatua; *ʔatua	PPN; 'Goddess' *sina. 'Supernatural' mana.; PPN; 'Goddess' *sina. 'Supernatural' mana.
22	150	sacrifice, offering	*mori; *mOri	PPN; PPN
22	160	worship	*mori; *mOri	PPN; PPN
22	170	pray	*supa; *lotu	PPN; PPN
22	180	priest	*tahuŋa; *tufuŋa; *thuŋa	PPN; PPN; PPN
22	190	holy, sacred	*tapu; *laka; *Laka	PPN; PPN; PPN
22	450	ghost, phantom	*ʔaitu; *qaitu; *aitu; *vai-lua; *maliko; *maLiko	PPN; PPN; PPN; PPN; PPN; PPN
