#swadesh 207 id	part-of-speech	English	Proto-Indo-European	Proto-Germanic	Proto-Italic	Proto-Hellenic	Proto-Indo-Iranian	Proto-Balto-Slavic	Proto-Slavic	
109	verb	die	*mer-, *dʰew-	*dawjaną	*morjōr		*mriyátay	*mertéi, *mir-	*merti	
110	verb	kill	*gʷʰen-	*daudijaną	*nekō	*kʷʰékʷʰnon, *kʷʰéňňō 	*ǰʰánti	*mareitei	*ubiti	
111	verb	fight		*fehtaną	*pugnō		*Hyáwdʰati, *Hyúdʰyati	*bárˀtei	*borti	
112	verb	hunt	*weyh₁-, *sekʷh₃-	*huntōną, *jakkōną	*weynor		*wáyHti*		*loviti	
113	verb	hit	*pleh₂k-	*slahaną	*ferjō	*túpťō		*káuˀtei	*udariti	
114	verb	cut	*kr̥t-	*maitaną, *snīþaną	*kaidō, *skindō	*támnō	*śćinátˢti	*gínˀtei, *skerstei, *tinˀtei	*krojiti, *rězati, *tęti	
115	verb	split	*skéydt, *skinédti	*splītaną, *dailijaną	*findō	*skʰíďďō 	*bʰinátˢti	*skéltei, *dail-	*děliti, *cěpiti	
116	verb	stab	*dʰeygʷ-, *bʰod-	*stikaną	*pungō			*bádīˀtei, *bestei, *kálˀtei	*bosti, *kolti	
117	verb	scratch	*gerbʰ-	*krattōną, *hrībaną	*skaβō			*késtei	*drapati, *draskati	
118	verb	dig	*dʰeygʷ-	*grabaną	*fodjō	*orúťťō 		*grebtei	*kopati, *ryti	
119	verb	swim	*(s)neh₂-	*swimmaną	*snāō			*plauˀtei	*pluti	
120	verb	fly	*peth₂-, *gʷel-	*fleuganą	*gʷelajō	*pétamai			*letěti	
121	verb	walk	*gʰredʰ-	*walkaną, *gāną, *līþaną, *ganganą	*kezdō, *eō	*gʷəňňō	*pádyati	*eitei	*xoditi	
122	verb	come	*gʷémt, *gʷm̥sḱéti, *gʷeh₂-	*kwemaną	*gʷenjō	*gʷəskō			*jьti	
123	verb	lay	*légʰyeti, *ḱéytor	*ligjaną	*jakēō	*kéimai		*legtei	*ležati*, *leťi*	
124	verb	sit	*sédt, *sísdeti	*sitjaną	*sedēō	*hízdō, *heďďomai	*síždati	*sēdḗˀtei	*sěděti*, *sěsti*	
125	verb	stand	*stéh₂t, *stestóh₂e, *stísteh₂ti	*standaną, *stāną	*staēō	*hístāmi 	*stíštaHti	*stā́ˀtei	*stojati*, *stati*	
126	verb	turn	*wértti	*þrēaną	*wertō			*wirtḗˀtei, *wártīˀtei, *suk-	*vьrtěti	
127	verb	fall	*ḱh₂d-	*fallaną	*kadō	*píptō		*pṓˀstei	*pasti	
128	verb	give	*déh₃t, *dédeh₃ti	*gebaną	*didō	*dídōmi	*dádaHti	*dṓˀtei	*dati	
129	verb	hold	*segʰ-	*haldaną	*haβēō	*hékʰō 	*dʰárati, *dʰāráyati		*dьržati	
130	verb	squeeze		*hnīpaną	*premō			*gémtei	*tiskati, *žęti	
131	verb	rub	*melh₂-	*nū(w)aną	*terō			*térˀtei, *tírˀtei	*terti	
132	verb	wash	*lewh₃-, *neygʷ-	*waskaną, *þwahaną	*lawaō	*niďďō, *pluňňō 			*myti	
133	verb	wipe		*wīpōną	*tergēō				*brъsati, *brysati	
134	verb	pull	*tragʰ-	*tugōną	*traɣō			*tengtei, *welktei	*dьrpati, *tęťi, *vaditi	
135	verb	push		*þrukkijaną, *skeubaną	*worgēō			*ráiˀtei	*butati, *pьxati, *rinǫti	
136	verb	throw	*swep-	*werpaną	*jakjō			*mestei, *wérˀgtei	*kydati, *mesti, *metati, *verťi	
137	verb	tie		*bindaną	*leigāō	*déyō 			*verzti, *vьrzati, *vęzati	
138	verb	sew	*syuh₁-	*siwjaną, *nēaną	*sūō			*sjū́ˀtei	*šiti	
139	verb	count	*dol-, *del-	*raþjaną	*nomezō			*(s)keistéi, *(s)keitā́ˀtei	*čisti	
140	verb	say	*sekʷ-, *wéwket	*kweþaną, *sagjaną	*deikō	*enhékʷō, *pʰā́mi	*Háwǰʰati, *wákti, *mráwHti	*sákīˀtei	*reťi, *věťati	
141	verb	sing	*kan-	*singwaną	*kanō	*awéidō 	*gáHyati	*gāˀi-, *paitei	*pěti	
142	verb	play		*laikaną	*loidō				*jьgrati	
143	verb	float	*plew-	*flutōną, *fleutaną	*flowitō	*pléwō		*plū́ˀtei	*plavati, *plyti	
144	verb	flow	*plew-	*flōaną	*flūō	*hréyyō 		*tektei, *bḗˀgtei	*strujiti, *teťi	
145	verb	freeze	*gel-	*freusaną	*frīgēō, *gelō				*mьrzěti, *mьrznǫti	
146	verb	swell	*tewh₂-	*swellaną	*tumēō	*áuksō		*brinktei	*bręknǫti, *puxnǫti	
147	noun	sun	*sóh₂wl̥	*sunnǭ, *sōwulō	*swōl	*hāwélios	*súHar	*sauˀl-, *sul-	*sъlnьce	
148	noun	moon	*mḗh₁n̥s, *lówksneh₂	*mēnô	*louksnā	*méns?	*mā́Has	*laukšnāˀ, *mḗˀn(e)s-, *mḗˀnō	*luna, *měsęcь	
149	noun	star	*h₂stḗr	*sternǭ	*stērolā	*astḗr	*Hstā́	*g/źwaizdāˀ, *g/źwaiźdāˀ	*gvězda	
150	noun	water	*h₂ekʷeh₂, *h₂ep-, *wódr̥	*watōr	*akʷā	*údōr 	*Hā́pš	*wandō	*vapa*, *voda*	
151	noun	rain	*h₂ekmon	*regną	*plowjā				*dъždžь	
152	noun	river	*h₂ékʷeh₂	*ahwō	*flowmən			*raikāˀ, *upas	*rěka	
153	noun	lake	*h₂ep-	*lakō	*lakus			*éźera	*ezero	
154	noun	sea	*móri	*mari, *saiwiz	*mari	*póntos		*mári	*moře	
155	noun	salt	*séh₂ls	*saltą	*sāls	*hā́ls 		*sal-, *sāl-	*solь	
156	noun	stone	*h₂éḱmō	*stainaz	*lapis			*ákmō, *kā́ˀmō	*kamy, *kamorъ	
157	noun	sand	*sámh₂dʰos	*samdaz	*sabolom				*pěsъkъ	
158	noun	dust	*pers-	*dustą, *stubjuz	*polwis			*paršas, *pirštis	*porxъ, *pylь, *pьrstь	
159	noun	earth	*dʰéǵʰōm	*erþō	*terzā	*kʰtʰṓn	*ȷ́ʰžʰáHs, *bʰúHmiš	*źemē	*zemľa	
160	noun	cloud	*nébʰos	*wulkaną, *melhmô	*nouðetis	*népʰos	*Hmaygʰás, *abʰrás	*néba	*obolkъ	
161	noun	fog	*snewdʰ-	*nebulaz, *mihstaz	*neβelā	*omíkʰlā 	*dʰuHmás	*míglāˀ	*mьgla	
162	noun	sky	*dyḗws	*himinaz	*kailom		*dyā́wš		*nebo	
163	noun	wind	*ḱewero-, *h₂wéh₁n̥ts	*windaz	*wentos	*ánemos		*wēˀ-tr-	*větrъ	
164	noun	snow	*snóygʷʰos	*snaiwaz	*sniks	*kʰiyōn? 		*snáigas	*sněgъ	
165	noun	ice	*yeǵ-	*īsą	*gelus			*ledús	*ledъ	
166	noun	smoke	*dʰuh₂mós	*raukiz	*fūmos	*kapnós?	*dʰuHmás	*dū́ˀmas	*dymъ, *pušьkъ	
167	noun	fire	*h₁eh₂ter-, *h₁n̥gʷnis, *péh₂wr̥	*fōr	*əngʷnis	*pū́r, *áitʰos 	*Hagníš*, *HaHtar-*	*ungnis	*ogňь, *vatra	
168	noun	ash	*h₃és-no-, *h₃és-i-	*askǭ	*kenis			*pel-	*pepelъ, *popelъ	
169	verb	to burn	*dʰegʷʰ-, *swel-, *h₁ews-	*brinnaną	*ouzō			*degtéi	*gorěti, *polěti, *žeťi	
170	noun	road	*pónth₁s	*wegaz	*wijā			*pántis, *pintis	*cěsta, *dorga, *pǫtь, *stьdza	
171	noun	mountain	*men-, *bʰerǵʰ-	*bergaz	*monts	*óros	*gr̥Híš, *párwatas	*garā́ˀ	*gora	
172	adjective	red	*h₁rewdʰós	*raudaz	*ruðros	*erutʰrós	*Hráwdʰitas, *Hrudʰrás, *ĉáwnas	*raudas	*čьrvenъ, *čьrmьnъ, *rudъ, *rъdrъ	
173	adjective	green	*ǵʰelh₃-, *gʰreh₁-	*grōniz	*weyziðis	*kʰlōrós 	*j́ʰáriš	*źelˀ-	*zelenъ, *grěnъ	
174	adjective	yellow	*ǵʰelh₃-	*gelwaz	*flāwos			*gilˀtas	*žьltъ, *solvъ*	
175	adjective	white	*h₂elbʰós	*hwītaz	*alβos	*leukós 	*ćwaytás	*balˀta	*bělъ, *bronъ*	
176	adjective	black	*swordós, *h₂ems-, *kr̥snós	*swartaz, *blakaz	*niɣros		*kr̥šnás, *ćyaHwás	*kiršnas	*čьrnъ, *vornъ*	
177	noun	night	*nókʷts	*nahts	*noks	*nókʷts	*kšáp, *nákts	*náktis	*noťь	
178	noun	day	*h₂eǵh-, *dei-n-	*dagaz	*djous	*ā́mər		*deinas, *dinas	*dьnь	
179	noun	year	*yeh₁-, *wétos	*jērą, *aþna-	*wetos	*wétos	*ćarHáts		*godъ, *lěto	
180	adjective	warm	*tep-, *gʷʰer-	*warmaz	*kaliðos	*kʷʰermós 			*teplъ, *toplъ	
181	adjective	cold	*gel-	*kaldaz	*frīgos		*ȷ́ʰimás		*xoldьnъ, *studenъ	
182	adjective	full	*pl̥h₁nós	*fullaz	*plēnos		*pr̥Hnás	*pílˀnas	*pьlnъ	
183	adjective	new	*néwos	*niwjaz	*nowos	*néwos, *kəňňós	*náwas	*náujas, *náwas	*novъ	
184	adjective	old	*sénos	*sinīgaz	*senos	*palaiós, *hénos?	*ȷ́r̥Hnás	*senas, *wetušas	*davьnъ*, *starъ, *vetъxъ	
185	adjective	good	*bʰed-, *h₁su-, *h₁wésus	*gōdaz	*dwenos	*ewéhus, *ehu- 	*Hwásuš, *ćriHrás, *Hsu-		*dobrъ	
186	adjective	bad	*h₂wap-, *dus-	*ubilaz	*malos		*ákas, *pāpás, *Hagʰás, *duš-		*lošь, *zъlъ	
187	adjective	rotten	*pu-	*fausaz, *rutāndz	*pūtos				*gňilъ	
188	adjective	dirty	*swerd-	*fūlaz	*swerdiðos				*mьrsьnъ	
189	adjective	straight	*h₃reǵtós	*strakaz	*rektos	*ortʰwós 	*Hr̥ȷ́úš		*prostъ	
190	adjective	round		*trindaz, *kraitijaz	*rotontnos				*krǫglъ	
191	adjective	sharp	*h₁edʰ-, *h₂ḱrós	*hwassaz	*akowtos	*akros 	*tigmás	*aśras	*bridъkъ, *ostrъ	
192	adjective	dull	*dʰwel-	*slaiwaz	*heβes				*tǫpъ	
193	adjective	smooth		*slihtaz	*lēnis	*léiwos		*glā́ˀdus	*gladъkъ	
194	adjective	wet	*wed-	*wētaz, *nataz	*wegmiðos	*ugrós		*walg-	*mokrъ, *volžьnъ, *vьlgъkъ	
195	adjective	dry	*ters-	*þursuz	*seikkos	*ksērós? 	*Hsúškas	*saušás	*suxъ	
196	adjective	correct	*weh₁-	*rehtaz	*wēros		*Hr̥ȷ́úš		*pravъ, *věrьnъ	
197	adjective	near	*h₁opi, *h₁epi, *h₂énti	*nēhwaz	*prokʷe			*tuwas	*blizъkъ	
198	adjective	far	*wi	*ferrai	*prokol	*makrós			*dalekъ	
199	adjective	right	*deḱs-	*tehswô	*deksteros	*deksiwós	*dáćšinas	*deśinas	*desnъ, *pravъ	
200	adjective	left	*leh₂ywós	*winistraz	*laiwos	*laiwós, *skaiwós	*(H)sawyás		*lěvъ, *šujь	
201	preposition	at	*h₁epi, *opi, *h₂éd, *h₃ebʰi, *h₃bʰi	*at	*ad	*epí, *opí		*prei	*po, *pri, *u	
202	preposition	in	*h₁en, *h₁(e)ntér	*in	*en	*en, *ení		*in	*vъ(n)	
203	preposition	with	*ḱóm, *pe, *me	*midi	*kom	*ksun, *meta		*śun	*sъ(n)	
204	preposition	and	*-kʷe, *de, *nu, *h₁é	*andi	*et	*kʷe, *de 	*-ča	*ō	*a, *i	
205	preposition	if		*jabai	*sei			*ar	*jako	
206	preposition	because		*hwandê	*kʷod				*bo	
207	noun	name	*h₁nómn̥	*namô	*nomən	*ónomə 	*Hnā́ma	*inˀmen	*jьmę	
										
										
