cool	indicative	feminine	singular					остуди́ла	ostudíla		
cool	indicative	neuter	singular					остуди́ло	ostudílo		
cool	indicative		plural					остуди́ли	ostudíli		
cool	imperative		singular	остуди́	ostudí						
cool	imperative		plural	остуди́те	ostudíte						
direct	indicative	1	singular	вожу́	vožú	бу́ду води́ть	búdu vodítʹ				
direct	indicative	2	singular	во́дишь	vódišʹ	бу́дешь води́ть	búdešʹ vodítʹ				
direct	indicative	3	singular	во́дит	vódit	бу́дет води́ть	búdet vodítʹ				
direct	indicative	1	plural	во́дим	vódim	бу́дем води́ть	búdem vodítʹ				
direct	indicative	2	plural	во́дите	vódite	бу́дете води́ть	búdete vodítʹ				
direct	indicative	3	plural	во́дят	vódjat	бу́дут води́ть	búdut vodítʹ				
direct	indicative	masculine	singular					води́л	vodíl		
direct	indicative	feminine	singular					води́ла	vodíla		
direct	indicative	neuter	singular					води́ло	vodílo		
direct	indicative		plural					води́ли	vodíli		
direct	imperative		singular	води́	vodí						
direct	imperative		plural	води́те	vodíte						
displease	indicative	1	singular	огорча́ю	ogorčáju	бу́ду огорча́ть	búdu ogorčátʹ				
displease	indicative	2	singular	огорча́ешь	ogorčáješʹ	бу́дешь огорча́ть	búdešʹ ogorčátʹ				
displease	indicative	3	singular	огорча́ет	ogorčájet	бу́дет огорча́ть	búdet ogorčátʹ				
displease	indicative	1	plural	огорча́ем	ogorčájem	бу́дем огорча́ть	búdem ogorčátʹ				
displease	indicative	2	plural	огорча́ете	ogorčájete	бу́дете огорча́ть	búdete ogorčátʹ				
displease	indicative	3	plural	огорча́ют	ogorčájut	бу́дут огорча́ть	búdut ogorčátʹ				
displease	indicative	masculine	singular					огорча́л	ogorčál		
displease	indicative	feminine	singular					огорча́ла	ogorčála		
displease	indicative	neuter	singular					огорча́ло	ogorčálo		
displease	indicative		plural					огорча́ли	ogorčáli		
displease	imperative		singular	огорча́й	ogorčáj						
displease	imperative		plural	огорча́йте	ogorčájte						
eat	indicative	1	singular	е́м	jém	бу́ду е́сть	búdu jéstʹ				
eat	indicative	2	singular	е́шь	jéšʹ	бу́дешь е́сть	búdešʹ jéstʹ				
eat	indicative	3	singular	е́ст	jést	бу́дет е́сть	búdet jéstʹ				
eat	indicative	1	plural	еди́м	jedím	бу́дем е́сть	búdem jéstʹ				
eat	indicative	2	plural	еди́те	jedíte	бу́дете е́сть	búdete jéstʹ				
eat	indicative	3	plural	едя́т	jedját	бу́дут е́сть	búdut jéstʹ				
eat	indicative	masculine	singular					е́л	jél		
eat	indicative	feminine	singular					е́ла	jéla		
eat	indicative	neuter	singular					е́ло	jélo		
eat	indicative		plural					е́ли	jéli		
eat	imperative		singular	е́шь	jéšʹ						
eat	imperative		plural	е́шьте	jéšʹte						
endure	indicative	1	singular	терплю́	terpljú	бу́ду терпе́ть	búdu terpétʹ				
endure	indicative	2	singular	те́рпишь	térpišʹ	бу́дешь терпе́ть	búdešʹ terpétʹ				
endure	indicative	3	singular	те́рпит	térpit	бу́дет терпе́ть	búdet terpétʹ				
endure	indicative	1	plural	те́рпим	térpim	бу́дем терпе́ть	búdem terpétʹ				
endure	indicative	2	plural	те́рпите	térpite	бу́дете терпе́ть	búdete terpétʹ				
endure	indicative	3	plural	те́рпят	térpjat	бу́дут терпе́ть	búdut terpétʹ				
endure	indicative	masculine	singular					терпе́л	terpél		
endure	indicative	feminine	singular					терпе́ла	terpéla		
endure	indicative	neuter	singular					терпе́ло	terpélo		
endure	indicative		plural					терпе́ли	terpéli		
endure	imperative		singular	терпи́	terpí						
endure	imperative		plural	терпи́те	terpíte						
fall	indicative	1	singular	па́даю	pádaju	бу́ду па́дать	búdu pádatʹ				
fall	indicative	2	singular	па́даешь	pádaješʹ	бу́дешь па́дать	búdešʹ pádatʹ				
fall	indicative	3	singular	па́дает	pádajet	бу́дет па́дать	búdet pádatʹ				
fall	indicative	1	plural	па́даем	pádajem	бу́дем па́дать	búdem pádatʹ				
fall	indicative	2	plural	па́даете	pádajete	бу́дете па́дать	búdete pádatʹ				
fall	indicative	3	plural	па́дают	pádajut	бу́дут па́дать	búdut pádatʹ				
fall	indicative	masculine	singular					па́дал	pádal		
fall	indicative	feminine	singular					па́дала	pádala		
fall	indicative	neuter	singular					па́дало	pádalo		
fall	indicative		plural					па́дали	pádali		
fall	imperative		singular	па́дай	pádaj						
fall	imperative		plural	па́дайте	pádajte						
fly	indicative	1	singular	лета́ю	letáju	бу́ду лета́ть	búdu letátʹ				
fly	indicative	2	singular	лета́ешь	letáješʹ	бу́дешь лета́ть	búdešʹ letátʹ				
fly	indicative	3	singular	лета́ет	letájet	бу́дет лета́ть	búdet letátʹ				
fly	indicative	1	plural	лета́ем	letájem	бу́дем лета́ть	búdem letátʹ				
fly	indicative	2	plural	лета́ете	letájete	бу́дете лета́ть	búdete letátʹ				
fly	indicative	3	plural	лета́ют	letájut	бу́дут лета́ть	búdut letátʹ				
fly	indicative	masculine	singular					лета́л	letál		
fly	indicative	feminine	singular					лета́ла	letála		
fly	indicative	neuter	singular					лета́ло	letálo		
fly	indicative		plural					лета́ли	letáli		
fly	imperative		singular	лета́й	letáj						
fly	imperative		plural	лета́йте	letájte						
hear	indicative	1	singular	слы́шу	slýšu	бу́ду слы́шать	búdu slýšatʹ				
hear	indicative	2	singular	слы́шишь	slýšišʹ	бу́дешь слы́шать	búdešʹ slýšatʹ				
hear	indicative	3	singular	слы́шит	slýšit	бу́дет слы́шать	búdet slýšatʹ				
hear	indicative	1	plural	слы́шим	slýšim	бу́дем слы́шать	búdem slýšatʹ				
hear	indicative	2	plural	слы́шите	slýšite	бу́дете слы́шать	búdete slýšatʹ				
hear	indicative	3	plural	слы́шат	slýšat	бу́дут слы́шать	búdut slýšatʹ				
hear	indicative	masculine	singular					слы́шал	slýšal		
hear	indicative	feminine	singular					слы́шала	slýšala		
hear	indicative	neuter	singular					слы́шало	slýšalo		
hear	indicative		plural					слы́шали	slýšali		
hear	imperative		singular	—							
hear	imperative		plural	—							
occupy	indicative	1	singular	занима́ю	zanimáju	бу́ду занима́ть	búdu zanimátʹ				
occupy	indicative	2	singular	занима́ешь	zanimáješʹ	бу́дешь занима́ть	búdešʹ zanimátʹ				
occupy	indicative	3	singular	занима́ет	zanimájet	бу́дет занима́ть	búdet zanimátʹ				
occupy	indicative	1	plural	занима́ем	zanimájem	бу́дем занима́ть	búdem zanimátʹ				
occupy	indicative	2	plural	занима́ете	zanimájete	бу́дете занима́ть	búdete zanimátʹ				
occupy	indicative	3	plural	занима́ют	zanimájut	бу́дут занима́ть	búdut zanimátʹ				
occupy	indicative	masculine	singular					занима́л	zanimál		
occupy	indicative	feminine	singular					занима́ла	zanimála		
occupy	indicative	neuter	singular					занима́ло	zanimálo		
occupy	indicative		plural					занима́ли	zanimáli		
occupy	imperative		singular	занима́й	zanimáj						
occupy	imperative		plural	занима́йте	zanimájte						
resemble	indicative	1	singular	похожу́	poxožú	бу́ду походи́ть	búdu poxodítʹ				
resemble	indicative	2	singular	похо́дишь	poxódišʹ	бу́дешь походи́ть	búdešʹ poxodítʹ				
resemble	indicative	3	singular	похо́дит	poxódit	бу́дет походи́ть	búdet poxodítʹ				
resemble	indicative	1	plural	похо́дим	poxódim	бу́дем походи́ть	búdem poxodítʹ				
resemble	indicative	2	plural	похо́дите	poxódite	бу́дете походи́ть	búdete poxodítʹ				
resemble	indicative	3	plural	похо́дят	poxódjat	бу́дут походи́ть	búdut poxodítʹ				
resemble	indicative	masculine	singular					походи́л	poxodíl		
resemble	indicative	feminine	singular					походи́ла	poxodíla		
resemble	indicative	neuter	singular					походи́ло	poxodílo		
resemble	indicative		plural					походи́ли	poxodíli		
resemble	imperative		singular	походи́	poxodí						
resemble	imperative		plural	походи́те	poxodíte						
resemble	indicative	1	singular	—		похожу́	poxožú				
resemble	indicative	2	singular	—		похо́дишь	poxódišʹ				
resemble	indicative	3	singular	—		похо́дит	poxódit				
resemble	indicative	1	plural	—		похо́дим	poxódim				
resemble	indicative	2	plural	—		похо́дите	poxódite				
resemble	indicative	3	plural	—		похо́дят	poxódjat				
resemble	indicative	masculine	singular					походи́л	poxodíl		
resemble	indicative	feminine	singular					походи́ла	poxodíla		
resemble	indicative	neuter	singular					походи́ло	poxodílo		
resemble	indicative		plural					походи́ли	poxodíli		
resemble	imperative		singular	походи́	poxodí						
resemble	imperative		plural	походи́те	poxodíte						
see	indicative	1	singular	ви́жу	vížu	бу́ду ви́деть	búdu vídetʹ				
see	indicative	2	singular	ви́дишь	vídišʹ	бу́дешь ви́деть	búdešʹ vídetʹ				
see	indicative	3	singular	ви́дит	vídit	бу́дет ви́деть	búdet vídetʹ				
see	indicative	1	plural	ви́дим	vídim	бу́дем ви́деть	búdem vídetʹ				
see	indicative	2	plural	ви́дите	vídite	бу́дете ви́деть	búdete vídetʹ				
see	indicative	3	plural	ви́дят	vídjat	бу́дут ви́деть	búdut vídetʹ				
see	indicative	masculine	singular					ви́дел	vídel		
see	indicative	feminine	singular					ви́дела	vídela		
see	indicative	neuter	singular					ви́дело	vídelo		
see	indicative		plural					ви́дели	vídeli		
see	imperative		singular	—							
see	imperative		plural	—							
show	indicative	1	singular	пока́зываю	pokázyvaju	бу́ду пока́зывать	búdu pokázyvatʹ				
show	indicative	2	singular	пока́зываешь	pokázyvaješʹ	бу́дешь пока́зывать	búdešʹ pokázyvatʹ				
show	indicative	3	singular	пока́зывает	pokázyvajet	бу́дет пока́зывать	búdet pokázyvatʹ				
show	indicative	1	plural	пока́зываем	pokázyvajem	бу́дем пока́зывать	búdem pokázyvatʹ				
show	indicative	2	plural	пока́зываете	pokázyvajete	бу́дете пока́зывать	búdete pokázyvatʹ				
show	indicative	3	plural	пока́зывают	pokázyvajut	бу́дут пока́зывать	búdut pokázyvatʹ				
show	indicative	masculine	singular					пока́зывал	pokázyval		
show	indicative	feminine	singular					пока́зывала	pokázyvala		
show	indicative	neuter	singular					пока́зывало	pokázyvalo		
show	indicative		plural					пока́зывали	pokázyvali		
show	imperative		singular	пока́зывай	pokázyvaj						
show	imperative		plural	пока́зывайте	pokázyvajte						
startle	indicative	1	singular	пуга́ю	pugáju	бу́ду пуга́ть	búdu pugátʹ				
startle	indicative	2	singular	пуга́ешь	pugáješʹ	бу́дешь пуга́ть	búdešʹ pugátʹ				
startle	indicative	3	singular	пуга́ет	pugájet	бу́дет пуга́ть	búdet pugátʹ				
startle	indicative	1	plural	пуга́ем	pugájem	бу́дем пуга́ть	búdem pugátʹ				
startle	indicative	2	plural	пуга́ете	pugájete	бу́дете пуга́ть	búdete pugátʹ				
startle	indicative	3	plural	пуга́ют	pugájut	бу́дут пуга́ть	búdut pugátʹ				
startle	indicative	masculine	singular					пуга́л	pugál		
startle	indicative	feminine	singular					пуга́ла	pugála		
startle	indicative	neuter	singular					пуга́ло	pugálo		
startle	indicative		plural					пуга́ли	pugáli		
startle	imperative		singular	пуга́й	pugáj						
startle	imperative		plural	пуга́йте	pugájte						
swim	indicative	1	singular	плыву́	plyvú	бу́ду плы́ть	búdu plýtʹ				
swim	indicative	2	singular	плывёшь	plyvjóšʹ	бу́дешь плы́ть	búdešʹ plýtʹ				
swim	indicative	3	singular	плывёт	plyvjót	бу́дет плы́ть	búdet plýtʹ				
swim	indicative	1	plural	плывём	plyvjóm	бу́дем плы́ть	búdem plýtʹ				
swim	indicative	2	plural	плывёте	plyvjóte	бу́дете плы́ть	búdete plýtʹ				
swim	indicative	3	plural	плыву́т	plyvút	бу́дут плы́ть	búdut plýtʹ				
swim	indicative	masculine	singular					плы́л	plýl		
swim	indicative	feminine	singular					плыла́	plylá		
swim	indicative	neuter	singular					плы́ло,плыло́	plýlo, plyló		
swim	indicative		plural					плы́ли	plýli		
swim	imperative		singular	плыви́	plyví						
swim	imperative		plural	плыви́те	plyvíte						
walk	indicative	1	singular	шага́ю	šagáju	бу́ду шага́ть	búdu šagátʹ				
walk	indicative	2	singular	шага́ешь	šagáješʹ	бу́дешь шага́ть	búdešʹ šagátʹ				
walk	indicative	3	singular	шага́ет	šagájet	бу́дет шага́ть	búdet šagátʹ				
walk	indicative	1	plural	шага́ем	šagájem	бу́дем шага́ть	búdem šagátʹ				
walk	indicative	2	plural	шага́ете	šagájete	бу́дете шага́ть	búdete šagátʹ				
walk	indicative	3	plural	шага́ют	šagájut	бу́дут шага́ть	búdut šagátʹ				
walk	indicative	masculine	singular					шага́л	šagál		
walk	indicative	feminine	singular					шага́ла	šagála		
walk	indicative	neuter	singular					шага́ло	šagálo		
walk	indicative		plural					шага́ли	šagáli		
walk	imperative		singular	шага́й	šagáj						
walk	imperative		plural	шага́йте	šagájte						
warm	indicative	1	singular	гре́ю	gréju	бу́ду гре́ть	búdu grétʹ				
warm	indicative	2	singular	гре́ешь	gréješʹ	бу́дешь гре́ть	búdešʹ grétʹ				
warm	indicative	3	singular	гре́ет	gréjet	бу́дет гре́ть	búdet grétʹ				
warm	indicative	1	plural	гре́ем	gréjem	бу́дем гре́ть	búdem grétʹ				
warm	indicative	2	plural	гре́ете	gréjete	бу́дете гре́ть	búdete grétʹ				
warm	indicative	3	plural	гре́ют	gréjut	бу́дут гре́ть	búdut grétʹ				
warm	indicative	masculine	singular					гре́л	grél		
warm	indicative	feminine	singular					гре́ла	gréla		
warm	indicative	neuter	singular					гре́ло	grélo		
warm	indicative		plural					гре́ли	gréli		
warm	imperative		singular	гре́й	gréj						
warm	imperative		plural	гре́йте	gréjte						
watch	indicative	1	singular	наблюда́ю	nabljudáju	бу́ду наблюда́ть	búdu nabljudátʹ				
watch	indicative	2	singular	наблюда́ешь	nabljudáješʹ	бу́дешь наблюда́ть	búdešʹ nabljudátʹ				
watch	indicative	3	singular	наблюда́ет	nabljudájet	бу́дет наблюда́ть	búdet nabljudátʹ				
watch	indicative	1	plural	наблюда́ем	nabljudájem	бу́дем наблюда́ть	búdem nabljudátʹ				
watch	indicative	2	plural	наблюда́ете	nabljudájete	бу́дете наблюда́ть	búdete nabljudátʹ				
watch	indicative	3	plural	наблюда́ют	nabljudájut	бу́дут наблюда́ть	búdut nabljudátʹ				
watch	indicative	masculine	singular					наблюда́л	nabljudál		
watch	indicative	feminine	singular					наблюда́ла	nabljudála		
watch	indicative	neuter	singular					наблюда́ло	nabljudálo		
watch	indicative		plural					наблюда́ли	nabljudáli		
watch	imperative		singular	наблюда́й	nabljudáj						
watch	imperative		plural	наблюда́йте	nabljudájte						
work	indicative	1	singular	рабо́таю	rabótaju	бу́ду рабо́тать	búdu rabótatʹ				
work	indicative	2	singular	рабо́таешь	rabótaješʹ	бу́дешь рабо́тать	búdešʹ rabótatʹ				
work	indicative	3	singular	рабо́тает	rabótajet	бу́дет рабо́тать	búdet rabótatʹ				
work	indicative	1	plural	рабо́таем	rabótajem	бу́дем рабо́тать	búdem rabótatʹ				
work	indicative	2	plural	рабо́таете	rabótajete	бу́дете рабо́тать	búdete rabótatʹ				
work	indicative	3	plural	рабо́тают	rabótajut	бу́дут рабо́тать	búdut rabótatʹ				
work	indicative	masculine	singular					рабо́тал	rabótal		
work	indicative	feminine	singular					рабо́тала	rabótala		
work	indicative	neuter	singular					рабо́тало	rabótalo		
work	indicative		plural					рабо́тали	rabótali		
work	imperative		singular	рабо́тай	rabótaj						
work	imperative		plural	рабо́тайте	rabótajte						
											
											
											
											
											
											
											
											
											
											
											
