	Id	English	Part	hieroglyphics	transcription	
836	3-930	grasshopper	noun	𓅭𓏤𓈖𓈞𓐝𓆧𓏥	sꜣ nḥmw	
837	3-940	snail	noun			
838	3-950	frog	noun	𓂝𓃀𓐍𓈖𓄛	ꜥbḫn	
839	3-960	lizard	noun	𓂝𓈙𓆈	ꜥšꜣ	
840	3-970	crocodile|alligator	noun	𓌸𓂋𓂋𓇋𓇋𓏏𓆊𓏥	mryt	
841	3-980	turtle	noun			
842	4-110	body	noun	𓎛𓂝𓄹𓏥	ḥꜥw	
843	4-120	skin|hide	noun	𓄚𓈖𓏏𓄛	ẖnt	
844	4-130	flesh	noun	𓇋𓄹𓄹𓄹	j	
845	4-140	hair (on head)	noun	𓃀𓎡𓎡𓁸	bkk	
846	4-142	beard	noun	𓐍𓃀𓊃𓅱𓏏𓁸	ḫbswt	
847	4-144	body hair	noun			
848	4-145	pubic hair	noun			
849	4-146	dandruff	noun			
850	4-150	blood	noun	𓊃𓈖𓆑𓂐𓏥	snfw	
851	4-151	vein|artery	noun	𓂸𓏏𓌙𓌙𓏏𓄹	mt	
852	4-160	bone	noun	𓈎𓋴𓌟	qs	
853	4-162	rib	noun	𓋴𓊪𓂋𓄭	spr	
854	4-170	horn	noun	𓂧𓃀𓄏	db	
855	4-180	tail	noun	𓐍𓃀𓊃𓏏𓄢	ḫbst	
856	4-190	back	noun	𓐟𓏤	sꜣ	
857	4-191	spine	noun	𓃀𓈎𓇓𓏲𓄹	bqsw	
858	4-200	head	noun	𓍑𓄿𓍑𓄿𓁶𓄻	ḏꜣḏꜣ	
859	4-201	side of head|temple	noun			
860	4-202	skull	noun	𓆓𓈖𓈖𓏏𓁶	ḏnnt	
861	4-203	brain	noun	𓂝𓅓𓅓𓆇	ꜥmm	
862	4-204	face	noun	𓄂𓏲𓏏𓏭𓏭𓀭𓏲𓏫	ḥꜣwtyw	
863	4-205	forehead	noun	𓂧𓉔𓏯𓈖𓏏𓏯𓁶𓏤𓄻	dhnt	
864	4-207	jaw	noun	𓂝𓂋𓏏𓄒	ꜥrt	
865	4-208	cheek	noun	𓏠𓈖𓂧𓏏𓂑𓄹	mnḏt	
866	4-209	chin	noun	𓇋𓈖𓂝D147	jnꜥ	
867	4-210	eye	noun	𓁻𓏏𓏤𓄻	jrt	
868	4-212	eyebrow	noun	𓂝𓈖𓅘𓂃	ꜥnḥ	
869	4-213	eyelid	noun			
870	4-214	eyelash	noun			
871	4-215	blink	verb	𓍿𓈖𓎛𓏲𓏏𓏭𓀒𓁻	ṯnḥ	
872	4-220	ear	noun	D410𓅓𓏲𓄔𓄔𓄻	smt	
873	4-221	earlobe	noun			
874	4-222	earwax	noun			
875	4-230	nose	noun	𓆑𓈖𓆓𓐩𓂉	fnḏ	
876	4-231	nostril	noun	𓄟𓋴𓂧𓄿𓏏𓈒𓂊	msꜣḏt	
877	4-232	mucus	noun	𓈖𓈙𓏲𓏏𓂐	nšwt	
878	4-240	mouth	noun	𓂋𓏤𓄹𓏛	r	
879	4-241	beak	noun			
880	4-250	lip	noun	𓄭𓏏𓏤	spt	
881	4-260	tongue	noun	𓊃𓈖𓎡𓄓	snk	
882	4-270	tooth	noun	𓍿𓊃𓏏𓄑	ṯst	
883	4-271	gums	noun			
884	4-272	molartooth	noun			
885	4-280	neck	noun	𓋭𓅿	ṯs	
886	4-281	nape of neck	noun			
887	4-290	throat	noun	𓎛𓏏𓇋𓇋𓏏𓄈𓄹	ḥtyt	
888	4-300	shoulder	noun	𓂋𓏠𓈖𓂢𓏏𓏤𓈅	rmn	
889	4-301	shoulderblade	noun	D350𓄡𓈎𓇋𓇋𓄹	mẖqy	
890	4-302	collarbone	noun			
891	4-310	arm	noun	𓎼𓃀𓅡𓄿𓂢	gbꜣ	
892	4-312	armpit	noun	𓄑𓏛𓅷𓏤𓄹	ḥtꜣ	
893	4-320	elbow	noun	𓈎𓂝𓎛𓂢𓄻	qꜥḥ	
894	4-321	wrist	noun			
895	4-330	hand	noun	𓎡𓊪D266	kp	
896	4-331	palm of hand	noun	𓊏𓊪𓇹	šsp	
897	4-340	finger	noun	𓆓𓃀𓂝𓂭	ḏbꜥ	
898	4-342	thumb	noun	𓆓𓃀𓂝𓂭	ḏbꜥ	
899	4-344	fingernail	noun	𓂝𓈖𓏏𓂷	ꜥnt	
900	4-345	claw	noun	𓉻𓂝𓄿𓎼𓏏𓂾	ꜥꜣgt	
901	4-350	leg	noun			
902	4-351	thigh	noun	𓃛𓅱𓂝𓅱𓄯𓄹	jwꜥw	
903	4-352	calf of leg	noun			
904	4-360	knee	noun	𓊪𓂧𓂾𓄹	pd	
905	4-370	foot	noun	𓂋𓂧𓂾	rd	
906	4-371	ankle	noun			
907	4-372	heel	noun	𓏏𓃀𓏲𓐠𓏤𓄻	tbs	
908	4-374	footprint	noun			
909	4-380	toe	noun			
910	4-392	wing	noun	𓂧𓈖𓎛𓆃	ḏnḥ	
911	4-393	feather	noun	𓆄𓅱𓏏𓁸	šwt	
912	4-400	chest	noun	𓉔𓄿𓈖𓏌𓏲𓉬𓏭𓉐	hn	
913	4-410	breast (of a woman)	noun	𓈙𓈖𓃀𓏏𓄹	šnbt	
914	4-412	nipple|teat	noun	𓈎𓄿𓃀𓅱𓂢𓏏𓏤𓄻	qbyt	
915	4-420	udder	noun			
916	4-430	navel	noun	𓄡𓊪𓅯𓄿𓅱𓐎𓄺	ẖpꜣw	
917	4-440	heart	noun	𓎛𓄿𓏏𓏭𓄣	ḥꜣty	
918	4-441	lung	noun			
919	4-450	liver	noun	𓏇𓇋𓋴𓏏𓄹𓏤	mjst	
920	4-451	kidney	noun	𓎼𓂋𓍘𓇋𓄻	grt	
921	4-452	spleen	noun	𓈖𓈖𓈙𓅓𓄹𓏤	nnšm	
922	4-460	stomach	noun	𓏠𓈖𓇥𓂋𓄹	mnḏr	
923	4-461	intestines|guts	noun	𓅓𓂝𓏶𓅓𓄡𓏏𓏤𓄻	mẖtw	
924	4-462	waist	noun			
925	4-463	hip	noun	𓅱𓂝𓂋𓏏𓂾	wꜥrt	
926	4-464	buttocks	noun	𓐍𓊪𓂧𓅱𓄹𓏥	ḫpdw	
927	4-470	womb	noun	𓈞𓏏𓄰	jdt	
928	4-490	testicle	noun	𓇋𓋴𓈖𓅱𓏭	jsnwy	
929	4-492	penis	noun	𓎛𓆰𓈖𓏌𓏲𓂾𓂻	ḥnn	
930	4-510	breathe|breath	verb	𓐍𓈖𓊪𓂉𓀜	ḫnp	
931	4-520	yawn|gape	verb	𓈎𓄿𓆑𓏭𓈎𓀁	qfq	
932	4-521	hiccough	verb			
933	4-530	cough	verb	𓋴𓂋𓇋𓇋𓏏𓂐𓏥	sryt	
934	4-540	sneeze	verb			
935	4-550	perspire	verb	𓇋𓈙𓂧𓂧𓈒𓈒𓈒	jšdd	
936	4-560	spit	verb	𓊪𓊃𓎼𓄑𓀁	psg	
937	4-570	vomit	verb	𓈎𓄿𓇋𓄿𓂐	qꜣꜥ	
938	4-580	bite	verb	𓊪𓊃𓎛𓄑𓀁	psḥ	
939	4-590	lick	verb	𓈖𓄓𓋴𓃀𓀁	nsb	
940	4-591	dribble	verb			
941	4-610	sleep	verb	𓐪𓂧𓂧𓏌𓁼	qdd	
942	4-612	snore	verb			
943	4-620	dream	verb	𓂋𓋴𓅱𓏏𓌘𓁹	rswt	
944	4-630	wake up	verb	𓈖𓉔𓋴𓍞𓁻	nhsj	
945	4-640	break wind	verb			
946	4-650	urinate	verb	𓏲𓈙𓈙𓂺	wsš	
947	4-660	defecate	verb	𓆑𓎼𓄿A81	fgn	
948	4-670	have sexual intercourse	verb	𓂧𓄿𓂧𓄿𓂺𓏛	dꜣdꜣ	
949	4-680	shiver	verb			
950	4-690	bathe	verb	𓅱𓂝𓃂	wꜥb	
951	4-710	beget (as a father)	verb	𓋴𓏏𓄝𓂺	stj	
952	4-720	born	verb	𓄟𓁒	msj	
953	4-730	pregnant	adjective	𓃀𓂓B2A	bkꜣ	
954	4-732	conceive	verb	𓃛𓅱𓅨𓂋𓁑	jwr	
955	4-740	live|living|life	verb	𓋹𓈖𓐍	ꜥnḫ	
956	4-750	die|dead	verb	𓏠𓈖𓇋𓏲𓌙𓊛𓀜𓁀	mnj	
957	4-751	drowned	adjective	𓎔𓎛𓈗	mḥj	
958	4-760	kill	verb	𓋴𓌳𓄿𓅓𓌪𓂝	smꜣ	
959	4-770	corpse	noun	𓆞𓏏𓄿𓀐	ẖꜣt	
960	4-780	bury (the dead)	verb	𓈎𓂋𓋴𓌟𓊭𓂝	qrs	
961	4-790	grave|tomb	noun	𓄤𓆑𓂋	nfr	
962	4-810	strong|mighty|powerful	adjective	𓈎𓈖𓏭𓄃	qnj	
963	4-820	weak	adjective	𓄿𓉔𓂧𓏴𓅪	ꜣhd	
964	4-830	well|health	adjective|noun	𓋴𓈖𓃀𓏛	snb	
965	4-840	sick|sickness	adjective|noun	𓍋𓅓𓂋𓅪	mr	
966	4-841	fever	noun	𓋴𓂋𓆑𓏱	srf	
967	4-842	goiter	noun			
968	4-843	cold (illness)	noun			
969	4-850	wound|sore	noun	𓅱𓃀𓈖𓏌𓅱𓄻	wbnw	
970	4-852	bruise	noun			
971	4-853	swelling	noun	𓈙𓆑𓏲𓏏𓐎𓏥	šfw.t	
972	4-854	itch	noun			
973	4-855	blister	noun			
974	4-856	boil	noun	𓐍𓂧𓊃𓏲𓐎𓏥	ḫsdw	
975	4-857	pus	noun			
976	4-858	scar	noun	𓄿𓄡𓂝𓏏𓂷	ꜣẖꜥt	
977	4-860	cure|heal	verb	𓋴𓈖𓃀𓏏𓏛	snbt	
978	4-870	physician	noun	𓋴𓃹𓈖𓏌𓏲𓏛𓀜	swnw	
979	4-880	medicine|drug	noun	𓈖𓄿𓎛𓄑𓏛𓆷𓄿𓏫	nḥš	
980	4-890	poison	noun	𓂺𓏏𓂺𓏛	mtwt	
981	4-910	tired|weary	adjective			
982	4-912	rest	verb	𓋴𓂋𓆑𓊮𓏛	srf	
983	4-920	lazy	adjective			
984	4-930	bald	adjective	𓇋𓋴𓀠	jꜣs	
985	4-940	lame	adjective	𓎼𓃀𓎼𓃀𓀉𓅪	gbgb	
986	4-950	deaf	adjective	𓋴𓐍𓏏𓏯𓏴𓀜	sḫj	
987	4-960	mute	adjective			
988	4-970	blind	adjective	𓆎𓅓𓁸	km	
989	4-980	intoxicated	adjective	𓏏𓐍𓏌𓀜	tḫj	
990	4-990	naked|bare	adjective	𓇉𓄿𓍯𓄿𓇋𓇋𓍱𓀜	ḥꜣy	
991	5-110	eat	verb	𓈎𓄿𓈎𓄿𓄑𓀁	qꜣqꜣ	
992	5-120	food	noun	𓂓𓄿𓏲𓏳𓏥	kꜣw	
993	5-121	cooked	adjective	𓆣𓂋	ḫpr	
994	5-122	raw	adjective	𓇅𓆓𓏛	wꜣḏ	
995	5-123	ripe	adjective			
996	5-124	green|unripe	adjective	𓇆	wꜣḏ	
997	5-125	rotten	adjective			
998	5-130	drink	verb	𓃀𓂝𓃀𓂝𓈗	bꜥbꜥ	
999	5-140	hunger	noun	𓎛𓈎𓂋𓅪	ḥqr	
1000	5-141	famine	noun			
1001	5-150	thirst	noun	𓇋𓃀𓃙𓈖𓀜	jbj	
1002	5-160	suck	verb	𓋴𓈖𓈎𓂑	snq	
1003	5-180	chew	verb	𓋴𓂧𓃀𓀁	sdb	
1004	5-181	swallow	verb	𓍿𓏲𓍿𓏲𓅯𓏥	ṯṯ	
1005	5-190	choke	verb	𓋴𓏏𓊪𓍉𓀁	stp	
1006	5-210	cook	verb	𓏌𓅱𓀜𓀀𓏥	wdpw	
1007	5-220	boil	verb	𓄿𓆑𓂋𓇋𓇋𓊮	ꜣfry	
1008	5-230	roast|fry	verb	𓏏𓏐𓄿𓈙𓂋𓊮	t ꜣšr	
1009	5-240	bake	verb	𓅓𓎼𓄿𓏭𓂋𓏤	mgr	
1010	5-250	oven	verb	𓃭𓏤𓃭𓏤𓊮	rwrw	
1011	5-260	pot|cooking vessel	noun	𓐪𓂧𓏌	qd	
1012	5-270	kettle	noun	𓎡𓎛𓈖𓏌	kḥn	
1013	5-280	pan	noun			
1014	5-310	dish	noun	𓂧𓏭𓂧𓏭𓈔𓏌	dydy	
1015	5-320	plate	noun			
1016	5-330	bowl	noun	𓂧𓈖𓇋𓏏𓏌	dnjt	
1017	5-340	pitcher|jug	noun	𓅓𓂝𓍑𓄿𓇋𓇋𓏋	mḏꜣy	
1018	5-350	cup|drinking vessel	noun	𓂓𓏤𓅷𓏤𓈔𓏋	kṯ	
1019	5-360	saucer	noun			
1020	5-370	spoon	noun			
1021	5-380	knife	noun	𓂧𓅓𓏏𓌪𓏤	dmt	
1022	5-390	fork	noun	𓄿𓅓𓂝𓅱𓏏𓂡	ꜣmꜥt	
1023	5-391	tongs	noun			
1024	5-410	meal	noun	𓂝𓃀𓄏𓏛𓏥	ꜥb	
1025	5-420	breakfast	noun			
1026	5-430	lunch	noun			
1027	5-440	dinner	noun			
1028	5-450	supper	noun			
1029	5-460	peel	verb	𓉔𓄿𓆑𓏭𓂷𓂡	hf	
1030	5-470	sieve|strain	noun			
1031	5-480	scrape	verb	𓈖𓈎𓂝𓍼	nqꜥ	
1032	5-490	stir|mix	verb	𓐍𓏏𓅓𓋩	ḫtm	
1033	5-510	bread	noun	𓏏𓏐𓏳𓏥	t	
1034	5-530	dough	noun	𓎛𓊃𓅭	ḥsꜣ	
1035	5-540	knead	verb	𓋴𓈎𓂋𓇋𓐓	sqr	
1036	5-550	meal|flour	noun	𓅱𓎼𓅓𓌾	wgm	
1037	5-560	crush|grind	verb	𓈎𓄿𓍑𓄑𓏛𓏴𓂡	qḏḥ	
1038	5-570	mill	noun			
1039	5-580	mortar	noun	𓅓𓂝𓍑𓄿𓄑𓏛𓏏𓊌	mḏḥt	
1040	5-590	pestle	noun	𓈞𓅓𓇋𓇋𓍖	ḥmy	
1041	5-610	meat	noun	𓈞𓅓𓇋𓇋𓍖	ḥmy	
1042	5-630	sausage	noun			
1043	5-640	soup|broth	noun			
1044	5-650	vegetables	noun			
1045	5-660	bean	noun			
1046	5-700	potato	noun			
1047	5-710	fruit	noun	𓂧𓎼𓄿𓇋𓇋𓈒𓏥	dqrw	
1048	5-712	bunch	noun	𓌻𓂋𓏲𓂷𓂡	mr	
1049	5-750	fig	noun			
1050	5-760	grape	noun			
1051	5-770	nut	noun			
1052	5-780	olive	noun	𓆓𓂧𓏏𓏲𓆭	ḏdtw	
1053	5-790	oil	noun	𓈖𓎡𓆑𓏭𓍘𓇋𓏭𓂋𓏤𓏊𓏫	nkftr	
1054	5-791	grease|fat	noun	𓎙𓂧𓏭𓈒𓏥	ꜥḏ	
1055	5-810	salt	noun	𓎛𓌳𓄿𓏏𓍖𓈒𓏥	ḥmꜣt	
1056	5-820	pepper	noun			
1057	5-821	chili pepper	noun			
1058	5-840	honey	noun	𓆤𓏏𓏌𓏥	bjt	
1059	5-850	sugar	noun	𓇋𓆛𓈖𓏌𓏲𓈒𓏥	jnw	
1060	5-860	milk	noun	𓇋𓀁𓁹𓂋𓈒𓏊𓏫	jrṯt	
1061	5-870	milk	noun	𓉔𓄿𓃭𓏤𓂷𓂡	hr	
1062	5-880	cheese	noun			
1063	5-890	butter	noun			
1064	5-900	beverage|drink	noun	𓎱𓃀𓎱𓃀𓏋	ḥbḥb	
1065	5-910	mead	noun			
1066	5-920	wine	noun	𓇋𓂋𓊪𓏊𓏥	jrp	
1067	5-930	beer	noun	𓎛𓈎𓏏𓏊	ḥnqt	
1068	5-940	fermented drink	noun			
1069	5-970	egg	noun	𓋴𓅱𓎛𓏏𓆇𓐎	swḥt	
1070	5-971	egg yolk	noun			
1071	6-110	put on (clothes)	noun	𓋟𓇋𓇋𓂡	nbj	
1072	6-120	clothing|clothes	noun	𓎛𓃀𓋴𓋳	ḥbs	
1073	6-130	tailor	noun			
1074	6-210	cloth	noun			
1075	6-220	wool	noun	𓐠𓏤𓉻𓏛𓂋𓏤𓍘𓇋𓁸𓏪	sꜥrt	
1076	6-230	linen|flax	noun	𓎔𓂝𓎛𓂝𓏯𓆰	mḥꜥw	
1077	6-240	cotton	noun			
1078	6-250	silk	noun			
1079	6-270	felt	noun			
1080	6-280	fur	noun			
1081	6-290	leather	noun	𓂧𓁷𓂋𓇋𓄛	dḥr	
1082	6-310	spin	verb	𓄟𓋴𓈖𓂝	msn	
1083	6-320	spindle	noun			
1084	6-330	weave	verb	𓈖𓂧𓃀𓂷𓂡	ndb	
1085	6-340	loom	noun	𓏇𓇋𓂝𓏏𓉐	mjꜥt	
1086	6-350	sew	verb	𓏏𓊪𓇋𓄿𓂷𓂡	tp	
1087	6-360	needle	noun			
1088	6-370	awl	noun			
1089	6-380	thread	noun	𓈖𓆓𓐩	nḏ	
1090	6-390	dye	noun			
1091	6-410	cloak	noun	𓎛𓄿𓍘𓇋𓋳	ḥꜣtj	
1092	6-411	poncho	noun			
1093	6-420	woman's dress	noun			
1094	6-430	coat	noun			
1095	6-440	shirt	noun			
1096	6-450	collar	noun	𓃀𓏲𓃀𓏲𓈒𓏥	bb	
1097	6-460	skirt	noun			
1098	6-461	grass-skirt	noun			
1099	6-480	trousers	noun			
1100	6-490	stocking|sock	noun			
1101	6-510	shoe	noun			
1102	6-520	boot	noun			
1103	6-540	shoemaker|cobbler	noun			
1104	6-550	hat|cap	noun			
1105	6-570	belt|girdle	noun	𓇋𓋴𓏏𓈖𓏌𓏲𓂷𓂡𓄛𓏤𓏫	jstn	
1106	6-580	glove	noun			
1107	6-590	veil	noun	𓅷𓄿𓅓𓋳	ṯꜣm	
1108	6-610	pocket	noun			
1109	6-620	button	noun			
1110	6-630	pin	noun	𓋴𓂋𓏏𓏯𓈔𓏤	srt	
1111	6-710	ornament|adornment	noun	𓐝𓂝𓈖𓏥𓂧𓄿𓍘𓇋𓈒𓏥	mndt	
1112	6-720	jewel	noun			
1113	6-730	ring (for finger)	noun	𓎼𓄿𓐠𓏤𓃭𓏤𓈒𓏥	gsr	
1114	6-740	bracelet	noun			
1115	6-750	necklace	noun	𓎝𓎛S11B	wꜣḥw	
1116	6-760	bead	noun	𓉺𓈖𓏥𓉔𓅱𓌴𓁹𓄿𓈒𓏥	jnhm	
1117	6-770	earring	noun	𓆷𓄿𓈎𓏲𓋩𓊌𓏥	šqw	
1118	6-780	headband|headdress	noun	𓏌𓋴	nws	
1119	6-790	tattoo	noun			
1120	6-810	handkerchief|rag	noun	𓋾𓋴V60	jꜣqs	
1121	6-820	towel	noun			
1122	6-910	comb	noun	𓂝𓂝𓃀𓄏𓂡	ꜥꜥb	
1123	6-920	brush	noun			
1124	6-921	braid	verb	𓈖𓃀𓂧𓁸	nbd	
1125	6-930	razor	noun	𓌨𓂝𓏤𓌪𓏥	ẖr ꜥ	
1126	6-940	ointment	noun	𓅨𓂋𓎛𓏏𓏋𓏥	wrḥt	
1127	6-950	soap	noun			
1128	6-960	mirror	noun	𓌴𓁹𓄿𓅱𓁷𓏤𓈔	mꜣw-ḥr	
1129	7-110	dwell|live	verb	𓈞𓅓𓋴𓁒	ḥmsj	
1130	7-120	house	noun	𓂝𓏏	ꜥt	
1131	7-130	hut	noun	𓆭𓅓𓅱𓉐	jmꜣw	
1132	7-131	garden-house	noun			
1133	7-140	tent	noun	𓇋𓆭𓐝𓅱𓉐	jmꜣw	
1134	7-150	yard|court	noun	𓍏𓃀𓅡𓄿𓁻𓉐	wbꜣ	
1135	7-160	men's house	noun			
1136	7-170	cookhouse	noun			
1137	7-180	meeting house	noun			
1138	7-210	room	noun	𓂝𓏏𓉐	ꜥt	
1139	7-220	door|gate	noun	𓋴𓃀𓇼𓄿𓉐	sbꜣ	
1140	7-221	doorpost|jamb	noun	𓃀𓈖𓈙𓆱	bnš	
1141	7-230	lock	noun			
1142	7-231	latch|door-bolt	noun	𓈎𓄿𓂋𓏤𓆱, 𓊃𓏤𓆱	qꜣr, s	
1143	7-240	key	noun			
1144	7-250	window	noun	𓋴𓄞𓂧𓍼𓉐	sšd	
1145	7-260	floor	noun	𓊃𓅭𓄿𓏏𓈙	sꜣt	
1146	7-270	wall	noun	𓇋𓆛𓈖𓃀𓊅	jnb	
1147	7-310	fireplace	noun			
1148	7-320	stove	noun			
1149	7-330	chimney	noun			
1150	7-370	ladder	noun	𓅓𓂝𓈎𓏏𓊢𓆱	mꜣqt	
1151	7-420	bed	noun	𓂓𓂋𓏪𓂓𓂋𓏪𓆱	krkr	
1152	7-421	pillow	noun	𓂧𓃀𓏏𓊌	dbt	
1153	7-422	blanket	noun			
1154	7-430	chair	noun	𓇋𓋴𓃀𓏲𓆱𓏥	jsbr	
1155	7-440	table	noun	𓍿𓏏𓏤R3P	ṯt	
1156	7-450	lamp|torch	noun	𓋴𓏏𓍔𓄿𓏲𓊮	stꜣ	
1157	7-460	candle	noun			
1158	7-470	shelf	noun			
1159	7-480	trough	noun			
1160	7-510	roof	noun	𓊶𓊪𓅱	kꜣpw	
1161	7-520	thatch	noun			
1162	7-530	ridgepole	noun			
1163	7-540	rafter	noun	𓐠𓏤𓅖𓎡𓍘𓇋𓆱	smkt	
1164	7-550	beam	noun	𓐠𓏤𓅖𓎡𓍘𓇋𓆱	smkt	
1165	7-560	post|pole	noun	𓇋𓄿𓊪𓏏𓐪	jꜣpt	
1166	7-570	board	noun	𓌻𓂋𓏏𓆱	mryt	
1167	7-580	arch	noun			
1168	7-610	mason	noun	R50𓀀	ẖrty nṯr	
1169	7-620	brick	noun	𓅙𓃀𓏏𓊌	ḏbt	
1170	7-630	mortar	noun	𓅓𓂝𓍑𓄿𓄑𓏛𓏏𓊌	mḏḥt	
1171	7-640	adobe	noun			
1172	8-110	farmer	noun	𓌤𓏲𓏏𓏭𓄿𓀜𓀀𓏥	jḥwty	
1173	8-120	field (for farming)	noun	𓄿𓎛𓏲𓏲𓏏𓈇𓏤𓏫	ꜣḥt	
1174	8-130	garden	noun	𓎛𓋴𓃀𓏲𓊪𓏏𓏏𓈇𓏤𓏫	ḥsbw	
1175	8-150	cultivate|till	verb	𓋴𓂓𓄿𓍁𓂝	skꜣ	
1176	8-160	fence	noun	𓇋𓆛𓈖𓃀𓏏𓆱𓏥	jnbt	
1177	8-170	ditch	noun	𓄞𓂧𓇋𓇋𓈅𓏤	šdy	
1178	8-210	plow	verb			
1179	8-212	furrow	noun	𓂧𓈖𓌰𓅓𓂽𓈇	dnm	
1180	8-220	dig	verb	𓈙𓄿𓂧A58A	šꜣd	
1181	8-230	spade	noun			
1182	8-240	shovel	noun			
1183	8-250	hoe	noun	𓈎𓄿𓏭𓂋𓍑𓏤𓈖𓄿𓈔	qrḏn	
1184	8-260	fork	noun			
1185	8-270	rake	noun			
1186	8-310	sow	verb			
1187	8-311	seed	noun	𓅷𓏤𓏭𓂋𓏤𓇋𓇋𓆭𓌾𓏥	ṯry	
1188	8-320	mow|reap	verb	𓄿𓊃𓐍𓌴𓂡	ꜣsḫ	
1189	8-330	sickle|scythe	noun	𓆞𓄿𓃀𓌳𓆱	ẖꜣb	
1190	8-340	thresh	verb	𓎛𓀜𓏷𓀜	ḥy	
1191	8-350	threshing-floor	noun	𓆱𓐍𓏏𓅂𓈇𓏤	ḫtyw	
1192	8-410	crop|harvest	noun	𓈙𓈖𓌽𓏥	šmw	
1193	8-420	grain	noun	𓈖𓊪𓂋𓇡	npr	
1194	8-430	wheat	noun	𓋴𓅱𓏏𓄹𓏛𓈒𓏥	swt	
1195	8-440	barley	noun	𓈙𓂋𓇋𓏏𓌽𓏥	šrjt	
1196	8-450	rye	noun			
1197	8-460	oats	noun	𓃛𓏲𓆷𓄿𓈒𓏥	jwšꜣ	
1198	8-470	maize|corn	noun	𓋹𓈖𓐍𓏏𓌽𓏥	ꜥnḫt	
1199	8-480	rice	noun			
1200	8-510	grass	noun	𓁸	šnw	
1201	8-520	hay	noun	𓆄𓏲𓇋𓇋𓆰𓏫	šwy	
1202	8-530	plant	noun	𓎼𓄿𓈖𓏭𓈖𓏭𓈒𓏥	gnn	
1203	8-531	plant	verb	𓋴𓏲𓂋𓂧𓌗𓂷𓂡	swrd	
1204	8-540	root	noun	𓍯𓄿𓃀𓆰	wꜣb	
1205	8-550	branch	noun			
1206	8-560	leaf	noun	𓇥𓂋𓆓𓄔	ḏrḏ	
1207	8-570	flower	noun	𓄑𓏛𓃭𓏤𓃭𓏤𓆰	ḥrrt	
1208	8-600	tree	noun	V49𓏌𓏲𓆭	šn	
1209	8-610	oak	noun	𓉺𓏤𓈖𓏥𓃭𓏤𓈖𓄿𓆭𓏫	jnrn	
1210	8-620	beech	noun			
1211	8-630	birch	noun			
1212	8-640	pine	noun	𓇋𓄿𓁹𓂋𓏯𓈒𓏥	jꜣrrt	
1213	8-650	fir	noun	𓂝𓈙𓐎M1C	ꜥš	
1214	8-660	acorn	noun			
1215	8-670	vine	noun	𓇋𓄿𓂋𓂋𓏏𓇭	jꜣrrt	
1216	8-680	tobacco	noun			
1217	8-690	smoke	verb	𓎛𓏏𓏭𓊮	ḥty	
1218	8-691	pipe	noun			
1219	8-720	tree stump	noun			
1220	8-730	tree trunk	noun	𓇋𓀁𓂋𓎡𓏏𓏲𓆱𓏥	jrkt	
1221	8-740	forked branch	noun			
1222	8-750	bark	noun			
1223	8-760	sap	noun			
1224	8-810	palm tree	noun			
1225	8-820	coconut	noun			
1226	8-830	citrus fruit	noun			
1227	8-840	banana tree	noun			
1228	8-850	banyan	noun			
1229	8-910	sweet potato	noun			
1230	8-912	yam	noun			
1231	8-920	tapioca|manioc|cassava	noun			
1232	8-930	gourd	noun	𓅡𓏤𓂧𓏲𓆰	bd	
1233	8-931	pumpkin|squash	noun			
1234	8-940	bamboo	noun			
1235	8-941	sugar cane	noun			
1236	8-960	fish poison	noun			
1237	8-970	nettle	noun			
1238	8-980	mushroom	noun			
1239	9-110	do|make	verb	𓋴𓄟𓋴	sms	
1240	9-120	work	verb	𓅡𓎡𓂡	bꜣk	
1241	9-140	bend	verb	𓉔𓄿𓂧𓂢𓀜	hd	
1242	9-150	fold	verb	𓏲𓂧𓃀𓄲𓂻	wḏb	
1243	9-160	tie|bind	verb	𓋴𓈖𓎛𓍢𓂡	snḥ	
1244	9-161	untie	verb	𓍿𓏏𓏴𓀜	ṯt	
1245	9-180	chain	noun			
1246	9-190	rope|cord	noun	𓍱	šs	
1247	9-192	knot	noun	𓋭𓏏𓏤𓍢	ṯst	
1248	9-210	strike|hit|beat	verb	𓀝𓂝	ḥwj	
1249	9-211	pound with fist	verb			
1250	9-220	cut	verb	𓈙𓂝𓂧𓄬𓌪𓂡	šꜥd	
1251	9-221	cut down	verb	𓈙𓂝𓂧𓄬𓌪𓂡	šꜥd	
1252	9-222	chop|hew	verb	𓈙𓂝𓄦𓀜	šꜥ	
1253	9-223	stab	verb			
1254	9-230	knife	noun	𓈙𓂝𓏏𓏋𓄑𓂡	šꜥt	
1255	9-240	scissors|shears	noun			
1256	9-250	ax	noun	𓏇𓃀𓏏𓌎	mjbt	
1257	9-251	adze	noun	𓍈𓏌𓏏𓍇	nwt	
1258	9-260	break	verb	𓎛𓋴𓃀𓏴	ḥsb	
1259	9-261	broken	adjective	𓀭𓄿𓏴𓂡	sꜣyt	
1260	9-270	split	verb	𓀭𓄿𓏲𓏴𓂡	sꜣw	
1261	9-280	tear	verb	𓂝𓆑𓈎𓏲𓏴𓂡	ꜥfq	
1262	9-290	flay|skin	verb			
1263	9-310	rub|wipe	verb	𓋴𓎼𓈖𓈖𓏋𓏥	sgnn	
1264	9-320	stretch	verb	𓂧𓃹𓈖𓂻	dwn	
1265	9-330	pull	verb	𓋴𓆞𓄿𓏲𓏛𓀜	sẖꜣ	
