chapter_id	entry_id	meaning	Hungarian_Standard	Hungarian_Phonemic	comment
21	330	convict (vb)	bűnösnek találya	büünöšnek talaalya	
21	340	acquit	felment	felment	
21	350	guilty	bűnös; hibás	büünöš; hibaaš	
21	360	innocent	ártatlan	aartatlan	
21	370	penalty, punishment	büntetés	bünteteeš	
21	380	fine	bírság	biiršaag	
21	390	prison, jail	fogház; börtön	foghaaz; börtön	
21	420	murder	gyilkosság	dʸilkoššaag	
21	430	adultery	házasságtörés	haazaššaagtöreeš	
21	440	rape	enőszak	enöösak	
21	460	arson	gyúytogatás	dʸuuytogataaš	
21	470	perjury	esküszegés	ešküsegeeš	
21	510	steal	lop; ellop	lop; ellop	
21	520	thief	tolvay	tolway	
22	110	religion	vallás	wallaaš	
22	120	God	Isten	Išten	
22	130	temple, church	templom; egyház	templom; edʸhaaz	
22	140	altar	oltár	oltaar	
22	150	sacrifice, offering	áldozat	aaldozat	
22	160	worship	istenként tisztel	ištenkeent tistel	
22	170	pray	imádkozik	imaadkozik	
22	180	priest	pap; lelkész	pap; lelkees	
22	190	holy, sacred	szent	sent	
22	220	preach	prédikál; szentbeszédet mond	preedikaal; sentbeseedet mond	
22	230	bless	megáld	megaald	
22	240	curse	elátkoz; átkoz	elaatkoz; aatkoz	
22	260	fast (vb)	böytöl	böytöl	
22	310	heaven	ég	eeg	
22	320	hell	pokol	pokol	
22	350	demon (evil spirit)	ördög	ördög	
22	370	idol	bálvány	baalwaaɲ	
22	420	magic, witchcraft, sorcery	mágia; varázslat; varázs	maagia; waraažlat; waraaž	
22	430	sorcerer, witch	varázsló; bűvész	waraažloo; büüwees	
22	440	fairy, elf	szellem	sellem	
22	450	ghost, phantom	kísértet	kiišeertet	
22	470	omen, portent	előyel	elööyel	
