chapter_id	entry_id	meaning	Komi_Phonemic	comment
3	810	insect	čag; gut-gas	
3	811	louse	toy	
3	812	nit (louse egg)	ser̃ov	
3	813	flea	pɩtš	
3	814	centipede	syokoka	
3	815	scorpion	skor̃pion	
3	816	cockroach	gör̃d tör̃ökan	
3	817	ant	kodzuvkot	
3	818	spider	čer̃anʸ	
3	819	spider web	čer̃anʸ vez	
3	820	bee	mazi; malyazi; malyamuš	
3	821	beeswax	masisʸ	
3	822	beehive	mazipoz	
3	823	wasp	guškanzi; zi	
3	830	fly	gut	
3	831	sandfly (midge), gnat	nom; geb	
3	832	mosquito	nom	
3	840	worm	nomɩr̃; lyolʸö	
3	850	snake	už; kɩy	
3	910	firefly	šɩr̃bi	
3	920	butterfly	bobuv	
3	930	grasshopper	čir̃k	
3	940	snail	lyolʸö	
3	950	frog	lyaguša	
3	960	lizard	lyokgag; čodzuv	
3	970	crocodile, alligator	kr̃okodil	
3	980	turtle	čer̃epaxa	
4	110	body	mɩgör̃; vɩvtɩr̃	
4	120	skin, hide	ku; kučik	
4	130	flesh	yay	
4	140	hair (head)	yur̃si; si	
4	142	beard	toš	
4	144	body hair	lovgön; gön	
4	145	pubic hair	manyan gön	
4	146	dandruff	kilʸ	
4	150	blood	vir̃	
4	151	vein, artery	vir̃ sön	
4	160	bone	lɩ	
4	162	rib	or̃dlɩ	
4	170	horn	syur̃	
4	180	tail	böž	
4	190	back	mɩšku	
4	191	spine	syur̃sa lɩ	
4	200	head	yur̃	
4	201	side of head, temple	kösiča; pelʸ din	
4	202	skull	yur̃ lɩ	
4	203	brain	vem	
4	204	face	čužöm; čužöm ban	
4	205	forehead	kɩmös	
4	207	jaw	čer̃lɩ	
4	208	cheek	ban; bandzib	
4	209	chin	tšöka	
4	210	eye	sin	
4	212	eyebrow	sinkɩm	
4	213	eyelid	sin lap	
4	214	eyelash	sin lɩs	
4	215	blink	lapyödlɩnɩ; kunʸtɩr̃avnɩ	
4	220	ear	pelʸ	
4	221	earlobe	pelʸ nyonʸ	
4	222	earwax	pelʸ sit	
4	230	nose	nɩr̃	
4	231	nostril	nɩr̃ r̃ozʸ	
4	232	mucus (nasal)	zɩr̃ɩm	
4	240	mouth	vom	
4	241	beak	nɩr̃	
4	250	lip	vom dor̃; par̃	
4	260	tongue	kɩv	
4	270	tooth	pinʸ	
4	271	gums	pinʸ an	
4	272	molartooth	yur̃ pinʸ	
4	280	neck	sʸɩli; golya	
4	281	nape of neck	balyaböž	
4	290	throat	gor̃š	
4	300	shoulder	pelʸpom	
4	301	shoulderblade	pulɩpom	
4	302	collarbone	votšlɩ	
4	310	arm	ki	
4	312	armpit	kɩnyauv	
4	320	elbow	gɩr̃ddza	
4	321	wrist	kilutš	
4	330	hand	ki	
4	331	palm of hand	ki pɩdös	
4	340	finger	gunʸ	
4	342	thumb	pev	
4	344	fingernail	gɩž	
4	345	claw	kok gɩž	
4	350	leg	kok	
4	351	thigh	kok gum; lyadʸvey lɩ	
4	352	calf of leg	kok pök	
4	360	knee	pidzös	
4	370	foot	kok lapa	
4	371	ankle	kok šeg	
4	372	heel	koklyabör̃	
4	374	footprint	kok tuy	
4	380	toe	kok čunʸ	
4	392	wing	bor̃d	
4	393	feather	gön	
4	400	chest	mor̃ös; mor̃ös kud	
4	410	breast (of woman)	mör̃ös; nyonʸ	
4	412	nipple, teat	nyonʸ; nyonʸ yur̃	
4	420	udder	vör̃a	
4	430	navel	gög	
4	440	heart	sʸölöm	
4	441	lung	tɩ	
4	450	liver	mus	
4	451	kidney	vör̃k	
4	452	spleen	log	
4	460	stomach	kɩnöm	
4	461	intestines, guts	tɩ-mus	
4	462	waist	kos	
4	463	hip	bek	
4	464	buttocks	sitan; sitan bek	
4	470	womb	matka	
4	490	testicle	kolʸk	
4	492	penis	kay; tyutʸ; kolʸk	
4	510	breathe, breath	lolavnɩ; lov šɩ	
4	520	yawn, gape	ogsavnɩ	
4	521	hiccough	sutšiktɩnɩ	
4	530	cough	kɩznɩ; kɩzödnɩ	
4	540	sneeze	nesyavnɩ	
4	550	perspire	pösyavnɩ	
4	560	spit	sʸölavnɩ	
4	570	vomit	vosnɩ	
4	580	bite	kur̃čgavnɩ	
4	590	lick	nyuvnɩ	
4	591	dribble	voytavnɩ	
4	610	sleep	uzʸnɩ; un; uzʸöm	
4	612	snore	škor̃gɩnɩ	
4	620	dream	vöt	
4	630	wake up	sadvmödnɩ	
4	640	break wind	sur̃tɩvnɩ	
4	650	urinate	kudzasʸnɩ	
4	660	defecate	sit; sitasʸnɩ	
4	670	have sexual intercourse	kayasʸnɩ; tyutyasʸnɩ	
4	680	shiver	tir̃avnɩ	
4	690	bathe	kupaytčɩnɩ	
4	710	beget (of father)	čužtɩnɩ; čelyadyasʸnɩ	
4	720	born (to be)	čužnɩ	
4	730	pregnant	sʸökɩd	
4	732	conceive	sʸöktɩnɩ	
4	740	live, living, life	ovnɩ; olöm	
4	750	die, dead	kuvnɩ; kulöm	
4	751	drowned	vöyöm mor̃t	
4	760	kill	vinɩ	
4	770	corpse	šoy	
4	780	bury (the dead)	guavnɩ	
4	790	grave, tomb	gu	
4	810	strong, mighty, powerful	yon; vɩna; ɩdžɩd	
4	820	weak	žeb; omölʸ	
4	830	well, health	dzonʸvidza; dzonʸvidzalun	
4	840	sick, sickness	visʸɩsʸ; visʸöm	
4	841	fever	kɩntan visʸöm	
4	842	goiter	zob	
4	843	cold (catarrh)	kɩnmöm	
4	850	wound, sore	doy	
4	852	bruise	löz	
4	853	swelling	pɩkös	
4	854	itch	ludöm; ludan visʸöm	
4	855	blister	va gadʸ	
4	856	boil (noun)	mɩlʸ; doy	
4	857	pus	or̃	
4	858	scar	vur̃ɩs	
4	860	cure, heal	bur̃dödnɩ	
4	870	physician	vr̃ač; bur̃dödčɩsʸ	
4	880	medicine, drug	lekar̃stvo	
4	890	poison	yad kulan zellya	
4	910	tired, weary	mudz; mudzöm	
4	912	rest	šoyččɩnɩ	
4	920	lazy	dɩš	
4	930	bald	kuš yur̃a	
4	940	lame	koktöm	
4	950	deaf	pelʸtöm; sʸökɩd pelya	
4	960	mute	čemöy; kɩvtöm	
4	970	blind	sintöm	
4	980	intoxicated	kod yur̃a	
4	990	naked, bare	pasʸtöm	
5	110	eat	syoynɩ	
5	120	food	syoyan-yuan	
5	121	cooked	puöm	
5	122	raw	votöm; kɩn	
5	123	ripe	kisʸmöm; voöm	
5	124	green, unripe	votöm; kisʸmɩtöm; kɩn	
5	125	rotten	sisʸ	
5	130	drink	yunɩ	
5	140	hunger	tšɩglun	
5	141	famine	tšɩgyalöm	
5	150	thirst	gor̃š kosʸmöm	
5	160	suck	nyonyavnɩ	
5	180	chew	nyamlyavnɩ; r̃ömidztɩnɩ	
5	181	swallow	nʸɩlavnɩ	
5	190	choke	pödnɩ; dzagödnɩ	
5	210	cook	punɩ	
5	220	boil (vb)	punɩ	
5	230	roast, fry	žar̃itnɩ; pr̃ažitnɩ	
5	240	bake	pöžavnɩ; pöžasʸnɩ	
5	250	oven	pač; gor̃	
5	260	pot, cooking vessel	gɩr̃nič	
5	270	kettle	pör̃t	
5	280	pan	r̃ač	
5	310	dish	tasʸti; bekar̃; syoyan; syoyantor̃	Respectively: dish; plate.; Respectively: dish; plate.; Respectively: dish; plate.; Respectively: dish; plate.
5	320	plate	tör̃elka	
5	330	bowl	tasʸti	
5	340	pitcher, jug	kuvšin; kr̃užka	
5	350	cup, drinking vessel	čaška	
5	360	saucer	blyud	
5	370	spoon	panʸ	
5	380	knife (2)	pur̃t	
5	390	fork (2)	vilki	
5	391	tongs	klešʸi	
5	410	meal (a)	syoyan; syoyan-yuan	
5	420	breakfast	zavtr̃ak; čay yuöm	
5	430	lunch	zavtr̃ak	
5	440	dinner	pažɩn	
5	450	supper	užɩn; užɩnaytöm	
5	460	peel	kulʸnɩ; kɩr̃ssʸɩnɩ	
5	470	sieve, strain	požnavnɩ; södzödnɩ	
5	480	scrape	gognavnɩ; vuštɩnɩ; zɩr̃tnɩ	
5	490	stir, mix	gudr̃avnɩ; sor̃avnɩ	
5	510	bread	nyanʸ	
5	530	dough	nyanʸšom	
5	540	knead	loynɩ	
5	550	meal, flour	pɩzʸ	
5	560	crush, grind	iznɩ	
5	570	mill	melʸniča	
5	580	mortar (2)	gɩr̃	
5	590	pestle	nɩr̃an; toin	
5	610	meat	yay	
5	630	sausage	kalbas	
5	640	soup, broth	šɩd; yukva	
5	650	vegetables	gr̃ad vɩv puktas	
5	660	bean	anʸkɩtš	
5	700	potato	kar̃tupelʸ	
5	710	fruit	pu votöa	
5	712	bunch	r̃oz; čalʸ	
5	750	fig	piga	
5	760	grape	vinogr̃ad	
5	770	nut	ör̃eški; ör̃ek	
5	780	olive	oliva	
5	790	oil	kön tusʸ; vɩy	
5	791	grease, fat	tšög	
5	810	salt	sov	
5	820	pepper	gor̃mög	
5	821	chili pepper	gör̃d-gor̃mög	
5	840	honey	ma	
5	850	sugar	sakar̃	
5	860	milk (noun)	yöv	
5	870	milk (vb)	lɩsʸtɩnɩ; lɩsʸtɩsʸnɩ	
5	880	cheese	r̃ɩsʸ; sɩr̃	
5	890	butter	vɩy	
5	900	beverage, drink	yuan; yuantor̃	
5	910	mead	ma	
5	920	wine	vina	
5	930	beer	sur̃	
5	940	fermented drink	ɩr̃öš; kalʸlya ɩr̃öš	
5	970	egg	kolʸk	
5	971	egg yolk	kolʸk viž	
6	110	put on (clothes)	pasʸtasʸnɩ	
6	120	clothing, clothes	pasʸköm; köm-pasʸ	
6	130	tailor	vur̃sʸɩsʸ	
6	210	cloth	dör̃a; noy	
6	220	wool	gön; vur̃un	
6	230	linen, flax	šabdi	
6	240	cotton	xlopok	
6	250	silk	šövk	
6	270	felt	gɩn	
6	280	fur	ku	
6	290	leather	ku; kučik	
6	310	spin	pečkɩnɩ	
6	320	spindle	čör̃s	
6	330	weave	kɩnɩ	
6	340	loom	stan	
6	350	sew	vur̃nɩ; vur̃sʸɩnɩ	
6	360	needle	em	
6	370	awl	šɩla	
6	380	thread	šör̃t; sunis	
6	390	dye	kr̃asitnɩ; mičödnɩ	
6	410	cloak	plašʸ	
6	411	poncho	pončo	
6	420	woman's dress	plattʸö	
6	430	coat	pinžak	
6	440	shirt	dör̃öm	
6	450	collar	vor̃otnik	
6	460	skirt	yubka	
6	480	trousers	gač; vɩlɩs gač; ulɩs gač	
6	490	stocking, sock	čör̃ös; čulki	
6	510	shoe	tyupelʸ; kamaš	
6	520	boot	sapög	
6	540	shoemaker, cobbler	sapög vur̃ɩsʸ	
6	550	hat, cap	šapka; šlyapa	
6	570	belt, girdle	vönʸ; yi	
6	580	glove	čunya kepɩsʸ	
6	590	veil	vualʸ	
6	610	pocket	zep	
6	620	button	kizʸ; molʸ	
6	630	pin	bulavka	
6	710	ornament, adornment	mičmödčantor̃	
6	720	jewel	donapor̃	
6	730	ring (for finger)	čunʸkɩtš	
6	740	bracelet	br̃aslet	
6	750	necklace	sikötš	
6	760	bead	sikötš molʸ	
6	770	earring	iser̃go	
6	780	headband, headdress	yur̃kɩtš; yur̃kɩšöd	
6	790	tattoo	tatuir̃uytöm pas	
6	810	handkerchief, rag	nɩr̃ čɩšköd; us čɩškɩd; vetʸök; r̃uzum	Respectively: handkerchief; rag; rag.; Respectively: handkerchief; rag; rag.; Respectively: handkerchief; rag; rag.; Respectively: handkerchief; rag; rag.
6	820	towel	ki čɩšköd	
6	910	comb	sɩnan; sor̃s	
6	920	brush	šʸötka	
6	921	braid	kɩnɩ; kɩsʸɩnɩ	
6	930	razor	br̃itva	
6	940	ointment	mavtas	
6	950	soap	maytög	
6	960	mirror	r̃ömpöštan	
7	110	dwell, live	ovnɩ	
7	120	house	ker̃ka; gor̃t	
7	130	hut	ičötik ker̃ka; čom	
7	131	garden-house	ker̃kator̃	
7	140	tent	von	
7	150	yard, court	yör̃; öšinʸ uv	
7	170	cookhouse	kuxnya	
7	180	meeting house	yur̃bitanin; yur̃bitan ker̃ka	
7	210	room	vežös; gor̃niča; žɩr̃	
7	220	door, gate	ödzös	
7	221	doorpost, jamb	ödzös kur̃ič	
7	230	lock (noun)	toman	
7	231	latch, door-bolt	vug; ödzös vug	
7	240	key	vosʸtan	
7	250	window	öšinʸ	
7	260	floor	džodž	
7	270	wall	sten	
7	310	fireplace	kamin; pač	
7	320	stove	pač; gor̃	
7	330	chimney	tr̃uba	
7	370	ladder	pos	
7	420	bed	volʸpasʸ; uzʸlanin	
7	421	pillow	yur̃lös; gor̃uv	
7	422	blanket	eškɩn; šebr̃as	
7	430	chair	ulös; džek	
7	440	table	pɩzan	
7	450	lamp, torch	lampa	
7	460	candle	sisʸ	
7	470	shelf	džadž	
7	480	trough	vor̃	
7	510	roof	vetv; sar̃ay	
7	520	thatch	idzas vetv; idzas sar̃ay	
7	530	ridgepole	öklupenʸ	
7	540	rafter	ströpilö	
7	550	beam	matič	
7	560	post, pole	čotm	
7	570	board	pöv	
7	580	arch	svod	
7	610	mason	kamenšʸik	
7	620	brick	kir̃pič	
7	630	mortar	izvestya va	
7	640	adobe	saman	
8	110	farmer	vidz-mu udžalɩsʸ	
8	120	field (for cultivation)	ködza; ködza-mu	
8	130	garden	sad; grad yör̃	
8	150	cultivate, till	gör̃nɩ	
8	160	fence	potšnɩ	
8	170	ditch	r̃öv; kɩr̃öm	
8	210	plow	gör̃nɩ; gör̃	
8	212	furrow	gör̃öm tuy	
8	220	dig	kodyɩnɩ; kodyɩsʸnɩ	
8	230	spade	kör̃t zɩr̃	
8	240	shovel	zɩr̃	
8	250	hoe	kokan	
8	260	fork	džɩban	
8	270	rake	kur̃an; nar̃man	
8	310	sow	ködznɩ; požnavnɩ	
8	311	seed	köydž	
8	320	mow, reap	vundɩnɩ	
8	330	sickle, scythe	čar̃la; kosa; litovka	
8	340	thresh	var̃tnɩ	
8	350	threshing-floor	gumla; vetva gumla	
8	410	crop, harvest	vundöm; vundan kad; vundan dɩr̃	
8	420	grain (barley, oats etc)	tusʸ; nyanʸ; syu	
8	430	wheat	šobdi	
8	440	barley	id	
8	450	rye	syu; r̃udzög	
8	460	oats	zör̃	
8	470	maize, corn	kukur̃uza	
8	480	rice	r̃is	
8	510	grass	tur̃un; lug; lud	
8	520	hay	tur̃un	
8	530	plant (noun)	bɩdmög	
8	531	plant (vb)	puktɩnɩ	
8	540	root	vuž	
8	550	branch	uv; vož	
8	560	leaf	kor̃	
8	570	flower	dzor̃idz	
8	600	tree	pu; ker̃	
8	610	oak	dub; tupu	
8	620	beech	buk	
8	630	birch	kɩdz; kɩdz pu	
8	640	pine	požöm	
8	650	fir	koz; koz pu	
8	660	acorn	tupu kolʸ	
8	670	vine	vinogr̃ad	
8	680	tobacco	tabak	
8	690	smoke (tobacco)	tšɩnasʸnɩ	
8	691	pipe	kallyan	
8	720	tree stump	mɩr̃	
8	730	tree trunk	pu gum; pu čer̃	
8	740	forked branch	uv; vož	
8	750	bark	kɩr̃sʸ	
8	760	sap	va; sök	
8	810	palm tree	palʸma	
8	820	coconut	kokosövöy ör̃ek	
8	830	citrus fruit	c̷itr̃us	
8	840	banana tree	banan pu	
8	850	banyan	figa pu	
8	910	sweet potato	yumov kar̃tupelʸ	
8	930	gourd	tɩkva	
8	931	pumpkin, squash	kabačko	
8	940	bamboo	bambuk	
8	941	sugar cane	saxar̃nöy tr̃ostnik	
8	970	nettle	petšör̃	
8	980	mushroom	tšak	
9	110	do, make	vöčnɩ; ker̃nɩ	
9	120	work	udžavnɩ	
9	140	bend	kusɩnʸtnɩ; nyukɩlʸtnɩ	
9	150	fold	tečnɩ; sövtnɩ	
9	160	tie, bind	kör̃tavnɩ; yitnɩ	
9	161	untie	r̃azʸnɩ	
9	180	chain	čep	
9	190	rope, cord	gez; köv	
9	192	knot (noun)	gör̃öd	
9	210	strike (hit, beat)	noytnɩ; kučkavnɩ; kučkɩnɩ	
9	211	pound with fist	kučkɩnɩ kulakön	
9	220	cut	vundɩnɩ	
9	221	cut down	dženʸdödnɩ; čintɩnɩ	
9	222	chop, hew	ker̃avnɩ	
9	223	stab	bɩtškɩnɩ; sutškɩnɩ	
9	230	knife	pur̃t	
9	240	scissors, shears	šɩr̃an	
9	250	ax	čer̃	
9	251	adze	kuzʸnɩr̃	
9	260	break	žuglɩnɩ	
9	261	broken	žugödöm; žugalöm; potöm	
9	270	split	yukavnɩ; potködlɩnɩ	
9	280	tear	netškɩnɩ	
9	290	flay, skin	kulʸnɩ	
9	310	rub, wipe	nir̃tnɩ; zɩr̃avnɩ	
9	320	stretch	nyužödnɩ	
9	330	pull	kɩskɩnɩ	
9	340	spread out	bolʸsavnɩ; kisʸkavnɩ	
9	341	hang up	öšödnɩ	
9	342	press	topödnɩ; žmitnɩ	
9	343	squeeze, wring	pɩčödnɩ	
9	350	pour	kisʸtnɩ	
9	360	wash	mɩsʸkɩnɩ; peslavnɩ	
9	370	sweep	gɩškɩnɩ	
9	380	broom	r̃os; gölik	
9	422	tool	köluy	
9	430	carpenter	tšupsʸɩsʸ	
9	440	build	vöčnɩ; lösʸödnɩ	
9	460	bore	pisʸködnɩ	
9	461	hollow out	kodyɩnɩ	
9	480	saw	pila	
9	490	hammer	mölöt	
9	500	nail	kör̃t tuv; pu tuv	
9	560	glue	kley; lem	
9	600	smith, blacksmith	dor̃ččɩsʸ	
9	610	forge	dor̃nɩ	
9	620	anvil	nakövalʸnya	
9	630	cast (metals)	kisʸtnɩ	
9	640	gold	zar̃ni	
9	650	silver	ezɩsʸ	
9	660	copper, bronze	ɩr̃gön	
9	670	iron	kör̃t	
9	680	lead (noun)	svineč	
9	690	tin, tinplate	ozɩsʸ; žöč	
9	720	mold (clay etc)	vöčnɩ; lepitnɩ	
9	730	clay	sey	
9	740	glass	steklö	
9	750	weave, plait	kɩnɩ	
9	760	basket	pester̃; kuzov	
9	770	mat	r̃ögöza	
9	771	rug	kovyor̃	
9	780	netbag	setka	
9	790	fan (noun)	övtčan	
9	791	fan (vb)	övtčɩnɩ	
9	810	carve	vöčnɩ	
9	820	sculptor	statuya vöčɩsʸ	
9	830	statue	statuya	
9	840	chisel	öžɩn	
9	880	paint (noun)	kr̃aska	
9	890	paint (vb)	mičödnɩ	
10	110	move	veštɩnɩ	
10	120	turn over	kɩmɩnʸtnɩ; gatšödnɩ	
10	130	turn around	ber̃gödlɩnɩ; gar̃tnɩ	
10	140	wind, wrap	gar̃tnɩ; tubr̃avnɩ	
10	150	roll	bɩgɩlʸtnɩ; bɩglyavnɩ	
10	160	drop (vb)	usʸködnɩ; usʸnɩ	
10	170	twist	gar̃tnɩ	
10	210	rise	kɩpödgɩnɩ; leptɩsʸnɩ	
10	220	raise, lift	leptɩnɩ	
10	230	fall	usʸnɩ; uslyavnɩ	
10	240	drip	voytavnɩ; vizuvtnɩ	
10	250	throw	šɩbitnɩ	
10	252	catch (ball)	kutnɩ; kɩynɩ	
10	260	shake	pɩr̃ködnɩ	
10	320	flow	vizuvtnɩ; viyavnɩ	
10	330	sink	vöytnɩ; vöynɩ	
10	340	float	uynɩ	
10	350	swim	var̃ččɩnɩ; uyavnɩ	
10	351	dive	sunavnɩ; sunnɩ	
10	352	splash	palʸskakɩvnɩ; r̃eznɩ	
10	360	sail (vb)	var̃ččɩnɩ; uynɩ; katnɩ	
10	370	fly (vb)	lebnɩ	
10	380	blow	pölʸtnɩ	
10	410	creep, crawl	vellyasʸnɩ	
10	412	kneel	pidzösčanʸön sulavnɩ; pidzösčanʸasʸna	
10	413	crouch	kopr̃asʸnɩ	
10	420	slide, slip	iskovtnɩ; islavnɩ	
10	430	jump, leap	čeččɩštnɩ; čeččɩnɩ	
10	431	kick	čutyasʸnɩ	
10	440	dance	yöktɩnɩ	
10	450	walk	munnɩ; vetlödlɩnɩ	
10	451	limp	čotnɩ	
10	460	run	kotör̃tnɩ	
10	470	go	munnɩ; vetlödlɩnɩ	
10	471	go up	kaynɩ; petnɩ	
