*	*	*	*	indicative	indicative	imperative   	subjunctive     	optative        	
arrive	active	1     	singular 	h₁ludʰóm          	h₁ludʰóm       	—	h₁ludʰṓh₂       	h₁ludʰóyh₁m̥    	
arrive	active	2     	singular 	h₁ludʰés          	h₁ludʰés       	h₁ludʰé      	h₁ludʰḗsi       	h₁ludʰóys       	
arrive	active	3     	singular 	h₁ludʰét          	h₁ludʰét       	h₁ludʰétu    	h₁ludʰḗti       	h₁ludʰóyt       	
arrive	active	1     	dual     	h₁ludʰówe         	h₁ludʰówe      	—	h₁ludʰṓwos      	h₁ludʰóywe      	
arrive	active	2     	dual     	h₁ludʰétom        	h₁ludʰétom     	h₁ludʰétom   	h₁ludʰḗtes      	h₁ludʰóytom     	
arrive	active	3     	dual     	h₁ludʰétām        	h₁ludʰétām     	h₁ludʰétām   	h₁ludʰḗtes      	h₁ludʰóytām     	
arrive	active	1     	plural   	h₁ludʰóme         	h₁ludʰóme      	—	h₁ludʰṓmos      	h₁ludʰóyme      	
arrive	active	2     	plural   	h₁ludʰéte         	h₁ludʰéte      	h₁ludʰéte    	h₁ludʰḗte       	h₁ludʰóyte      	
arrive	active	3     	plural   	h₁ludʰónt         	h₁ludʰónt      	h₁ludʰóntu   	h₁ludʰṓnti      	h₁ludʰóyh₁n̥t   	
say	active	1     	singular 	wéwkom            	wéwkom         	—	wéwkōh₂         	wéwkoyh₁m̥      	
say	active	2     	singular 	wéwkes            	wéwkes         	wéwke        	wéwkēsi         	wéwkoys         	
say	active	3     	singular 	wéwket            	wéwket         	wéwketu      	wéwkēti         	wéwkoyt         	
say	active	1     	dual     	wéwkowe           	wéwkowe        	—	wéwkōwos        	wéwkoywe        	
say	active	2     	dual     	wéwketom          	wéwketom       	wéwketom     	wéwkētes        	wéwkoytom       	
say	active	3     	dual     	wéwketām          	wéwketām       	wéwketām     	wéwkētes        	wéwkoytām       	
say	active	1     	plural   	wéwkome           	wéwkome        	—	wéwkōmos        	wéwkoyme        	
say	active	2     	plural   	wéwkete           	wéwkete        	wéwkete      	wéwkēte         	wéwkoyte        	
say	active	3     	plural   	wéwkont           	wéwkont        	wéwkontu     	wéwkōnti        	wéwkoyh₁n̥t     	
say	middle	1     	singular 	wéwkoh₂e          	wéwkoh₂e       	—	wéwkōh₂er       	wéwkoyh₂e       	
say	middle	2     	singular 	wéwketh₂e         	wéwketh₂e      	wéwkeso      	wéwkēth₂er      	wéwkoyth₂e      	
say	middle	3     	singular 	wéwketo           	wéwketo        	—	wéwkētor        	wéwkoyto        	
say	middle	1     	dual     	wéwkowedʰh₂       	wéwkowedʰh₂    	—	wéwkōwosdʰh₂    	wéwkoywedʰh₂    	
say	middle	2     	dual     	—	—	—	—	—	
say	middle	3     	dual     	—	—	—	—	—	
say	middle	1     	plural   	wéwkomedʰh₂       	wéwkomedʰh₂    	—	wéwkōmosdʰh₂    	wéwkoymedʰh₂    	
say	middle	2     	plural   	wéwkedʰh₂we       	wéwkedʰh₂we    	wéwkedʰh₂we  	wéwkēdʰh₂we     	wéwkoydʰh₂we    	
say	middle	3     	plural   	wéwkoro           	wéwkoro        	—	wéwkōror        	wéwkoyro        	
point out	active	1     	singular 	dḗyḱsm̥           	dḗyḱsm̥        	—	dḗyḱsoh₂        	déyḱsyeh₁m̥     	
point out	active	2     	singular 	dḗyḱs             	dḗyḱs          	dḗyḱs        	dḗyḱsesi        	déyḱsyeh₁s      	
point out	active	3     	singular 	dḗyḱst            	dḗyḱst         	dḗyḱstu      	dḗyḱseti        	déyḱsyeh₁t      	
point out	active	1     	dual     	déyḱswe           	déyḱswe        	—	dḗyḱsowos       	déyḱsih₁we      	
point out	active	2     	dual     	déyḱstom          	déyḱstom       	déyḱstom     	dḗyḱsetes       	déyḱsih₁tom     	
point out	active	3     	dual     	déyḱstām          	déyḱstām       	déyḱstām     	dḗyḱsetes       	déyḱsih₁tām     	
point out	active	1     	plural   	déyḱsme           	déyḱsme        	—	dḗyḱsomos       	déyḱsih₁me      	
point out	active	2     	plural   	déyḱste           	déyḱste        	déyḱste      	dḗyḱsete        	déyḱsih₁te      	
point out	active	3     	plural   	déyḱsn̥t          	déyḱsn̥t       	déyḱsn̥tu    	dḗyḱsonti       	déyḱsih₁n̥t     	
point out	middle	1     	singular 	déyḱsh₂e          	déyḱsh₂e       	—	dḗyḱsoh₂er      	déyḱsih₁h₂e     	
point out	middle	2     	singular 	déyḱsth₂e         	déyḱsth₂e      	déyḱso       	dḗyḱseth₂er     	déyḱsih₁th₂e    	
point out	middle	3     	singular 	déyḱsto           	déyḱsto        	—	dḗyḱsetor       	déyḱsih₁to      	
point out	middle	1     	dual     	déyḱswedʰh₂       	déyḱswedʰh₂    	—	dḗyḱsowosdʰh₂   	déyḱsih₁wedʰh₂  	
point out	middle	2     	dual     	—	—	—	—	—	
point out	middle	3     	dual     	—	—	—	—	—	
point out	middle	1     	plural   	déyḱsmedʰh₂       	déyḱsmedʰh₂    	—	dḗyḱsomosdʰh₂   	déyḱsih₁medʰh₂  	
point out	middle	2     	plural   	déyḱsdʰh₂we       	déyḱsdʰh₂we    	déyḱsdʰh₂we  	dḗyḱsedʰh₂we    	déyḱsih₁dʰh₂we  	
point out	middle	3     	plural   	déyḱsro           	déyḱsro        	—	dḗyḱsoror       	déyḱsih₁ro      	
think	active	1     	singular 	memónh₂e          	memónh₂e       	—	meménoh₂        	memn̥yéh₁m̥     	
think	active	2     	singular 	memónth₂e         	memónth₂e      	memón        	meménesi        	memn̥yéh₁s      	
think	active	3     	singular 	memóne            	memóne         	memóntu      	meméneti        	memn̥yéh₁t      	
think	active	1     	dual     	memn̥wé           	memn̥wé        	—	meménowos       	memnih₁wé       	
think	active	2     	dual     	—	—	memn̥tóm     	meménetes       	memnih₁tóm      	
think	active	3     	dual     	—	—	memn̥tā´m    	meménetes       	memnih₁tā´m     	
think	active	1     	plural   	memn̥mé           	memn̥mé        	—	meménomos       	memnih₁mé       	
think	active	2     	plural   	memné             	memné          	memn̥té      	meménete        	memnih₁té       	
think	active	3     	plural   	memnḗr            	memnḗr         	memnéntu     	meménonti       	memnih₁ént      	
	      	      							
